uber_Name,google_Name,average_health_score,cid,uber_id,uber_categories,google_tags,google_categories
Dawat Restaurant,DAWAT Restaurant - Authentic Bangladeshi Cuisine,-4.46,a7821421343884093684,zVpmMeguQfKi--gbv3u0-g,"indian,fast food","polao,hospitality,bhuna,bengali food,butter chicken,naan,indian,food quality,bangladeshi food,biryani",restaurant
Suzie Dukes Burger and Grill (Ingleburn),Suzie Dukes,-6.7902339181286555,a187106409483657029,xIIpU75hSd6fuIll04hgbQ,"family meal,burger,american","halloumi,crispy,chip,bun,shake,fried chicken burger,area,value,donut,money","takeout,fried chicken takeout,burger,fast food"
Subway (Kincumber),Subway (Kincumber Village Shopping Centre),-4.624725161567868,a10672898055627304089,NvlF3Ru3VI64q5CfhO60tg,"chicken,breakfast and brunch,bakery,sandwich,american,healthy,fast food,vegan,family meal",,"sandwich,restaurant,fast food"
IGA Grocery (Saratoga),IGA,-7.265,a7562786241468029989,HJcqlYN0UJOraMdlgXtrlA,"convenience,grocery","convenient,price","grocery,supermarket"
Embers In The Village,Embers In The Village (Fusion Indian Cuisine),-0.9222222222222222,a14687797373408707251,eXIpRZ2WRBC0pziWmKGjCA,"indian,asian fusion,indian curry","food,chicken tikka,price,thali,butter chicken,lamb,service,chilli chicken,pani puri,cheese,delivery","modern indian,restaurant,indian"
Kebab Express Blacktown,Kebab Express Pizza Pide and Adana,-5.335315860282277,a11605676100726735639,shdvUoehQPKLbx19rfwVEA,"comfort food,middle eastern,pizza,family meal","parking,the west,hsp,oil,salty,charcoal,gozleme,waste,serving,rice","pizza takeout,delivery,kebab,pizza delivery,takeout,turkish,middle eastern,restaurant"
Megabites Kebabs and Pizza,Megabites Kebab & Chargrill & Pizza,-6.51413881748072,a2485130637672596574,J1M29qlS1S-HoKtIITwiA,"fast food,pizza,family meal,kebab","chip,snack,chicken,waste,kebab,phone,money,delivery,lady,girl","fast food,delivery,doner kebab,pizza,turkish,takeout,italian"
Mina Bakery Manoosh and Pizza (Blacktown),Mina Bakery Blacktown,-5.21655526992288,a10264506560863773433,JOc5rYNDRheD0_PAfnlz5A,pizza,"zatar,peri peri,spicy,eftpo,halal,value,atm,pide,pay,tandoori chicken","pizza takeout,pizza,italian,takeout,delivery"
Blacktown Kebab and Burger,Blacktown Kebabs and Burgers,-7.910233918128655,a16706633042129260810,RRJoTx6TShiCSC2bg8Wc6w,"fast food,burger,kebab","night,quantity,mayo,face,chip,cooked,star,priced,kid,veggie burger",kebab
CU5OClock,C U 5O'CLOCK,-0.6433333333333334,a7386999711129161835,tYcmBhtcU5qO10m2s86v8Q,"indian,momo,noodle","kulcha,soya chaap,tandoori,chicken momo,spring roll,chilli chicken,indian,street food,noodle burger,momo",restaurant
Harry's Cafe de Wheels (Greystanes),Harry's Café de Wheels - Greystanes,-5.87,a7030408604162935099,HyxYJ1SyQGOySbs-r3ypyQ,"modern australian,fast food","hot dog,franchise,price,chip,custard,sausage roll,peppery,pie,gravy,tiger",takeout
Dee Royal Nanglo,Dee Royal Nanglo Nepalese & Indian Restaurant,-3.505550201641028,a10361986894793504363,LX9FDB74SXKUL4x2aImjNA,"indian,nepalese,rice dish,asian,dessert,snack,juice and smoothy","night,jhol momo,steamed,live music,thali,friday,chowmein,star,platter,momo","nepalese,indian"
Jasmin1 Blacktown,Jasmin1 Blacktown Lebanese Restaurant,-5.575000000000001,a12142701512840854122,btow9S30WSmSmLZ321uivg,"middle eastern,lebanese,seafood,family meal","kafta,night,fattoush,parking,indian food,lamb,value,cinnamon tea,money,rice",lebanese
Thai Eleven Restaurants,Thai Eleven 11 (Arndell Park),-3.3135735690740185,a11927193165501476778,UsuBb4wrR4KOLtLqY5kL5Q,"chicken,seafood,vegetarian friendly,noodle","pork,priced",thai
The Old Boy Espresso,The Old Boy,-5.1147847478474775,a3435222291486946278,EagvLtP9RIKhLlzaDUBP2Q,"cafe,breakfast and brunch,american","french toast,atmosphere,truffle,chorizo,poached egg,kale,brunch,gem,fish taco,presentation","coffee,breakfast,cafe"
Grind & Grill Cafe,Grind & Grill,-5.541569390402075,a6368894820571983640,JE73_GEdQyWlKmI1ziLabg,"comfort food,cafe,fast food","sauce,delivery,atmosphere,morning,chicken,bacon,coffee,sandwich,burger,steak","takeout,restaurant,cafe,function room facility"
Ben & Jerry's Scoop Shop Hoyts (Blacktown),Ben & Jerry's,-7.177765486725663,a8654321297664395285,TnthfLjzRQ-8nzqVbMZm9w,"ice cream and frozen yoghurt,dessert","milk shake,price,sundae,cinema,flavour,cone",ice cream
The Groove Train,The Groove Train Westpoint,-3.9269698378217712,a8228842064304657833,WU8IwornTxiemGm1jED2Eg,"pasta,pizza,breakfast and brunch","chicken,movie,drink,pizza,sandwich,waitres,priced,table,starter,money","australian,restaurant"
Black Bear BBQ,BlackBear BBQ Blacktown,-5.021535868909958,a16642968816171154305,yxT93G3_QmG61czfDcTonw,"vegetarian friendly,bbq,comfort food,american,family meal,fast food","serving,chip,rack,short rib,egg roll,sausage,pork belly,breakfast,hungry,box","bbq,fast food"
The Shed Eastern Creek,The Shed Cafe & Catering Eastern Creek,-5.50678477078477,a2105252979444401897,lmuTxVLDQ8mIcq1-1jpfBQ,"italian,mediterranean,modern australian,fish and chip,vegan,fast food","halloumi,egg,chef,bruschetta,burger,flavour,brunch,bacon,toast,juice",cafe
Chicken Treat (Eastern Creek Quarter),Chicken Treat,-7.016003326979974,a11158080739148235951,4L0BelSoXuCo44Rk63Wn_Q,"chicken,burger,american,dessert,family meal,fast food","sauce,price,fritter,chip,fried chicken,bacon,money,potato gravy,burger,box","fried chicken takeout,burger,chicken,fast food"
Rene's Pizza,Rene's Pizza Place Blacktown,-3.310028227229195,a14556270835519925875,6ZHopB4JSZKgF1rAdEg6YQ,"pasta,pizza,salad","night,price,tasting,pizza,pasta,area,chicken pizza,garlic,money,kid,italian","pizza,italian"
Top Boy,Top Boy Pizza Co,-4.8140287477914026,a17480642644736585990,EcLt6wK_RT6ubT7eS7VzVA,"pasta,pizza,dessert","delivery,garlic",restaurant
Rasiya Indian Indulgence,Rasiya,-1.1212844036697247,a18346821231815517108,8ydlxy4ETTO8xEwSO4QeBQ,"indian,vegetarian,north indian","dinner,quantity,chicken tikka,curry,naan,indian,money,chutney,paneer,party",restaurant
Khalsa Foods (Vegetarian and Vegan),Khalsa Foods Vegetarian & Vegan Jain Food Indian Restaurant,-1.0,a549739072287235123,s4o-9HoWR02Dz2ckjk2YIg,indian,"chole bhature,kulcha,indian vegetarian,fresh food,thali,shahi paneer,makki di roti,punjabi food,sarson ka saag,chat",indian
Bigbite Indian Fastfood Blacktown,Big Bite Indian Fast Food Restaurant,-2.508757859927345,a8858587388988337733,JD0Lcrl8TFyRvlMaRQ6fwA,"indian,pizza,sandwich","chole bhature,kulcha,girl,birthday,pav bhaji,vada pav,catering,street food,presentation,chat",indian
Doonside Charcoal Chicken Takeaway,Doonside Charcoal Chicken,-4.993557791537668,a17127444404218245033,EU9CFI85SRinhM0cq9mXWQ,"family meal,seafood,burger,salad","chip,cocktail,fish,salad,takeout,burger",chicken
Sehaj Indian Foods and Sweets (Blacktown),Sehaj Indian Food and Sweets,-0.9137245696400628,a17507966785248720794,QHPcYeuBRhODZ7n_4rXujg,"indian,vegetarian friendly,indian curry","smile,samosa,attitude,price,butter chicken,bread,disgusting,microwave,lady,girl","indian,fast food"
Dee-licious Kebabs,Dee-Licious Kebab,-6.496177042801557,a10368743242696447335,9uysWqn-Tei3BGIgZmXfgw,"turkish,mediterranean,comfort food,fast food","pizza,meat,delivery,order","takeout,delivery,middle eastern,fast food"
Pizza on the Boulevard,Pizza on the boulevarde,-5.589108166897371,a2714265342575795385,xPQEpYv7RE6uIYo-hXIjVg,"middle eastern,italian,pizza","manager,price,chef,morning,family,pide,cheese","pizza takeout,halal,pizza,lebanese,bakery"
Fat Pizza Stop,Fat Pizza (Halal),-4.714171347035498,a9076535573877738319,xTsQpu7BQL2z9tdt6Uh5pA,"coffee and tea,pasta,pizza,dessert,juice and smoothy","topping,prawn,seafood pizza","arab,lunch,halal,pizza,turkish,middle eastern,dessert"
Kohinoor Delight,Kohinoor Delight Restaurant Lakemba,-1.8941666666666668,a1700542268033419311,7H-r9Rk9QrKYgzgjmNsjMQ,"indian,family meal,asian,indian curry","daal,haleem,mutton,indian food,naan,butter chicken,chicken 65,money,hyderabadi,biryani",restaurant
Shah Ghouse,SHAH GHOUSE Restaurant,-1.2816666666666667,a11133200572243009008,z8Lohoo9T32UWpUZNoTbwQ,"indian,asian,allergy friendly,indian curry","hyderabadi biryani,price,haleem,ma sha allah,indian food,butter chicken,lamb,chicken 65,chilli chicken,hyderabadi food","takeout,restaurant,indian"
Royal Bait-Al-Mandi,Royal Bait Al Mandi In Lakemba Sydney,-3.532446808510638,a16690996554425545452,NfCJJJbnRm-bJ_nlVOy8Og,"chicken,arabian,family meal,rice and curry","dinner,spicy,hospitality,chicken,dosa,fish,lamb,kebab,hyderabadi,rice",restaurant
Arabian Nights Pty Ltd,Arabian Nights Restaurant,-4.18,a8767957145067711014,y-sHn7SQWBisHxpYpfGXQg,"halal,arabian,fast food","chicken,rice",restaurant
Metro (Padstow),Woolworths Metro Padstow,-6.8525,a666878113606735601,8j1H4AXUQCKlohMvokHcIg,"everyday essential,convenience,healthy,grocery","name,parking,renovated,convenient,self service,clean,payment,checkout,aisle,shelf","convenience,supermarket"
Al Afrah Pastry,Al Afrah Pastry Shop,-5.911569390402075,a15450660981118103302,qv1v-i5UTRCoKDFnSzc0LA,"middle eastern,comfort food,lebanese","baklava,parking,price,desert,quality,cash,sweet,knafe,lebanese,eftpo","pastry,restaurant"
Dough Boss (Revesby),Dough Boss Lebanese Bakery And Cuisine,-3.762441500230704,a7543293856264624885,1pTldQavTxSJtAUj9nUn7g,"roll,italian,pizza","zaatar,meat,price,haloumi,pizza,coffee,lebanese food,pie,pastry,lady","takeout,delivery,restaurant,bakery"
Kings Lebanese Bakery,Kings Lebanese Bakery & Pizza,-6.174252688225822,a2679675503238119101,OpZ-0ajMR06Z4Ej6FSLe4Q,"middle eastern,comfort food,pizza,lebanese,fast food","zaatar,meat,price,quality,spinach,breakfast",bakery
L.A Donut,L.A. Donuts,-6.055119572328777,a16431643601610525139,pQaaaJPaRpiFiyGK2iqshw,"comfort food,dessert","cinnamon donut,homer simpson,apple fritter,cinnamon scroll,golden gaytime,filling,custard,glaze,box,knafeh",dessert
The Dhansiri Restora,Dhanshiri Restora,-4.999961738997921,a10849058361395255020,LisMu8ZoSWStPzSv52UGBA,"bbq,dessert,breakfast and brunch","polao,price,bengali food,owner,lamb shank,chicken roast,waitres,tehari,environment,money",bangladeshi
CAFE 31 Peakhurst,Café 31,-3.8521771217712173,a15199053868290930344,93ao2ejKTd6Te1mvWbCFjQ,"cafe,breakfast and brunch","latte,meal,sandwich,priced,cheese,burger","coffee,breakfast,cafe"
The Hanoi,The Hanoi Restaurant,-0.39,a15595787535803640047,1BvAAZnSREOJPheZamP6mA,"asian,vietnamese","soup,salt,fried,chicken,value,laksa,family,takeout,papaya,rice","lunch,vietnamese,asian,brunch,restaurant,rice"
Diamond sweets,Diamond Sweet's and Cake's,-4.230079714885851,a18041670049835964194,ISDxe4MUSxGfiHJLsjAxfA,"comfort food,dessert,pastry",nutella,candy
Bistro on Moxon by C&J,Bistro on Moxon,-5.23450656376952,a10970614286569897002,ohyhGlc8Qqewib64QgKI7Q,"italian,pasta,pizza,burger",price,restaurant
Five Spices,Five Spices Malaysian Restaurant,-2.415,a8077232410422693103,0zmu_NWMRbmY7rBl2DGpew,"halal,asian,malaysian,allergy friendly","skewer,family,dish,price,roti,curry,chicken,environment,yumcha",malaysian
Wiley Park Hotel Bistro,Wiley Park Hotel,-0.6466666666666666,a14132252643124049777,eCNuBGI_T3C6ZDNk12eo0w,"asian fusion,asian,noodle","poky,tv,bistro,hot water,train station,parking,price,beer,clean,pub","bistro,hotel,bar,sports bar,pub"
Narwee Hotel - Olivers Kitchen,Narwee Hotel,-2.27,a15913069452118692481,yyRuPQ9HRQ29lorBl7durg,"western,cafe,pub","poky,bistro,train station,beer,mash,value,salad,steak,pub,schnitzel","liquor,restaurant,hotel,serviced accommodation"
Peakhurst Pizzeria and Pasta,Peakhurst Pizzeria,-4.880142318742803,a17754382520997764384,KzbrqYKVQoOUErU7dL_yxg,"italian,mediterranean,pasta,pizza,american,salad","ravioli,pasta,price,ingredient",italian
Tian Tian Chinese Restaurant Malaysian Cuisine,Tian Tian Chinese Restaurant,-1.2850000000000001,a7902569640161304075,NMOL_ROfSwm3gqM2crTsjw,"asian,malaysian","noodle,chicken rice,dish,price,malaysian food,fish,sambal,laksa,bakar,takeout","malaysian,restaurant"
Cottage Kebeb,Cottage Kebab,-2.9864050711532495,a2613934189720344508,lQoO7374Q7-jmhOJtoyXGw,"comfort food,persian,vegetarian friendly",,kebab
Revesby Seafood,Revesby Seafoods,-6.17010501606128,a11868268075711841658,TyqU85P_WOa5EEUdmPeH_w,"fast food,sandwich,burger,american","greek food,calamari,chip,batter,cocktail,fish,area,salad,takeout,burger",seafood
Secret Slice,Secret Slice Pizza & Pasta,-4.375774833564037,a4752884983437686344,kJX-sqrpQBm6YD1aPZEarQ,"italian,pasta,pizza","price,topping,gourmet,garlic bread,calzone,vegetarian,area,margherita pizza,spaghetti","pizza takeout,pizza,italian,pizza delivery,takeout,delivery"
YX Mini Hotpot (Eastwood),YX Mini Hot Pot Eastwood,-1.9843739663966518,a10976862701717983689,QF-7d78rUSGQsDXVTS7otA,"asian fusion,hot pot,soup,fast food","interior,fresh food,atmosphere,aesthetic,sky,presentation,individual,soup base,oxtail,ipad",hot pot
Wallace Burgers DJDL,Wallace Burger,-6.650105016061279,a6819823715017926608,y6NUpTfRQgiKj88P4P2fPg,"portuguese,fast food,burger,sandwich","price,ingredient,chip,lettuce,beef,bbq sauce,portuguese chicken burger,steak sandwich,cafe",burger
Lane 198 Asian Fusion,Lane 198,-0.38,a15042609410811251763,qePEpjVHTkqqibEvTNrl9w,thai,"night,dish,pork,cheeseburger spring roll,basil,atmosphere,curry,local,prawn,delivery",restaurant
Doitao Thai Boronia Park,Doitaothai Boronia Park Hunters Hill,-0.64,a17785575414973562070,GR5mPBPyTS-CUJ0flheRrQ,"thai,south east asian","fried rice,sauce,dish,price,curry,chicken,duck,takeout,sweet,pad se ew","asian,takeout,delivery,thai"
Cafe Chichos,Chicho’s Cafe,-7.007156995051733,a15389350422018857468,d3K1D1PPT2e20n6li1fmJg,"italian,burger,american",,cafe
Gringos [Putney],Gringos Fresh Mexican Restaurant PUTNEY,-4.29,a17926712035959346223,GB0YnY8PTTuueS4Szn9kMg,"allergy friendly,mexican","passionate,bowl,prawn taco,value,corn chip,donut,kid,delivery,toy,portion size",mexican
IGA Midway Xpress (Denistone East),Midway IGA Denistone East,-7.265,a4628964890049348612,w3HTcKhJR-GuUN0F7MEtjQ,"convenience,grocery",,grocery
Coco Rice Thai,Coco Rice Thai Restaurant,-0.41500000000000004,a14671042293916121034,IoVLLkzQTA69r_3vgXPtOA,"asian,thai","pad thai,satay,price,curry,chicken,eggplant,vegetable,chilli,takeout,average",thai
Kandoo,Kandoo Pizza,-4.893567251461988,a14174000794093407842,Mld7gh_JRHmPj5Ac4HrmFg,"iranian,middle eastern,burger","fair,sauce,ingredient,quality,price,fast food,topping,sandwich,persian,roast beef",cafe
The Persian Garden,The Persian Garden Cafe,-2.661451414514145,a2706069404609879851,v8UHCXV5SqaFmwmy8ChxGw,"asian fusion,breakfast and brunch,persian","family,atmosphere,pizza,sandwich,priced,waitres,sausage,food quality,breakfast","persian,fast food"
Pizzeria Locale Ristorante,Pizzeria Locale,-5.003892914744849,a7746359921143542701,hKtQ5FgsTMmQ4mKXF6Rpow,"italian,pizza,breakfast and brunch","seafood,salmon,rib,price,garlic bread,chip,oil,lamb,prawn,portion size",italian
The Coffee Club (Ryde Eastwood),The Coffee Club Café - Ryde Eastwood,-5.1716853326428,a7356575903700939913,QXKX2gdMQ86CZEkWyi2NYQ,"cafe,breakfast and brunch,burger",toast,"cafe,coffee,breakfast,restaurant"
Mango Tree Restaurant,Mango Tree Thai Restaurant Karaoke & Bar,-0.41500000000000004,a8105180901617702727,qU3ZeygQRFiPoQX6qOVk2A,"asian,thai","pad kee mao,pad see ew,dinner,song,room,drink,waitres,pork belly,delivery,serving",thai
Butcher & the Farmer (Meadowbank),Butcher and the Farmer,-6.145159133991819,a2327284208336657868,yYYj41xpRiu5SxJody9hsw,"italian,comfort food,american",,restaurant
Charcoal Chicken @ Putney,Putney Charcoal,-6.0215693904020755,a1718560254723215556,5VkCJup5TLK_p5WNeRdxiQ,"comfort food,family meal,fast food","sauce,peri peri,dinner,price,lunch,area,salad,takeout,burger,wrap","burger,chicken,salad,fast food"
Ocha Thai,O'Cha Thai Restaurant,-0.5866666666666668,a12385534281418952174,vaX4vyXPX9qT9iJco5axKQ,"noodle,asian,thai","curry,star,area,satay chicken,rice",thai
Grilled Korean BBQ,Grilled Korean BBQ 2 석쇠 2호점,-5.0574468085106385,a4956944354110492697,kHsff3v9RvazuevvM9XnWw,"chicken,korean,bbq,family meal","seafood,soup,price,takeout,banchan,marinated,service,good,side dish,korean fried chicken,wagyu","restaurant,korean"
2nd Chapter Dining & Espresso,2nd Chapter Cafe,-3.723281183836429,a989103865685417953,zLu6fa8nRUqy-DMQ_FP8PQ,"allergy friendly,breakfast and brunch,coffee and tea,modern australian","food,price,chef,team,area,service,family,takeout,brunch,burger",cafe
Lilong Rhodes,Lilong by Taste of Shanghai Rhodes,-1.562326280014544,a13251439164674726930,nCjbEBJ5QtqvtdYWN-sj5w,"shanghai,dumpling house","dinner,bun,cold,friday,salty,dumpling,waitres,xiao long bao,pan fried,floor",shanghainese
CNR58 Breakfast & Burgers & Sambos,CNR58 Cafe & Restaurant,-7.573991493886232,a14395677874826017614,8G15nHajVSq8eJrzBlQoDQ,"fish and chip,burger,american","dinner,salmon,chef,lunch,tuna,pasta,eggplant,prawn burger,wagyu,winter","cafe,coffee,breakfast,restaurant"
Waitara Kitchen,Waitara Kitchen Chinese Cuisine,-0.3866666666666667,a16501352992406363237,y0YzYMRUSVKhAEui2woKjg,"chinese,rice bowl,noodle","dinner,salt,price,honey,chow mein,order,area,laksa,satay chicken,delivery","asian,chinese,delivery,takeout"
Pymble Gourmet Pizza,Pymble Gourmet Pizza Pasta & Ribs,-5.96327763496144,a13272411002267975734,utSk--rzRq64cYVEqYM-uA,"pizza,greek",,pizza
Jai Ho,Jai Ho indian Turramurra,-2.360391236306729,a11573190855520815993,LjPZLRkHR0em-aQBcfbAdQ,"healthy,vegetarian friendly,indian curry","dinner,food,entree,person,butter chicken,area,service,table,garlic,kid,waiter",indian
Wooden Mill,"Wooden Mill, Normanhurst: Manoush, Grill & Cafe",-6.044314256077211,a5035995603894303773,7TS2TpxZRLCipehWslmNJg,"halal,pizza,lebanese,burger","zaatar,price,morning,chicken,pizza,lebanese food,garlic,family,bakery,wrap","lebanese,grill,cafe,fast food"
Domino's (Pymble),Domino's Pizza Pymble,-4.813213868535859,a15492267528760672491,czHqerq5R3WZ8zit_SRvew,"italian,gluten free,pizza,dessert","parking,order,topping,cooked,cold,phone,app,dough,disgusting,delivery","pizza takeout,fast food,lunch,meal delivery,pizza,pizza delivery,family,takeout,restaurant,dessert"
Creative Gourmet Pizza Cafe,Creative Gourmet Pizza and Grill,-5.393662250346056,a10252296074703962004,G_IVci-dST63AMLI8aBkzw,"italian,pizza","vege,price,chip,garlic bread,pasta","pizza takeout,gluten free,pizza,italian,pizza delivery,takeout,delivery"
Capri Cucina Restaurant (formerly Marciano's),CAPRI CUCINA,-5.337344223966113,a7214369654116871785,zYFDgH6xQ9ubPg3osoe3nQ,"comfort food,italian,pizza","gnocchi,vincenzo,antipasto,happy hour,birthday,chef,atmosphere,prawn,italian food,risotto",restaurant
Season Thai (Gordon),Season Thai Restaurant,-0.41500000000000004,a13904361755580651800,IjOzBWnNSniP1PLEFB2X-w,"asian,thai","bill,wine,quick service,attitude,average,attention,kid,delivery,pay,portion size","asian,thai"
Pizza Italia Hornsby,Pizza Pasta & Ribs,-5.254406534379667,a16215209036633193540,0m7JCDVIVMu_0gD7fPCvxA,"italian,pasta,comfort food,pizza,fast food",,"pizza,takeout"
Pizza Master,Pizzamaster Lindfield,-5.3594649001384225,a7313898840831618083,HRQj1GJtQMawaUU5OqZ3eA,"italian,european,halal,pizza,fast food","order,gluten free,topping,gourmet,halal,gelato,garlic,dough,kid,prawn",pizza
Charmed Thai (St Ives),Charmed by Hanuman Thai,-1.7918414209288147,a17704320210339094562,D_5kpM78U06xZ5N0FHyGtw,"thai,stir​ fried,allergy friendly,salad","sauce,dish,quick service,basil,atmosphere,massaman,stir fry,duck,takeout,delivery","restaurant,thai"
MyMe Express (MyMe Caterers),MyMe Express,-2.9221666666666666,a17237105762372489818,xTxhSPcwUvuBDWTlv8kDtQ,"indian,asian,vegan,fast food","smile,samosa,vada pav,pav bhaji,sev puri,indian food,pani puri,street food",fast food
IGA Liquor (St Ives North),IGA Liquor,-7.454249827698804,a3180113698966153288,RadxD2SRQPC8oJ-FV2fTRw,"wine,alcohol,bottle shop",,liquor
Sultan Palace,SULTAN PALACE PAKISTANI RESTAURANT,-2.1325000000000003,a9201578092534266239,vG9K3LCGQJiW2Rv-zT1tDA,"indian,halal,north indian,pakistani","chicken tikka,mocktail,curry,music,drink,naan,goat,buffet,biryani,portion size","pakistani,wedding service,caterer,indian"
