uber_Name,google_Name,average_health_score,google_cid,uber_id,uber_categories,google_Category
Basted (Bass Hill),Broaster Bass hill,-8.05262224710713,a15828942445743114119,p2CkqzEaWYyvnRC9xtBMEw,"portuguese,chicken,burger,fast food",fast food
Wendy's Milk Bar (Bass Hill),Wendy's Bass Hill,-6.885530973451328,a1210012195160597913,NRhPrDrASVCt0Fa5KzxYZQ,dessert,cafe
Tanomi,Tanomi Japanese Restaurant,1.073333333333333,a12118314921924346472,elRW9hlNTkuN1lVtr44_Eg,"sushi,asian,noodle",japanese
Suhhtan Pizza Bakery - Bass Hill,Suhhtan Bakery,-5.2357748335640375,a2098953545379145206,NL44JW3RtSaeOAPTEszOA,"italian,pizza,family meal",bakery
Riz,Riz Cafe,-3.676666666666667,a16734648675272783222,X-Lzh_CSSdOIYLHongJjBw,"australian,allergy friendly,juice and smoothy",cafe
Suliya Gogiya,Suliya Bistro Lidcombe,-3.956595744680851,a16453674455162444802,nAMR2QmFT9SetvSO6tfdkQ,"chicken,korean,asian",bbq
Cuppa Coffee Café,Cuppa Coffee Cafe,-4.79,a9473911420528753139,zfeEYNGXTfSPup6EOqhLIg,"cafe,ice cream,juice and smoothy",cafe
BK'S Bankstown Kebabs and Burgers,BK’s Bankstown Kebab & Burger,-5.8125884955752225,a9707348788542840948,lqN9y22BQHiFAVhUrBVYxA,"middle eastern,turkish,allergy friendly,dessert,family meal,fast food",takeout
Suhhtan Pizza Bakery Bankstown,Suhhtan bakery,-4.7148934715669935,a4122000941168829205,AxD5cfOqTrSwZJ-xQ2F_4g,"italian,vegan friendly,halal,pizza,family meal",pizza
HPS Adam's Pizza & Kebabs,HPS Adam's Kebab & Pizza,-4.6294514048617685,a10482963489882325727,RCaTn70lRAedes3-O0AQug,"halal,burger,pizza,pastry,family meal",pizza
V Bites,VBites,-0.39,a12174042713097761017,x1NIT6VJQH-iLQOokYu7Ig,"asian,vietnamese",vietnamese
Mam Mam Bankstown,Mam Mam Bankstown Restaurant,-0.615,a14564267748001616444,yc4vBwqoT6yNDMqRtqlCbw,"south east asian,vietnamese",vietnamese
Grind House Cafe & Co,Grind House Café & Co,-4.461451414514145,a4349104515933149679,F9PwMYPHTAWilvPkkCxr_g,"healthy,breakfast and brunch,modern australian",cafe
Bankstown Burgers,Bankstown Burger and Kebabs,-6.121352481398048,a7597152823062456114,geicPtnlT_Gw-Io5F0c95g,"comfort food,lebanese,burger,family meal",burger
Bankstown Burgers,Bankstown Burger and Kebabs,-6.4202339181286545,a7597152823062456114,_pbAqaQiS2GFYHd5M7yltg,"lebanese,burger,family meal",burger
Pure Thai Restaurant and Cafe,Pure Thai Restaurant Berala,-0.64,a11008359775882562434,Xc5XAH13R6qEYYzLLk7qIQ,"thai,south east asian",thai
PALBOK BBQ Korean Restaurant,Palbok BBQ Lidcombe,-2.475,a15144483914617412969,pR9G7zsbQFSB89aZkItGdg,"korean,asian",korean bbq
Firefly Burgers,FireFly Burger,-5.2816853326428,a6370583960904959855,c-8am2JtQl6y-o_J-z6kwQ,"australian,breakfast and brunch,burger",restaurant
Domino's (Greenacre),Domino's Pizza Greenacre,-4.813213868535859,a10329348572081422642,OMq2n-P6S52M05RIPctTQA,"italian,gluten free,pizza,dessert",fast food
LITTLE TRIPOLI,Little Tripoli Lebanese Breakfast Restaurant,-4.586666666666667,a8228126650261484105,ieNQBjcoRjuIPcaSTTPCtQ,"healthy,roll,fast food",lebanese
Chehade El Bahsa and Sons,Chehade El Bahsa & Sons Sweets,-6.213413048219185,a6776501336291224278,9HUZ3DA6WMC7PrjExh4Y6w,"dessert,lebanese,comfort food",middle eastern
Dee's burgers & pizza,Dee’s burgers & pizza,-5.410789895201965,a8885660275182154802,b2_dc0PZRYWD0MseXdJE6Q,"burger,sandwich,salad,american,fast food",burger
The Coffee Club (Bankstown RSL),The Coffee Club Café - Bankstown RSL,-3.65,a13143761891694347397,DLyrD-60XgidAl0iGS296Q,"cafe,modern australian",cafe
Ogong Korean BBQ,OGONG BBQ Lidcombe,-1.425,a3928381966899307422,PUXL-cZgQCeRDCQDEgiC6A,"korean,seafood,japanese bbq,asian fusion,asian,japanese",korean bbq
Sydney Star Kebab & Pizza,Sydney Star Kebab Bankstown,-6.209138817480721,a869627834939902338,63JVjpnJQpaJVdyDBCdItg,"turkish,pizza,family meal,kebab",kebab
The Bakery's King,The Bakery's King Patisserie,-3.36025641025641,a11813747480635784668,k2K6amxlTou3_Gx976uKYA,"italian,cafe,bakery",bakery
Mount Lewis Pizzeria,Mt Lewis Pizzeria,-6.53,a14522503536376772977,mc29CTWxSgqIoZrQYPFvpQ,lebanese,pizza
Urbanista Fast Food Yagoona,Urbanista Cafe & Convenience Yagoona,-3.1228794313774255,a587876789556072469,XW8wnl7HR1itW8tmGIYlHA,"dim sum,coffee and tea,modern australian",
The Pitstop,The Pitstop Foodtruck,-6.356558181959324,a13352846576738691587,wO_7TDWrX6KNj9We8jDHPw,"halal,dessert,mexican,burger",restaurant
Window's Coffee,Window's Cafe Bankstown,-4.728510324483776,a17249395541890891067,BLTv-SLnSi2qEsUrwe7GWw,"cafe,dessert,modern australian",cafe
Wild Bean Cafe (BP Wiley Park),Wild Bean Cafe,-7.6,a10421430764871553459,gZy2ZPo9Uw2I98Go5CX8Nw,convenience,cafe
GS Cafe,GS CAFÉ,-4.20292349726776,a5167159911626263262,XsvTrTH9QO2TGTGuH8pn4Q,"coffee and tea,cafe,juice and smoothy",coffee
Yagoona Tavern Bistro,Yagoona Tavern,-2.2600000000000002,a5632617763190203134,E2X8_6t_Q7u687ls0D1WyQ,"affordable meal,asian,chinese",pub
Able and Cane,Able & Cane Cafe,-4.636666666666667,a8338652857999239648,uLe-uPonT3qrWrObnrrK5A,"healthy,modern australian,juice and smoothy",cafe
Wonderful Noodle Bar,Wonderful noodle bar & restaurant,-0.7933333333333333,a8394015025034075999,XWPk3ikDQLOTLebKQN4NPw,"chinese,asian,noodle",asian
Yellowday Cafe,YELLOW DAY COFFEE ROASTERS,-5.016162933887478,a4741751325703519612,5wPI6sh6X6qb-2NbvWwwkQ,"snack,sandwich,coffee and tea",cafe
Fionix Thai Restaurant,Fionix Thai,-0.41500000000000004,a4516235002784646483,i46aP3zATPmXjEgjtEk5rQ,"asian,thai",thai
Cheso Espress,Cheso Espresso,-5.038510324483776,a14426462999964929016,Ok7JXjMFXjeMdF-c0YlGGA,"cafe,dessert,juice and smoothy",cafe
Arabian Lebanese Bakery,Arabian Lebanese Restaurant/pizzeria,-4.25885175664096,a16401414605877275226,VbTkzcURRoiU410S8G9upA,"pizza,lebanese,bakery",restaurant
Arabian Lebanese Restaurant,Arabian Lebanese Restaurant/pizzeria,-3.3593163357452127,a16401414605877275226,vTaBG2UDQOS0l9t8ybOijw,"halal,arabian,falafel",restaurant
Extra Crispy Chicken (Greenacre),Extra Crispy - Greenacre,-6.5501629961428405,a556806088879187880,f44J6aqLQkeGQJsFYNHPjQ,"chicken,burger,family meal",restaurant
Yennora Hotel Bistro,Yennora Oasis Hotel,-0.5675,a7913117043596905033,kfadB2E7RVSqYXlLQaI0QQ,"asian fusion,asian,vietnamese,noodle",pub
"BK's Auburn Kebabs, Burgers & Chicken",BK’s Auburn Kebabs & Burgers Chickens,-6.866666666666667,a16738793631446753268,zoG6tDQDTtu8eC96SqxH6Q,"turkish,middle eastern,fast food",cafe
Sizzling Fillo Restaurant,Sizzling Fillo Lidcombe,-2.088236057068742,a11440317955273529390,b6BNnThMR-q5d9jqLasc5w,"filipino,comfort food,asian",filipino
Regents Park Coffee Lounge,Regents Park Coffee Lounge Takeaway,-5.88512224710713,a16732557997379855186,LtBQO2FIQVml3aPZSPib3A,"chicken,bbq,burger,family meal",takeout
Crescent Star Kebabs Burgers,Cresent Star Kebabs Burgers Pizza,-6.136900584795323,a4682560642980217939,UnGbCt-sQHqIpdPSlBbm8w,"middle eastern,halal,burger",kebab
Albeik Crispy,Al Beik Crispy,-6.380000000000001,a8537653916972020092,wS0gmwOYR2mtOZkfA76wpw,"middle eastern,fried chicken,lebanese,family meal",fast food
GRILL CENTRAL - BANKSTOWN BRANCH,Grill Central,-2.7600000000000002,a9440195867195486073,bS-hZz6ZTzSS38jHzuw78g,"asian fusion,family meal,steak,bbq",steak house
Mini Melts Icecream,Mini Melts Ice Cream,-6.083413048219184,a5560288136306621246,IiiynG7pXr-IxjdtJ4r3QA,"dessert,comfort food,ice cream",ice cream
Primo Foods (Chullora),Primo Deli Chullora,-4.377652744943525,a13560745844055759704,rlte5hr8Tvu7kAm4IK114Q,"specialty food,butcher shop,bbq",butcher deli
Wholefarms Market Enfield,Whole Farms Market,-4.82,a16754237783687833710,Ie5PHL2BS-KuoBl3U1E4Vg,"convenience,snack,deli",grocery
Wholefarms Market Milperra,Whole Farms Market Milperra,-2.0433333333333334,a2489572807397121468,lKfF2CsBSJ6MDRiHVfifCw,"convenience,deli,bakery",market
Popeye Bakery Pizza,Popeyes bakery,-4.722185089974293,a2462072921129322868,J2N1wlifQLm-jUKh54whhA,"pizza,bakery,fast food",bakery
Asal Sweet (Carramar),Asal Sweet Patisserie Carramar,-3.948100488418202,a17636415070318980165,xrEdBwkwSIiP3E_tTFXLWQ,"pastry,dessert,coffee and tea",dessert
Rogue Cafe,ROGUE café,-5.841159554336502,a1431173571208829220,A7gSbRthWVOVlRv3NIr1zA,"coffee and tea,comfort food,fast food",coffee
Gina's,Gina’s Coffee,-4.91476715508487,a6361292630097766457,i2vi8tokTxqrhOdhL8vIug,"cafe,dessert,coffee and tea",cafe
La Moosh Bakery,LA Moosh Bakery Cafe,-5.711205503222425,a8111019103688869250,EB8FmvlpQF2-ndgsCr0HmQ,"coffee and tea,halal,burger,pizza,lebanese",pizza
Raw Prawn Fresh Fish Market,Raw Prawn Fish Market,-3.6950000000000003,a1022463397153334965,UACxE-IPQEuXsy8wAqsiJA,"allergy friendly,family meal",seafood
Shanglish Lebanese Cuisine,Shanglish Lebanese Breakfast & Brunch,-6.673589743589744,a10420799323902337208,DlrptAXbTFaLIGAnkH1mnA,"italian,lebanese,fast food",restaurant
Elreda Butchery,El Reda Butchery,-6.08744680851064,a11266820018099715882,nXe-knUdRAKUPtNuWGSx8g,"middle eastern,lebanese,chicken,family meal",butcher
Khalil's Lebanese Pizza,Khalil Lebanese Pizza,-4.496802826977351,a6187250661585038016,kA3t-tVBTZqnRF_3GQHGOA,"vegetarian,pizza,lebanese",pizza
Mango Coco Thai Dessert,Mango Coco,-1.55,a16688039670340120204,n9X4mfzCQNO-7qOlJJj4QA,"asian,thai,modern australian",thai
Malabar,Malabar South Indian Restaurant,-1.0,a17364058145369970619,5f-0k0UzSOiSikV0i5DtXw,indian,indian
Lenny Briskets,Lenny Briskets Store,-5.586806688081707,a18381062848080526510,bkYU0o8IWQCz7Ky5ibEa7g,"sandwich,burger,american",restaurant
Phamish,Phamish Vietnamese Restaurant,-0.39,a359828993597182920,LuEUFPSFTdyBQjsUqg-TLA,"asian,vietnamese",vietnamese
Kindness Cafe,Kindness Vegan,-1.722888888888889,a17108972863902410871,AA2CyClhRHC7yYkMSgFQ5A,"thai,allergy friendly,vegan",vegan
Grill'd (Crown St),Grill'd Darlinghurst,-7.023567251461988,a6124428878747954180,g3GATjqcQlmfnKbQ5ih0-w,"healthy,burger,fast food",burger
Mad Mex (Crown St),Mad Mex Fresh Mexican - Crown St.,-5.654285714285715,a13114409267644230441,0qb9hz4rR7ywgJu-5Uvqmg,"healthy,fast food,mexican,vegan friendly",mexican
Mangkon RD (Haymarket),Mangkon Road Chinese-Thai Restaurant Haymarket,-0.8826640876071734,a9081237848794108204,5sev_27bVXa3Sf6QLhqI0g,"noodle,asian fusion,rice dish,asian,thai",thai
Caffe Roma,Caffè Roma,-5.89095182471448,a17140804318363475725,0fNscrztS16KYuiR0rL6rg,"italian,pizza,dessert",italian
Basax Korean Pitt Street,Basax,-3.956595744680851,a12342510161345856452,LvxXtP0ZSAO2Alw64GHEeQ,"chicken,korean,asian",korean
Boon Café Thai,Boon Cafe & Restaurant,-0.8653914664457332,a15681057760006125491,6ydLY9eMSrG1p9vH7DYvig,"gluten free friendly,thai,vegetarian friendly,organicproduct",cafe
Squid Pocha X Chicken V,Squid Pocha × Chicken V,-4.1439574468085105,a2263786392537950218,iQr7a5esTk2Q340lS8E0ZA,"korean,noodle,chicken,asian,fast food",korean
Satang Thai Infinity @ V Bar,Satang Infinity,-0.5766666666666667,a16134347091875156202,ZwyvpBfZRiKWB-4p2o8gZQ,"thai,asian,south east asian",thai
Coronation Hotel,Hotel Coronation,-8.0,a5376608504702076173,iVvI-rs2Wo6s0MQuiSJNJA,alcohol,hotel
Oporto (Kings Cross),Oporto,-6.016383804078074,a11255067226119607458,1N0lzToiRoCiJtwrTOizIw,"chicken,family meal,burger,healthy,dessert,vegan,fast food",chicken
Christo's Five Ways Pizzeria,Christo's Five Way Pizzeria,-5.570769230769231,a4449297192342106869,rFrP_7SMSA22jftNYb6J_A,italian,italian
Nando's (Clarence St 155),Nando's Clarence St,-6.154003066698871,a3025434634522062899,4i9TfujwSP648a_tCQ4Csw,"portuguese,chicken,burger,healthy,family meal,salad",restaurant
Crown Square Convenience Store,Crown square Convenience Store Tobbaconist Irish Uk British American Brazil,-7.57,a8992861864029139202,JVMAtaOYRtylPucN1SsA9w,"everyday essential,convenience","convenience,tobacco"
Hungry Jacks (Kings Cross),Hungry Jack's Burgers Kings Cross,-7.042097797685704,a4152032580539809019,c_U0nvlrTayvCh2gEJGqRQ,"chicken,burger,american,fast food,family meal",fast food
Baba Wu (Dumpling Hut),Baba Wu’s Dumpling Hut,-1.230206279196899,a31545612713797196,SMSNV_vuR_m_DmN9wprprQ,"dumpling house,noodle,chinese",fast food
Thanon Khao San,Thanon Khaosan,-1.9166666666666667,a14549373928903819770,YgP_GZjjSl-KZT45ODoUGw,"asian,thai,family meal",thai
Dumpling & Noodle House (Darlinghust),Dumpling & Noodle House,-2.2249027237354086,a15617359868182581174,jHASUeYRR2yAsGzTB72Upg,"comfort food,asian,chinese",dumpling
Big Daddy's Burger Bar (Kings Cross),Big Daddy's Burger Bar,-5.586806688081707,a8033499831519614560,VB0ppzOKRsG3SLNE5mWPiQ,"sandwich,burger,american",burger
Ogalo Darlinghurst,Ogalo Darlinghurst Oxford street,-6.727675438596492,a8510449712412348047,gmaUdC7PRousxWw4jyfiEA,"portuguese,halal,burger,family meal",fast food
Fermento,Fermento food & wine bar,-5.337344223966113,a2400316603624939598,nK3rLatXS-u3lBc5WqWJ3A,"italian,pizza,comfort food",italian
Pepper Lunch George St,Pepper Lunch,-1.634941634241245,a10163570752560741913,FdLT9_tZQfi0bPKHcUKKXw,"japanese bbq,soul food,asian,comfort food,japanese",restaurant
Macchiato Woodfire Pizza & Coffee Roastery,Macchiato Wood Fire Pizza and Coffee Roasters,-5.393662250346056,a7197904193292043948,shPjCDKBS8yniR6O24Xyng,"italian,pizza",italian
Iconic Kebabs,ICONIC KEBABS AND RESTAURANT,-7.08276499032882,a14048922848554799725,DC8-d6ezWHe7CNutg11LcQ,"chicken,mediterranean,fish and chip,kebab",restaurant
iPhở,iPHO,-0.7604871032348924,a17579389702852425434,KnZqtb4xTbuMVzBU5vS8AQ,"pho,vietnamese",pho
Crystal Mart Waterloo,CrystalMart Waterloo,-7.57,a3774740695887287713,N_PXVMBkROm7EwOZ9jg7jQ,"everyday essential,convenience,personal care","grocery,supermarket"
Johnny Gio's Big Italian Sandwiches (Waterloo),Johnny Gio's Waterloo,-3.566829180209462,a2512810574641897026,N7uijH7KW96uL1-Gr7OFtw,"italian,modern australian,sandwich",pizza
Johnny Gio's Pizza (Waterloo),Johnny Gio's Waterloo,-3.6910390587617674,a2512810574641897026,bvEXMzCPRKy2FG7ft9vbgg,"italian,gluten free friendly,pasta,pizza,comfort food,vegan friendly",pizza
Spice Hub Indian & Pakistani Restaurant,SpiceHub,-2.279166666666667,a13076554148928920567,Scv5iEi8Rq2IDiVK-hfaQA,"indian,halal,pakistani,indian curry",indian
Spice Hut ( Surry Hills),SpiceHub,-1.5216666666666667,a13076554148928920567,WmyjdOHXXnGVSxKz-dIsZw,"indian,biryani,asian,indian curry",indian
Ankara Restaurant,ANKARA FAMILY RESTAURANT,-6.062220100730779,a16703198763124637577,u_1t4NX-QS-4YMkSN3t4kQ,"middle eastern,vegetarian,fried chicken,drink,turkish,mediterranean,halal,burger,pizza,snack,dessert,kebab",turkish
Hot Star Large Fried Chicken (Liverpool St),Hot Star Large Fried Chicken,-4.096595744680851,a15760668692281843864,meNJ9OAjRHK4pgwccakEdQ,"chicken,asian,family meal",taiwanese
Oh My Pho!,Oh My Pho Pitt !,-0.39,a17305607624209915406,g9BdGnePSe6wx2h880SzEQ,"asian,vietnamese",vietnamese
Stacked (Sydney),Stacked Hunter Street,-3.8677492405412868,a15865964358852424903,YfYhHzH7S-KasjTSFL-UWA,"salad,sandwich,fast food",sandwich
Manjits @ The Wharf,Manjits Wharf,-1.0,a118413374835969791,LDP7Kh0VQPyX0_4zMEQBog,indian,indian
Little Hunan (Asian Flavour Haymarket),Little Hunan,-1.735,a6824095786585886388,M0gdZh4dRcacUFqbZBYiyQ,"allergy friendly,chinese",hunan
Sindbad Kebab,Sindbad's Kebab & Pizza,-6.7,a15175918958627922329,AeEaCTipSDOSnvKbWnPZAg,turkish,kebab
White + Wong's - Martin Place,White + Wong's Sydney,-0.6699999999999999,a13961885369688311109,yscjhQt7UJWs8AqQ-anCag,"asian fusion,asian,chinese",asian fusion
Ed Ae' Unique Thai cafe & Restaurant 1982,Ed Ae' Unique Thai cafe 1982,-1.9000000000000001,a7214267655602811192,sDV25cteRZifQwk_6sBpYg,"asian,thai,seafood",thai
Manny's Pizza Diner,Manny's Diner Phillys & Pizza,-6.7623930391030145,a4717857634449860418,huwsmAGyQ8e09A8RA2jT9Q,"burger,pizza,comfort food,american,fast food",takeout
Eastbank,Eastbank Cafe.bar.pizzeria,-5.122419008102948,a14487986750836431712,fZJULgshUra2elxClZj1QQ,"pasta,pizza,burger",modern australian
Chicken V (Sussex Street),Chicken V Sydney,-4.116595744680851,a9207612757506357320,ToC5XUlGQ8OFhtAV7fLF1g,"chicken,korean,noodle",korean
Bengong Metro Town Hall,Bengong Metro,-6.021267137099546,a12745551011546393845,bNnd_DlyQseqx32yioLXvw,"dessert,cake,bubble tea",bubble tea
Guylian Belgian Chocolate Cafe,Guylian Belgian Chocolate Café,-3.648510324483776,a8339268205274749201,1VzNmfyLQPGBcAG10mfAfw,"cafe,dessert,pastry",chocolate cafe
Chat Thai (Thaitown),Chat Thai,-0.8653914664457332,a8053669082264319810,LW7hRtIuSV2_c1ezTLOcmA,"gluten free friendly,thai,vegetarian friendly,organicproduct",thai
Chat Thai (Sydney),Chat Thai (Sydney),-0.8653914664457332,a8053669082264319810,9a-mIC6xRlqZrUKoDFtlrQ,"gluten free friendly,thai,vegetarian friendly,organicproduct",thai
Buddy's Convenience Store (Darlinghurst),B Convenience Store,-7.57,a5080175970901225973,sHfu8JUhSnS5q7EZIZSvkQ,"everyday essential,convenience",convenience
Domino's (Bondi Junction),Domino's Pizza Bondi Junction,-4.813213868535859,a9677605876146687854,DAPjgXXJTDKc3tYeu2jOmQ,"italian,gluten free,pizza,dessert",fast food
Dundee Arm Bar,Dundee ARMS,-2.0399295774647888,a5623982662636947208,GWW16JzfTg-L0DMdoicOcw,"asian fusion,sandwich,allergy friendly,modern australian",bar
Quick and Ezy Mart (Chippendale),Quick & Easy Convenience Store,-7.57,a11727370449904347936,zTvxL1T0RniDAJtL9e6iyQ,"everyday essential,convenience",convenience
Newtown Express,Newtown Express Grocery,-7.57,a4678024202814435073,NCqx7qMbTbqv0Xpq4ucjEQ,"everyday essential,convenience",convenience
Silk Cafe (Asian Menu),Silk Cafe & Restaurant,-2.901451414514145,a17042428997590404086,Ni6-_5cbWL6kv6kycARYow,"cafe,breakfast and brunch,chinese",cafe
Blue 36,Blue 36 Cafe,-5.483295072331255,a9300780804254118678,VQfrfvrDRTa2qYhE2AEdPQ,"healthy,dessert,breakfast and brunch",cafe
Vizio Caffe e Cucina,Vizio Caffé e Cucina,-4.020384615384615,a13444426424868243837,cd3hjaSgQYCo787lT4XX9g,"italian,allergy friendly",italian
J Wong's Dumpling Bar,Johnny Wong's Dumpling Bar,-0.505,a12645080631827053690,3ZQXlahESZCpN0-SYaCfoQ,"asian fusion,asian",dumpling
Sandoitchi,Sandoitchi Cafe,-4.419687471582887,a10055537702211710982,z-jy4-P9S1S9i5U0hsI0KA,"australian,comfort food,breakfast and brunch",cafe
Bo Larn Thai Kitchen,Bo Larn,-1.87,a9892283422991014343,XFhBIXicTwqmEc3tsnGUHw,"thai,south east asian,soul food",thai
Lobster Tail Seafoods Bondi,Lobster Tail Seafood,-5.33709090909091,a10492644090692131382,jGbOC_brTVe89wFNKQ53OQ,"fish and chip,family meal,modern australian",seafood
Four Frogs Creperie (Circular Quay),Four Frogs Crêperie - Circular Quay,-3.9130208049162203,a13642211936408659908,gpysiB4YQSuwjyeT1wmR2Q,"french,comfort food,breakfast and brunch",french
IGA Lloyds (Newtown),Lloyd's IGA Newtown,-7.6,a5297788848797267774,wYeYe7EjRjykvzttkulzUQ,convenience,grocery
Smokestak Burgers,Smokestak Burgers 2,-5.586806688081707,a12854372053289713269,zjQewlkgRKiwc_WT1jBerQ,"sandwich,burger,american",burger
Corner Mart,Corner mart Ezymart,-7.57,a6741532799572323238,bhWO6GPLQaWevtbboEKW0A,"everyday essential,convenience",convenience
SAVOEY,SAVOEY Restaurant and Bar,-0.5866666666666668,a5750244079381148299,rGqDrl6lWXSQxuigNoM7tg,"asian,thai,noodle",thai
East Ocean,禧市 East Ocean Seafood Restaurant,-2.64,a15327926749804466464,yc66mYQ6RRKFnpX8rVEtGA,"seafood,rice bowl,modern australian",chinese
The Forresters,Forrester's,-5.6157523414362815,a3608421207646838284,qlFHQ2BuS6OPfPk7yC88tQ,"pizza,burger,modern australian",pub
City Mart (22 Market St),City Mart Store,-7.57,a11104488790964003725,a2h3AeBHSGW-6Xu10fY0pQ,"everyday essential,convenience",convenience
BenGong's Tea Darling Square,Bengong Black,-4.691382743362832,a8985649509843142234,OlIwJUg0RCOXhmyoqB-ysQ,"dessert,frozen food,pastry,juice and smoothy",bubble tea
BenGong's Tea Darling Square,Bengong Black,-4.691382743362832,a8985649509843142234,OlIwJUg0RCOXhmyoqB-ysQ,"dessert,frozen food,pastry,juice and smoothy",bubble tea
Braza Churrascaria Darling Harbour,Braza Churrascaria,-5.52,a3158179101128304860,oonCjMGlRYGYkbs2CZLqKw,"american,family meal,brazilian",brazilian
Aurora Hotel,Aurora Rooftop Hotel,-5.629823304401312,a16869492220710255297,lbnRoEw2XXy5WlUCphYeSw,"alcohol,wine,drink",pub
Kings wharf super market,Kings Wharf Supermarket,-7.57,a15984808310244624861,xi6Wve8vQp26wFW8P8-7IQ,"everyday essential,convenience",supermarket
Metro (Surry Hills),Woolworths Metro Surry Hills,-6.8525,a15061832386236827863,riihWqr2VYaL8-18vjNJNw,"healthy,convenience,everyday essential,grocery",supermarket
Danjee,Danjee Korean Restaurant,-1.185,a4521755177174711844,gMM6qOqyQOuNAW_DPHrKPA,"asian fusion,korean,asian,rice bowl",korean bbq
DEN Sushi Rose Bay,Den Sushi Dining Rose Bay,3.215,a4983056808015322531,JA65biunTlKTV2rFu0AvPw,"sushi,japanese",japanese
Ichibanboshi,Ichi-Ban Boshi,0.6900000000000001,a11748150033719039606,UhKyjaUHRK2e1tUIc_SDTA,"asian,japanese",japanese
Bill and Toni's Italian,Bill & Toni Italian Upstairs,-4.513589743589743,a12903765600638072927,6cR0OTDtRw-yFvMLOmO-Zw,"italian,european,korean",italian
Sourdough Panini Bakery Cafe,Sourdough Panini Bakery & Cafe,-2.0499061032863852,a10931789200562542547,8wesWxqQS66HGvaIfVlVwA,"australian,sandwich,bakery",cafe
Ichiban Boshi (Sydney City),Ichi-ban Boshi,1.9933333333333332,a6638916488230555792,7gRUyHSERoCp966JCXpJ6w,"sushi,asian,japanese",japanese
Una's Restaurant,Una's,-2.223333333333333,a1172741873207532129,woQ-d_0qQgW_RPywnBOGzg,"german,swedish,austrian",austrian
Room 10,Room Ten,-3.65,a12118546622349702559,Uwh51fs3SfiCUZo0BX1UIA,"cafe,modern australian",cafe
Madame Nhu Darlinghurst,Madame Nhu Crown,-0.56,a9419529639736538705,wvFeSnfQSDqJ6nIZkbkhDQ,"asian,south east asian,vietnamese",vietnamese
Spicy Joint (CBD),Spicy Joint Chinatown,-2.935,a15587445082297420162,egrPHH8JSBqEwg2kLkKg_w,"seafood,chinese",restaurant
Dumplings and Beer,Dumplings & Beer Stanley Street,-1.1268288799732313,a12402943402388794305,U3Y-6QwwTZKswgDcEO8R1A,"dim sum,asian,dumpling house",asian
Bei Amici,Bei Amici Modern Italian Restaurant,-3.836923076923077,a15805920945553669315,uZYRIJl3Sw6fVIbUjI77bQ,"italian,european,allergy friendly",italian
DOC Pizza & Mozzarella Bar Surry Hills,DOC Pizza - Surry Hills,-4.47727697718163,a10851220188888814068,VpFcs_XyQw2TzEzQ6vXxKA,"italian,pasta,pizza,dessert,salad",restaurant
The Muglan Express,The Muglan Express Nepalese & Indian Flavours,-0.78,a11437107096321546318,6kzOjivtTEqfKrVRg9Hiow,"indian,asian fusion",nepalese
Glider Coffee,Glider Cafe,-3.8521771217712173,a3416768208539868720,JDhIKbSRQcqvwE0kphlE0w,"cafe,breakfast and brunch",cafe
The Rocks Teppanyaki by Kobe Jones,The Rocks Teppanyaki,-0.8133333333333331,a735008616125425256,czv7aCKBTBShwaFdzNOyEQ,"asian,japanese,modern australian",teppanyaki
Juniper Cafe & Bar,Juniper Paddington,-4.4962639994821,a1347732314470280910,sGL8zt7YST6aotEWYOnq2g,"allergy friendly,cafe,breakfast and brunch,burger",cafe
Monster Sushi Bar,Monster Sushi & Bar,0.8566666666666666,a12575549009005599504,3F8uO8WrSzyCb2cOqy8LOg,"japanese,japanese set item,noodle",sushi
Twenty One Espresso (21 Espresso),Twenty-One Espresso,-3.8471771217712174,a4560147639086572097,iV9chcMYV365c-5M69sEXA,"european,breakfast and brunch",european
Silom Thai Food,Silom Thai,-0.6148356807511738,a2728472404592175437,QXEvq0u8Sw-TSTPVovU5Bg,"thai,noodle,vegetarian friendly",thai
Laneway dumplings and Momo Townhall,Laneway Dumplings & Momo,-2.2368729458635657,a3433923409549839555,I69lyPRqXKiifj0TgtefdA,"korean,asian,dumpling house",dumpling
Camy's Chargrill Chicken Surry Hills,Camy’s Chargrill Chicken,-5.570358217547767,a7845567569020802505,jhMQ8wLPS-WSSPmPEOejlw,"exclusive to eats,bbq,burger,modern australian,american",restaurant
Field To Fork (Bondi),Field to Fork Butcher,-3.1675,a2064391842353756565,m54lBcgvV1yRExsqWDyirw,"specialty food,cafe,deli,grocery",butcher
Truffles Cafe,Truffles,-3.3042810150682898,a5568413467234468666,PoM4VtBaXgiwyZbALGVOlA,"breakfast and brunch,coffee and tea,sandwich",coffee
Sparrow's Mill Express,Sparrow's Mill Express (Sussex St.),-2.475,a5793025748698360464,2VzLdqhzQ7WN8hyDiC15GA,"korean,asian",korean
Happy Chef - Sussex Centre,Happy Chef Noodle Restaurant,-1.0,a1539240703611890522,w8AV9fedTpmBMwSncy2cAg,chinese,takeout
Golden Tower (Market City),Golden Tower,-1.125,a10124217711853824916,lSx-dYj4SI6Iy2qciEG0cA,"asian,malaysian,noodle,chinese",chinese
85 Degrees Bakery Cafe (Haymarket),85 Degrees Cafe,-1.6966666666666665,a15683040568332079960,jiKGfd7XQ0W2uxY_8XZwVA,"cafe,bakery,pastry",bakery
