uber_Name,google_Name,average_health_score,google_cid,uber_id,uber_categories,google_Category
The Zungle,The Zungle Korean Marinade BBQ,-1.9933301095089668,a9574959263314247457,xaaeWEc7RkWaJugl8ostdA,"korean,rice dish,asian,noodle","bbq,restaurant"
Gelatissimo (Rydalmere),Gelatissimo Franchise Support Office,-6.425176991150441,a12278325134249010693,PYNJD5DhRu-ZqmCdxUsBnQ,"ice cream and frozen yoghurt,dessert,family meal",ice cream
Pizzalawrap,Pizza La Wrap,-4.67425268822582,a4793166085686439529,n25oD-4tSTWmWh4nODqZLQ,"turkish,pasta,bbq,pizza,comfort food",pizza
Danny's Cafe,Danny’s Cafe Silverwater,-3.841451414514145,a2062201482860431893,jNRtYWK5TSCOQjkJ9thvJA,"cafe,breakfast and brunch,modern australian",cafe
Badmanner Thymes,Badmanner,-5.561569390402075,a9159372772041696158,hDaoBMSVjGLzkTwi3hsOA,"modern australian,comfort food,american",cafe
Big Tree House (Rydalmere),Big Tree House Cafe,-4.213333333333334,a16297160515844981632,krF_qx85Ra-_Z4wmTGomMA,"healthy,cafe,modern australian",cafe
Oliver Brown (WSU Parramatta),Oliver Brown Cafe WSU Parramatta,-6.058744242612431,a15461860561522150551,jLWCUBKCTX2SoJlGFplGog,"cafe,dessert,burger",cafe
Copper Handi,Copper Handi Parramata,-4.60632955187347,a9377623397407932989,TdJy0ttrR7SLc5K0eFVN6A,"chicken,halal,dessert,paratha",indian
The Shed Cafe Parramatta,The Shed Cafe & Catering Parramatta,-4.151451414514145,a14808361214218103987,65kxyjMBQ3SW-LodjU66bA,"cafe,breakfast and brunch,juice and smoothy",cafe
The Cakeman,The Cake Man,-4.004600470432879,a7516901411042295750,thNOQvjGVMCTU2rGIAr4ng,"dessert,cake,pastry",bakery
Hong Kong Kitchen Wolli Creek,Hong Kong Cafe Wolli Creek,-2.2615693904020753,a15846423344394909386,eJr1esWLRAmlL4JVrFlrqQ,"asian fusion,comfort food,chinese",hong kong style fast food
Mom's Chicken (Wolli Creek),Mom’s Chicken,-2.475,a6370122957218758074,DOX3glznQI-WtnIUO0rPKA,"korean,asian",lunch
Espresso Haus,Espresso Haus Co.,-4.561451414514146,a17266322368796308577,0GYbTUjYRjupc1f6IQVstQ,"middle eastern,cafe,breakfast and brunch",cafe
Viet Delish (100%25 Halal),Viet Delish,-1.5316316068062048,a4224958036104845265,WPC0Gep8RvCtnfWZ6DZnYA,"noodle,roll,halal,beef noodle,asian,vietnamese,pho,salad",restaurant
Two Peck Crispy Chicken (Wolli Creek),Two Peck,-3.684893617021277,a9481129917368637439,it1Hmmy2WJ-1U_kwT2J2rg,"chicken,asian,taiwanese fried chicken",fried chicken takeout
Discovery Pizza Kebab Cafe,Discovery kebab and pizza,-5.561862951950214,a5276622039793343747,W1qtvC0oQoi6a218KOg4uQ,"vegetarian,italian,pizza,fast food,family meal,kebab",kebab
Mama's Cafe Patisserie,Mama's Café Patisserie,-5.94141038871689,a9866942923352748530,47GlkqdrWL-8r2ZLIZE4Fg,"salad,burger,american",cafe
Bbake Aaway,Bake away,-3.12327763496144,a14927832124247539933,MTvIy-gNSrmKiXtbQOE_9g,"pizza,bakery",bakery
Dark Matter,Dark Matter Cafe,-4.788588560885609,a5918866263349805989,t0TJHkBaS0axWio1ozNNEA,"australian,cafe,breakfast and brunch,american",coffee
Elzein,Elzein Bakery Arncliffe,-5.156831125173028,a7379292744835057163,orUkXX_iRyaEtKgRKe6ccQ,"drink,italian,pizza,american",pizza takeout
Marilyna's Famous Pizza [Cremorne],Marilyna's Famous Cremorne,-5.2357748335640375,a15007151331470656213,7tpjWmriQVGgeNQZKdD8mA,"italian,pizza,family meal",pizza
Liquorland (Neutral Bay),Liquorland Neutral Bay Big Bear,-8.0,a9391331299568887831,NviYZ4ORXBCfISHda1myXA,alcohol,liquor
Guzman y Gomez (North Point),Guzman y Gomez - Northpoint,-4.424985652124221,a11991081467094926438,XDNatS58TweFzhA1AauN0Q,"breakfast and brunch,taco,burrito,healthy,dessert,family meal,mexican,fast food",mexican
Zeus Street Greek (Northpoint),Zeus Street Greek North Point,-5.177428571428571,a7891152953710000624,lKDCsmn7T_CZC55JVudLVw,"greek,vegan friendly,seafood,mediterranean,family meal",greek
The Colonial Neutral Bay,The Colonial British Indian Cuisine Neutral Bay,-2.96,a17021334942685579931,1VM3sQMLT7OIq3LULzLy2w,"indian,family meal",indian
Kazzi Beach Greek,Kazzi Beach Greek Balmoral,-6.751700925181014,a17826303836344162688,BLwhaKQNTGe-2jHyYLUdqA,"mediterranean,greek,fish and chip,dessert",restaurant
Radio Cairo,Radio Cairo Restaurant,-2.75,a4048837166911576423,BsZC0c79S3uPGf6e-AzVoQ,"indian,bbq,african,mexican","bar,grill"
Thar Indian,Thar Indian Restaurant,-1.1033333333333335,a13402268770056551720,3cgv_vKlSz-DF-WfTGMQSg,"indian,indian curry",indian
Ma Kiin,Ma Kiin Restaurant,-0.64,a14120734558797452360,9G0KnTUfRP6xg6oKJIlCYg,"thai,south east asian",thai
Peter Pan's Italian Restaurant Pizzeria,Peter Pan's Italian Restaurant,-5.15885175664096,a7872371620935057404,8rFhKImAT32ja6ajXnYCbA,"pasta,pizza,fast food",italian
Basil Nut,Basil Nut Asian Kitchen,-1.1025,a11939924283217669931,pkg46LutQoGhTWJok_amXQ,"asian fusion,asian,allergy friendly,noodle",asian
Thai SomChue Kitchen,Thai Som Chue Kitchen,-0.5866666666666668,a11018052649349437077,V0ZF2VRVWUe0nsktwXBNBw,"asian,thai,noodle",thai
K-Town Korean BBQ Neutral Bay,K - Town Korean BBQ House,-2.9466666666666668,a270882703625474341,k3qsPJyUQKKF8XV4cntVBA,"bbq,korean,asian",korean
Rengaya Japanese Restaurant,Rengaya,-1.0233613445378151,a3612378507844347650,H8HmuSyYQHmIn0voO68D2Q,"seafood,sushi,asian fusion,asian,japanese,healthy,salad",yakiniku
Agha Grill,Agha Grill & kebab,-5.42,a12951308814759912729,RuBvJAb6RlSqF8yvoUurow,"turkish,middle eastern,lebanese,allergy friendly",kebab
Limelight Restaurant,Limelight Cafe & Restaurant,-2.697843137254902,a14289129284841886247,wqlCj-jfTQSbcEsmprnElg,"healthy,thai,salad",restaurant
Fourth Village,Fourth Village Providore,-6.235774833564037,a11649578004662275990,ypGm52afQMGL1HFDOZ0B7w,"italian,pizza,fast food",restaurant
Blues Point Gourmet Pizza,Blues Point Gourmet Pizzas,-2.246941757911753,a9401050381415995765,teZnyw0eTpWZNE65Nv-5iw,"gluten free friendly,vegetarian friendly,pasta,pizza,allergy friendly,salad",pizza
Bottom of the Harbour,Bottom of the Harbour Seafoods,-5.500233918128655,a1142623613491015503,aBJiGTz3TF-SK4NFCAgCEw,"seafood,burger,modern australian","fish,chips"
Maisys24,Maisys,-5.733823661718399,a6260405795437501365,Srfm3ggaQM6CojL8oFpZJQ,"italian,burger,modern australian",cafe
Borruso's Pizza and Pasta,Borruso's Crows Nest,-5.393662250346056,a632704041126727590,_eDqzrW-TPWqWi7NYe9yuA,"italian,pizza",italian
Grace of India - Winter Menu,Grace of India Restaurant Sydney,-0.725,a5378856570370915111,LSQ51MmRT2eerfZapu79Jw,"indian,asian",indian
Spit Roast Shop Milsons Point,Spit Roast Shop Kirribilli,-4.678236057068742,a17301458376746746984,DkcQtgfZSGOmlssizpb7_w,"comfort food,bbq,family meal",bbq
Plan B (Crows Nest),Plan B Burgers & Booze,-6.044887850794295,a3221799549241995453,z18MkgFEQA6NPelriaiaSw,"chicken,comfort food,breakfast and brunch,burger",restaurant
Chicos Mexican,Chico's Mexican Bar and Grill,-4.576666666666667,a7358872291170752858,_t_feIHxW3GfitZa4adF-A,"latin american,new mexican,mexican",restaurant
Taruhachi Express,Taruhachi Bento,1.9933333333333332,a4761014426698868308,TIm_4iB5SSiFv2SK1iou4A,"sushi,asian,japanese",japanese
Billi's Cafe McMahons Point,Billi's,-3.3014514145141454,a14137673165893954825,vkwgUuhTUvSI9Ncbm0DbNQ,"cafe,breakfast and brunch,drink","cafe,bistro"
Dhakshin South Indian Restaurant,Dhakshin Authentic South Indian Cuisine,-3.112354085603113,a9721072220694283852,3GBvoRrVQxCbeCdwtM5Ytg,"indian,comfort food",indian
Piccante Pizzeria,Piccante pizza,-5.393662250346056,a8154170813517120566,jW6caZlcQ6OLr1VTODO8Cw,"italian,pizza",pizza
Song Nhi,Song Nhi Vietnamese Restaurant,-2.452451361867704,a4152563710818893051,mIcJWixkQWOdsNgh_EuALw,"comfort food,asian,south east asian,allergy friendly,vietnamese,healthy",vietnamese
Four Frogs Creperie (Mosman),Four Frogs Crêperie - Mosman,-4.023882743362832,a9197648319396161370,AU3IBJG8QYapDystYDT2-A,"healthy,french,gluten free,dessert",french
Batch Burgers,Batch Burgers & Espresso,-6.398852481398048,a10405612030211061328,UHDsLU9dQbChbAuISJ0mVQ,"comfort food,family meal,burger,american",burger
El ClÃ¢ssico taco,El Classico Taco,-5.793623851312194,a6483294669817802454,n6Z_k-IuSZOIvDAWSZC6nA,"chicken,comfort food,mexican,family meal",mexican
Ezzelinos,Ezzelinos Italian Restaurant,-5.393662250346056,a930983812524719992,0elfiatGTlCjCGF7kKkOYw,"italian,pizza",italian
Mario Brothers Pizza and Pasta,Mario Brothers,-5.570769230769231,a313574935457504594,9zKxXOo3QNyPGWMS7Ar9Qw,italian,italian
LUHO,Luho Restaurant,-2.1515693904020754,a15185430505812092413,HNKq1TT5QCiaclBt9eKFMw,"comfort food,south east asian,vietnamese",pan asian
Lola Cocina,Lola Cocina Spanish Restaurant Crows Nest,-3.63,a17490957865722277461,_Sk8JbKmQ1-PJBtMJa6inw,"european,spanish",spanish
Zucchero's CafÃ©,Zucchero's Cafe | same day cake delivery Sydney | wedding cake | Cupcake | birthday cake Sydney,-4.014784747847479,a14837009540679350500,ENOTEBKbQGuM1PzSXM7vNw,"breakfast and brunch,diner,modern australian",bakery
Tarboosh Lebanese Restaurant,Tarboosh Lebanese Kitchen Crows Nest,-5.81,a3333363494401459804,RCOWkGYnRZ-uDewc-mhVMw,"middle eastern,lebanese,family meal",lebanese
Eat Fuh North Sydney,EAT HUF,-1.359047619047619,a4482499679888396087,rwo8oGheXe-Rj9j2b6HKiw,"roll,vegan friendly,vietnamese",vietnamese
Marietta Cakes & Sweets,Marietta Brazilian Cakes and Sweets,-5.442765486725664,a10115814952227816278,aykEEawsSkugPm8ekX6vow,"dessert,brazilian",cake
Arashisuishicanter,Arashi Sushi Counter,-0.7875367641132569,a14391454616032783162,4Egs_ED5TtOoU8dfos4vSg,"japanese style curry,coffee and tea,noodle,roll,sushi,asian,japanese,dessert,salad",japanese
Street Market Asian Tapas Crows Nest,Street Market Asian Tapas & Live Music,-0.45,a12717559520680043746,C5tt3B9gSQuz_DyicICujA,asian,asian fusion
Vito Gelato & Caffe,ViTo Gelato & Cafe,-6.64210006807352,a6604852354472533598,s2LIAT7XTbaxx2v8PAiZeA,"ice cream and frozen yoghurt,italian,dessert",ice cream
Wild Bean Cafe (BP Mosman Ourimbah Rd),Wild Bean Cafe,-7.6,a2592650048201135292,eF_ZHjj_UA6yt1I35I2qqA,convenience,cafe
Jakarta,Jakarta Cafe and Restaurant,-1.1166666666666667,a15218076506146162813,ZW3ldbnZUyGBVk75C10lCA,"indonesian,asian,south east asian",indonesian
Salt & Jam Cafe,SALT & JAM,-3.24,a6877743362733283581,NNOnqGyFRJyI6w_pNpqIsg,"healthy,asian fusion,modern australian",cafe
Thelma and Louise cafe,Thelma & Louise,-4.309687471582887,a2428537219842484064,F5mjMwUTSvmfj5c4uv87yw,"cafe,breakfast and brunch,comfort food",cafe
Charlie & Franks NORTH SYDNEY,Charlie + Franks North Sydney,-5.2987639994821,a7205489269935762005,SR0Fy4QHRwSvGFQuZIOfsg,"healthy,breakfast and brunch,burger,modern australian",cafe
Le 76 pÃ¢tisserie & bakery,Le 76 patisserie,-4.046628405664587,a698534542709887443,Rfdz5tc5UyqmDx_mqX9F0w,"dessert,breakfast and brunch,bakery",patisserie
Mediterranean Paradise Corner,Mediterranean Paradise,-5.691451414514145,a16965199561812153020,6Tl01-QwQe-ITgvLbM9mgQ,"mediterranean,greek,breakfast and brunch",greek
Cafe Lost and Found,"Cafe Lost and Found - North Sydney Cafe, Coffee Nearby",-4.174902723735409,a2229064314385451796,pbvA8kTnXtWp4w1S9pDNJw,"cafe,comfort food,modern australian",cafe
Cafe Perfetto,Cafe Perfetto Nth Sydney,-3.146568609040974,a8565721583981157478,uP05k-KSsSwgkY-8qJ4bQ,"coffee and tea,pasta,sandwich,breakfast and brunch,cafe",cafe
AT the Coffee Shop,AT the Coffee Shop X Sou Ramen Lab,-2.257708245115238,a17892356196191488109,AQd8ZAcoTBaHtBR20xkgwg,"breakfast and brunch,japanese,coffee and tea",ramen
Niche Mosman,Niche Mosman Cafe & Asian Tapas,-4.022177121771217,a4413336419529107172,lcf9JwnPXtSf-YnbfdpjHg,"breakfast and brunch,modern australian",restaurant
Not Bread Alone,Not Bread Alone Restaurant & Cafe,-3.8521771217712173,a8510327751470641371,zcvglPvfSt2e4s6Zneou0Q,"cafe,breakfast and brunch",cafe
Siborg,SIBORG Cafe,-3.3592945517690467,a2021030090994804050,KsWz8xeGT8ir_oqDbb2pAQ,"cafe,breakfast and brunch,salad",cafe
Bacino Bar Mosman,Bacino espresso bar,-4.151451414514145,a2866071151875246503,awbkUhKlRWm9BRjV4YJg2Q,"cafe,breakfast and brunch,juice and smoothy",cafe
Anna,Anna Cafe North Sydney,-6.3237639994821,a15425658043037239793,uBc2eZSLWhe5VdDYs6hV4g,"healthy,breakfast and brunch,burger,fast food",cafe
28skaffe,28's Kaffe,-3.841451414514145,a9798985923336656643,IqIs_wvvUw-cZtHkpv5vdA,"cafe,breakfast and brunch,modern australian",cafe
Whah Whah Cafe,Whah Whah Coffee,-4.763239436619718,a7772569120191275038,Du1tKsAJS7CW63knmHXmwQ,"healthy,sandwich,american",coffee
Fresh Crows Nest,Fresh Crows Nest Cafe,-4.348118081180812,a8233910677701289357,juOl4-7wQOuOF6PsSTcVdw,"healthy,cafe,breakfast and brunch",cafe
Bare Grill,Bare Grill and Cafe,-6.89180330853073,a2306925348334577220,RYGuoKo3Qda19IJ1QyjRtg,"comfort food,burger,american",cafe
Sushi Revolution on Beaumont,Sushi Revolution Hamilton,0.5199999999999999,a12460609684898423055,E0dFv4XIQQyGxQdkAlfVHg,"sushi,japanese,seafood",sushi
The Smelly Cheesecake Charlestown,The Smelly Cheese Cake Charlestown,-6.061075366313652,a6021231190580324776,hD0HzjDgRwCssUQZ8-ZN7w,"healthy,dessert,coffee and tea,american",cake
Zeus Street Greek (Kotara),Zeus Street Greek Westfield Kotara,-4.541785714285714,a3134400234415442912,pakalZMtTFSnfUaSkhkRRQ,"family meal,greek,vegan friendly,street food",greek
Top Thai,Top Thai Restaurant,-0.41500000000000004,a9671835086371528933,6s0KDCwOSQaEQfoA4C234g,"asian,thai",thai
Kings XI,Kings XI Indian Restaurant,-2.18,a3241476368512815565,MvbL02MATuOSO5HbavMAOw,"indian,north indian,family meal",indian
Vistana Malaysian Restaurant,Vistana Malaysia Restaurant,-1.2850000000000001,a11322110178296631701,eHrFKe5MRLmCCsHx-JgDeg,"asian,malaysian",malaysian
Lime Gourmet Pizza Pasta Bar,Lime Gourmet Pizza and Pasta,-4.892441500230704,a6503016472723615215,b2OWvsZ7QFqDVQ4d_3GOpw,"italian,pizza,bbq",italian
Shams Afghan Kebab,Shams Afghan Kebab House,-5.889929078014184,a9396164261362830677,qNrVmG_oRbSEXq826mruIA,"afghan,middle eastern,chicken","restaurant,afghan"
Domino's (Charlestown),Domino's Pizza Charlestown,-4.813213868535859,a3171257139763599896,82OWYPe3Stqte8D6YYXD2Q,"italian,gluten free,pizza,dessert",fast food
Vinnys Takeaway Georgetown,Vinny’s Takeaway Georgetown,-6.68709090909091,a7770880322466332865,9vimn9nvTAmNF4PTMtOOeA,"fish and chip,seafood,fast food","chips takeout,fish"
Coastal Curries (Cardiff),Coastal Curries Indian Take Away,-2.3227358181838698,a16047992864395336563,wimccz1T0O2MDR8aidyzw,"indian,vegetarian,breakfast and brunch",indian
Oasis Fried Chicken,Oasis Turkish Pide,-5.919098228846664,a2529739044649386757,fDcCRCP2RBW2QsWTdDWbMQ,"chicken,fast food,fish and chip,family meal,mexican,salad",takeout
Raj's Corner (Charlestown),Raj's Corner Drive Thru,-1.1033333333333335,a548274640508872111,f4IEDDhNUlyYRHLZ1cK7zw,"indian,indian curry",indian takeout
Charlie's chicken,Charlie's Chicken & Lebanese Cuisine,-4.3745690446391325,a4339613077492189085,xI9qIgifQmmugUhf-cP8JQ,"middle eastern,chicken,family meal,gluten free,lebanese,vegan,salad",lebanese
Kings Valley Egyptian Cuisine,Kings Valley Egyptian Cuisine Newcastle,-3.734902723735409,a14085306544944587439,HEiOc-neV1KMowkelY1zgQ,"middle eastern,comfort food,egyptian","egyptian,restaurant"
Cold Rock Ice Creamery Hamilton,Cold Rock Ice Creamery Newcastle,-7.177765486725663,a15577797472457415212,2gzWdGsrSHmtuWF4zkSHuw,"ice cream and frozen yoghurt,dessert",ice cream
Lena's Kebabs and Burgers,Lena's Wraps & Burgers,-6.8933333333333335,a14829009684910607138,iNTVuGSKTWGCFLNvdM8fhA,"turkish,middle eastern,kebab",fast food
Pakpum Thai Cuisine,Pakpum Thai,-1.5379454239835175,a1029982306839761701,CuFTi2NkV9ijyL32pCIhXA,"thai,stir​ fried,rice and curry",thai
GOTCHA (Jesmond),Gotcha Fresh Tea Jesmond Central,-3.8195901639344263,a11675080314471797847,9fQc8JujTAGZ2zL998YTmw,"asian,bubble tea,coffee and tea",bubble tea
My BBQ (Jesmond),My Barbeque,-2.33,a4292685138210385811,iV-UX6YXSeOoOhbVyBVVYg,"allergy friendly,family meal,noodle,chinese",chinese
Hungry Wolfs Adamstown,Hungry Wolf's Pizza Adamstown,-3.899331125173028,a4614395204808424494,gaoQmFrLRbO4S0tULhW7Dg,"italian,pasta,pizza,allergy friendly",pizza takeout
The Sunnyside Tavern,Sunnyside Tavern,-5.023333333333333,a5724325810001831377,WFqa3IzwRhe3YqT-m0nvNw,"modern australian,pub,fast food",hotel
The Little Boy Lakelands,The Little Boy Restaurant Lakelands,-0.6699999999999999,a15222891913453916672,K895V5ehRFyhqZ5o57gUvg,"asian fusion,asian,chinese",asian
Downtown beirut,Downtown Beirut - Lebanese/ Middle Eastern Restaurant Newcastle,-4.660059786164389,a10470670349692484612,DNHYGQTMROCmYtTWdtlBjw,"dessert,lebanese,comfort food,austrian",lebanese
The Peak 8848 Bistro at townhall hotel,The Peak 8848 Restaurant,-5.373333333333334,a7249285159822802026,LXJe0YguQbOK9Di8_g3QlQ,"asian fusion,fast food,american",bistro
Sadid Indian & Kebab Restaurant,Sadid's Indian and Kebabs,-4.46,a14329500210458456222,Sr8wOaYFR5CTqwPQllxrRA,"indian,fast food",indian
Gateshead Chinese Yue Wei Restaurant,Gateshead Chinese Takeaway,-2.103330109508967,a4396419050261238577,eg8NMYfSXQGwRxG6SFCa5w,"rice dish,asian,seafood,chinese",chinese takeout
The Kent Hotel Bar & Grill,The Kent Hotel,-5.20235234314025,a7774622661217235974,dwxsrhnNS-2po6ssuTdMTw,"chicken,pasta,burger,fish and chip,steak",pub
Cardiff Seafood,Cardiff Seafood Italian Cuisine,-6.12025641025641,a15026092744506540040,vqePYTRGXSuYzwaCLxgl3w,"italian,seafood,fast food",italian
Lone Star Rib House (Glendale),Lone Star Rib House & Brews Glendale,-5.400233918128656,a4739279390493089509,_WehTdNwQ5iS-80hU-5o6A,"tex mex,bbq,burger",restaurant
My Barbecue,My Barbeque,-1.6333333333333335,a2429694144891375253,uVDMOsisQnG00Lo5eSQxhA,"asian fusion,asian,bbq",restaurant
Sherwood New Lambton,Sherwood Coffee - New Lambton,-3.841451414514145,a13064784284477625696,z0F_FAzmSQyd0WipV8ItAQ,"cafe,breakfast and brunch,modern australian",cafe
Sherwood kahibah,Sherwood Coffee - Kahibah,-4.141041578448571,a11007666077154477291,AFKaqpFRQY2fQHry3eAejA,"breakfast and brunch,coffee and tea,modern australian",cafe
Steve Costi Wallsend,Steve Costi’s Seafood,-6.9804936204146735,a16254145417028594947,bUx8wrUlSr6ozKgh7R5G5g,"fish and chip,family meal,burger,fast food",american
Sherwood Kotara,Sherwood Coffee - Kotara,-5.285018665976133,a112694208165414566,aamIaGXEQLujDAv6QAxCow,"breakfast and brunch,burger,modern australian",coffee
Sherwood Cardiff,Sherwood Coffee - Cardiff,-3.672829600554145,a14042247414004215631,2iWV8nWyVze_NUS8Nb1s8A,"sandwich,affordable meal,coffee and tea",coffee
Biggs Coffee,Biggs Hamilton,-5.879590163934426,a12858786254234772130,dCt5RdQuSQyGHySRu5Qbmg,"healthy,coffee and tea,fast food",cafe
"Subway (Warners Bay, Macquarie Rd)",Subway,-4.364012092233598,a17482596839192976900,IxZqeC2PQ_KqLvUMDrG2-Q,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food",fast food
Coal espresso (ADAMID),Coal Espresso,-4.383798391064341,a12951589497727705264,YFH52EgSRJaXX9LhL5BTcQ,"breakfast and brunch,coffee and tea,cake",cafe
Okami (Wagga Wagga),Okami Japanese Restaurant,1.9933333333333332,a17641913160605474762,mOWuVkzJWGuupzzboeEEWA,"sushi,asian,japanese",japanese
Kungfu Dumplings,Kung Fu Dumplings,-2.9333333333333336,a10357536970723078952,yCPOtLEyQ-WjRZypuCU1gA,"seafood,chinese,bbq,asian,allergy friendly,family meal",restaurant
Vanilla Pod Food Espresso Bar - Sturt Mall,Vanilla Pod Food & Espresso Bar,-4.7916853326428,a1392158438901622457,A27e6Y_pSwuJpDgnYJzsBA,"pasta,breakfast and brunch,burger",espresso bar
Subway (Baylis),Subway,-4.364012092233598,a12835740193908477997,rlaLgaFcR1qSjcTFJEj4xA,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food",sandwich
Tandoori Dhaba Indian Restaurant,Tandoori Dhaba Wagga Wagga,-1.2748356807511738,a3980260693145678451,ch379VMKRUiccltoKQ54kA,"indian,vegetarian friendly,rice and curry",indian
Namaste Wagga Wagga,"Namaste Indian Cuisine, Wagga Wagga",-3.0248460461151256,a716728651760877102,hh2ygVGvTMCFt7s9e-Heuw,"indian,vegetarian,dessert,allergy friendly",indian
Gloria Jeans Coffee (Wagga Wagga),Gloria Jean's Coffees,-5.414374911781905,a15756062344205528603,cWGHt-kOV-6hoBl6JhBhRA,"breakfast and brunch,coffee and tea,american",coffee
Roll Viet - Vietnamese food,Roll VIET cafe and restaurant,-1.4500000000000002,a9917535281253547038,qBLG909uQV-tpKyhfY-c-g,"indonesian,chinese,allergy friendly,vietnamese",vietnamese
Heartattacks Diner Wagga,Heart Attack's Diner,-5.098140350877193,a6561474459286231497,5enktJSgS0Kr_ppOhVdBBQ,"drink,fried chicken,burger,allergy friendly,family meal",takeout
KungFu Noodle (Mayfield),Kungfu Noodle & Dumpling,-0.505,a8051888665087367838,MKZXOmkVS3WqHe9BOTLP6Q,"asian fusion,asian",chinese takeout
McDonald'sÂ® (Industrial Drive),McDonald's,-7.072675438596491,a15059931319830103228,eceTnQ3BTT-gfDq3TT4K_A,"american,family meal,burger,fast food",fast food
Vego's Vegetarian Fast Food,Vego’s Vegetarian Fast Food,-5.618469975197397,a6269370646323111050,KKINZKyFQKeAFFrS-BaUQQ,"comfort food,burger,modern australian",restaurant
Kai Fan,Kai Fan Chinese Restaurant,-0.725,a11000497205814372664,LADG6-bAS0yQrlogVWQthg,"asian,chinese",chinese
Kitami Carrington,Kitami Japanese Restaurant & Grocery,-1.5046153016740562,a9456631073385436997,sGzGYOBuQXW7Y4z_Ad9cnw,"vegetarian,noodle,japanese bbq,chicken,japanese,asian,vegan",japanese
Mayfield Hotel Bistro,Mayfield Hotel,-5.4001754385964915,a16876722749240122699,DrZ9p460UVGdE5FQlKxDNA,"pasta,australian,burger,american",pub
Benjamas Thai,Benjamas Thai by Chin,-0.38,a5758027197852101967,jh5AWdlKRUq3i42RQeJAwA,thai,thai
Beach Burrito Co. (Darby St),Beach Burrito Co. Newcastle,-4.576666666666667,a6716419744836205714,P2LtMhVHRPydiaN11G2Mjw,"latin american,new mexican,mexican",mexican
Burgers with Bite (Wickham),Burgers With Bite Newcastle,-5.290781183836429,a10475920242093990156,L2lXwvj8Ubm0GyTHbjgmkg,"family meal,breakfast and brunch,coffee and tea,american",burger
Zaffran Indian Restaurant,Zaffran Indian Restaurant and Takeaway,-1.0,a3672177191817167760,sIBPURq9QnatBOJh7HmAIQ,indian,indian
ShipWrecked Honeysuckle,ShipWrecked Has been sold,-6.120421147043035,a11085127524964030027,iqH1TRe7UomoQcnHB0BqAw,"pizza,comfort food,fast food",restaurant
Subway (Lee Wharf Honeysuckle),Subway,-4.364012092233598,a4958317335023355278,AH5kGvIoXcOl1kQKcrrk1g,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food",sandwich
Sherwood Parry St,Sherwood Coffee - Parry Street,-3.841451414514145,a6446051826501792109,tfLE_7t7T4G0wYD_MgJGSg,"cafe,breakfast and brunch,modern australian",cafe
Popolo Artisan Gelateria (King Street),Popolo Gelateria,-7.177765486725663,a14914182622112847387,AD0qtLERTlKUK3lsY_E3Ag,"ice cream and frozen yoghurt,dessert",ice cream
Hotel Delaney,Hotel Delany,-6.083988398505023,a15677295279284555421,jgB337U_TYCncmO-v0RgIQ,"comfort food,pizza,burger",restaurant
Little Figs Cafe,Little Figs,-1.7632394366197184,a17843212294412625841,u_0hORI0SQyqVRl3DVZwnQ,"roll,cafe,sandwich",cafe
Pino's Italian Restaurant,Pinos Restaurant,-3.7935897435897434,a8523393877894898547,3MEbLdf0QeeaVeN3kFhPPA,"italian,european,pasta",italian
CIMS @ The Coliseum Mayfield,CIMs at The Coliseum - Mayfield,-4.451041578448572,a558950716583725986,ww4dnCbZT9-GqJOSrKuNMw,"breakfast and brunch,coffee and tea,juice and smoothy",coffee
Harry's Cafe de Wheels (Newcastle),Harry's Café de Wheels - Newcastle,-5.87,a7836594752421433224,iwP0G6BcTDKxI-2y021tPQ,"modern australian,fast food",takeout
The Source Restaurant & Bar,The Source Restaurant and Bar - Now Elementa,-3.556631118797137,a5185605866540585066,6lEwYB1iVXWyy29ez7sJLA,"bar food,comfort food,modern australian",restaurant
Domino's (Dapto),Domino's Pizza Dapto,-4.813213868535859,a8988034903937028486,zKUSAsRCUYaNFu1uKKheeA,"italian,gluten free,pizza,dessert",fast food
Diamond Dogs Music Lounge & Bar,Diamond Dogs Lounge,-5.586806688081707,a7385257771743450679,nmsJznjAUzOG0RL2j4bMrg,"sandwich,burger,american","live music venue,restaurant"
Stamp Thai,Stamp Thai Restaurant,-2.7042319645690376,a13173363891026946567,U2eUHKXOX_q7wi0YgZUfPA,"vegetarian,soup,noodle,juice and smoothy,bbq,wing,stir​ fried,rice dish,asian,comfort food,rice and curry,snack,thai,salad",thai
Bakers Delight (Dapto),Bakers Delight Dapto Mall,-2.7627273783663284,a4457556948699866134,FFWI2nZqVKC6zu4Wi9tu6Q,"pizza,breakfast and brunch,bakery,pastry",bakery
Thanh Thanh Hot Bake,Thanh Thanh Hotbake,-2.9166666666666665,a4340053292211342163,CRUbRC8NX5ixgfCZTG16BA,"roll,fast food,vietnamese",bakery
Domino's (Woy Woy),Domino's Pizza Woy Woy,-4.813213868535859,a10528529404336208699,t6KnXLWSS2CzREdIFLNynA,"italian,gluten free,pizza,dessert",fast food
Himalaya Pakistani & Indian Restaurant (Rockdale),Himalaya Rockdale,-1.645,a18229250101280339867,ugCb-If_R3GCCrr1f9vrRw,"indian,pakistani",indian
