uber_Name,uber_id,average_health_score,categories
Hungry Jack's (Lake Haven),7nYoot5LV9WV6MyS9WxKLA,-7.57262224710713,"fast food,chicken,burger,american"
Hungry Jack's (Tuggerah),TRpN28fnUZiXSdVElkXOzQ,-7.57262224710713,"fast food,chicken,burger,american"
Hungry Jack's (Tumbi Umbi),lpyL747MVAmwPwqxBOpejg,-7.57262224710713,"fast food,chicken,burger,american"
Bml Cafe,GiDqOvGvX9O1H1CVFGWarA,-6.703157415396414,"coffee and tea,burger,fast food"
Yasmins eat in or takeaway,4hcs4WnOWYO8JnyN4uzpYg,-7.816900584795321,"kebab,burger,american"
Yogurberry (Tuggerah),PiPEx9G4XeaUrrRxCIqVEg,-4.882860293050921,"coffee and tea,drink,dessert,ice cream and frozen yogurt,cafe"
Noodle Hut Tuggerah (Thai and Noodle Bar),XTgLdheeWZOqAZCC5clmgA,-0.5866666666666668,"asian,thai,noodle"
Long Jetty Family Takeaway,i_n4vjaOV1SvS6gcXNOmEA,-5.872534571545176,"comfort food,fish and seafood,fast food"
C9 Chocolate & Gelato (Tuggerah),X-6KrC6DX46Jyf09mQJyoQ,-4.043031588003933,"cafe,pastry,dessert,chocolate"
PARIZA KEBAB & INDIAN,S0sC5C8zWz-Y6j5x8PsusQ,-3.707106194690266,"drink,indian,asian,dessert,kebab"
North Grounds Co,kShizK4Um6SeLbzgF9KsQ,-6.558351999309466,"breakfast and brunch,burger,american"
Moobi Valley,aJi1rRWMVjqXtSHtrOl-1Q,-5.410233918128655,"roll,burger,fast food"
McDonald's® Tuggerah Food Court,1dvp9TBGVImiRQeDOZkbFw,-5.42010501606128,"family meal,sandwich,burger,american"
Table 92,jjEBRslAT2S8TvPiwk2p5g,-7.883333333333333,"american,fried chicken,fast food"
American BBQ Kitchen,BVdWaxQpRHKDHLInqpkwYw,-5.150233918128655,"western,burger,american"
La Costa Cafe Restaurant,l6PQC4hFWLupQA65tGWrzw,-4.378492467325152,"italian,pasta,comfort food"
Long Jetty Chinese Restaurant,UcXueX_OWGyK0xrmxsCJZg,-1.332,"soup,chinese,bbq,asian,modern australian"
Big Nick's Gourmet Kebabs,g7ygLGLzXlOGo-9qtc-pIw,-6.052899081049756,"drink,chicken,kebab,comfort food,fast food"
Nargis Kebab Lakehaven,pEs-23BjVs-KOsiRerE0iw,-6.966595744680852,"chicken,middle eastern,kebab"
Coco Rice & Noodle Bar,KUk4l7OFUkmLLkveRGzK5g,-0.3078431372549019,"thai,japanese,salad"
Pizza Hut (Lake Haven),JNQQhBvpWcC0g71jBarYMA,-5.393662250346056,"italian,pizza"
Woodblock Bar & Grill,L3GYZipiUd2qDi3Ldomp4w,-5.985752341436282,"pizza,wing,burger"
Belsorriso Italian Restaurant,QLuh9LzEWa2YIMej-CEOwg,-5.0473540856031125,"comfort food,seafood"
Kanwal Pizza & Pasta,DZ0XfZ8TVGaI-K5crbxWUw,-3.8752134781142042,"italian,pasta,pizza,salad"
The Coastal Brew Cafe,x87M6LbQXP6SGJSVteGMkw,-4.39135751780053,"breakfast and brunch,sandwich,american"
Bang Rak Thai,ah6uyq6-VhifTA3tmeGR1g,-0.5766666666666667,"asian,thai,south east asian"
The Bavarian (Tuggerah),GuHmnWJ0WMyJJVvQOONPMQ,-5.011873684210526,"wing,pub,burger,german,vegan"
Master Noodle,tG8vuGSWVsyzfMbN05wmtQ,-0.6466666666666666,"asian fusion,asian,noodle"
Arizona Lunch Bar,QGOVvJqlVoKkNVGXssj43Q,-4.213567251461988,"roll,kid friendly,burger"
Shahi Mahal The Entrance,722vI9TWXd65PcwmDnZG-g,-4.263262411347518,"indian,chicken,seafood"
Seawave Eat In and Takeaway,hs9p8XhlXL6BGYovgngu3w,-6.641199099271756,"burger,fish and seafood,american"
The Saanjh Modern Indian Cuisine,vvH7WBzmUN6CQXLjHzipog,-1.064617737003058,"indian,vegetarian,asian"
Curry On,0yzpMoPSWaGL2Cnj1YVhWQ,-2.6204199796126404,"vegetarian,indian,asian,rice and curry,vegan,fast food"
WingStreet (Lake Haven),sZLhXSL6U_KPmLaS0KAZKg,-6.142441500230704,"italian,pizza,american"
Simply Roll Tuggerah,VuffgIxRUYyX4iXP01A7dw,-2.04,"healthy,asian,vietnamese"
TGI Fridays (Tuggerah),3aGQ3EiSgiFSYBZOa2Bgw,-5.42010501606128,"family meal,sandwich,burger,american"
Spices Indian Restaurant,3XBerEyUSHaEwSrao7W-xQ,-3.847082047555882,"vegetarian,drink,indian,breakfast and brunch,biryani,dessert,asian,snack,dosa"
Yogurberry The Entrance,ALIj2EqaXVi2taMqBX8gpQ,-6.831843657817109,"ice cream and frozen yoghurt,dessert,ice cream"
Fried Chicken by Red Rooster (Tuggerah),I6MOk6jqWP6K4fVnJPk8QA,-6.919787234042554,chicken
Coastal Heaven,qYqw241WUyK62_KVn71CAQ,-2.7785103244837757,"indian,dessert,asian"
Max Brenner (Tuggerah),TduvfLNeUpOGb6QLFB4X0g,-6.237559786164388,"dessert,family meal,comfort food,fast food"
Chatime (Tuggerah),HxpDNRl-UsKGIWZS4eQtNw,-4.655176991150443,"dessert,asian,bubble tea"
Bowlarama Bowls,LT6B2VKOUNG8rNQZ7Uk6Hw,-4.816198471589854,"bowl,dessert,breakfast and brunch,juice and smoothy"
Domino's (Wadalba),iPqErPUbXQiJE-0TU5u9mg,-4.813213868535859,"italian,gluten free,pizza,dessert"
Fried Chicken by Red Rooster (Lakehaven),9ROY9K7GUtG3ZorHadJI-Q,-7.606829662809506,"chicken,fried chicken,burger"
Red Rooster (Lakehaven),TtRjPOjWVN-nqUPRv2VTvA,-7.606829662809506,"chicken,fried chicken,burger"
Taka Sushi (Tuggerah),z7p3T-EqWZC-2GU-0WUGnQ,1.9933333333333332,"sushi,asian,japanese"
Dumpling Flavour,qxZZu1VJW6id0TBWbGeC-g,-2.2249027237354086,"asian,comfort food,chinese"
Bunni Chow,wrvx-jpbXhyEMnDn6R5ncA,-2.5049027237354085,"south african,comfort food,rice and curry"
Tuck Seng Chinese Restaurant,SeCCI9KmXbOEHV5ZbUpuTg,-2.6199468085106385,"asian fusion,indonesian,chicken,chinese"
Moka Pot,kjprW5r_WSSA-gwa0d1ttg,-6.249961738997921,"dessert,breakfast and brunch,american"
Crofty's,shII5GgjWjCT6f4Gad4isQ,-5.6963541382495535,"breakfast and brunch,comfort food,american"
Thai Finesse,idIZ2Cv7UsmDwjbK0YMIsQ,-1.970343709468223,"indian curry,asian,comfort food,chinese"
Hungry Wolf's Wyong,MA1KhCNWX_qtuuFjOSaarQ,-5.938672111983056,"italian,pasta,pizza,comfort food,snack,fast food"
Eva's Corner,l2YvIkdwW8ypMqvpiq0duA,-5.372479241961428,"vegetarian friendly,comfort food,burger,fast food"
Imperial Banquet,2luaGSzkVLSiODhdLRHBNQ,-0.5956393786584254,"soup,chinese,stir​ fried,asian fusion,asian,malaysian"
Pizza Inn (Tuggerah),GKNCFEG0XYqpTYYbqJozKQ,-6.142441500230704,"italian,pizza,american"
The Entrance Burger & Seafood Restaurant,2Sli9xOLW3mdjwzg4ebP6A,-5.281352481398048,"asian,comfort food,burger,american"
Lotus Court Chinese Restaurant,z85z5FqTWtC2ZJLV_jisZQ,-5.311637724108152,"vegetarian,chicken,fish and chip"
Mad Mex (Tuggerah),yewdWUkATAitnV50zmrOng,-5.654285714285715,"healthy,fast food,mexican,vegan friendly"
Jamaica Blue Lake Haven,Apszxc_0V5WDd_3QiQuGuA,-6.249961738997921,"dessert,breakfast and brunch,american"
Raj Indian Street Food,f8CxMzxrUey1qiRV0kLMMw,-2.7785103244837757,"indian,dessert,asian"
Lajeez Grill,qBG29P5oWz6T2tk1xGPZnw,-5.768677042801556,"healthy,middle eastern,lebanese,comfort food"
Hong Kong Chef Tuggerah,rBSCYZOiXJCsha8sbL-LXg,-1.9400000000000002,"noodle,chinese,bbq"
Bay Takeaway,eNfsj0aVX32HmexA3zlwRw,-6.734532432605089,"fish and seafood,burger,fast food"
Gloria Jeans (Tuggerah),S_gpC-5hXOqTFzd-pkNTVg,-5.932177121771217,"breakfast and brunch,american"
The Shed Tuggerah,KzFoR3IWWzKBzQJSAY0bGw,-5.6963541382495535,"breakfast and brunch,comfort food,american"
World of Wings (Wyong),rP3krdW3X4OrHlrxSIr_RA,-6.935901654265365,"fried chicken,wing,burger,comfort food,american,fast food"
The Spot at The Entrance,Fw1PMLM6XYW7tbe8nCkF9w,-6.330252093856696,"italian,dessert,comfort food,american"
Soul Origin (Tuggerah Westfield),J_itxbKHVw-nhkSLvE8r4A,-4.6285181383503975,"healthy,breakfast and brunch,sandwich,american"
Aviary @ Toukley,3UzUvoHSUFyfhffHAZOt9g,-3.556631118797137,"bar food,comfort food,modern australian"
Daddy's Delish,1jtpCYS3SoaQo7hv_Up8lA,-4.451957446808511,"drink,chicken,affordable meal,allergy friendly,healthy"
Long Jetty Takeaway,_G7FoUWaVEaqEf5p4aORXQ,-4.855867904878509,"comfort food,seafood,fish and seafood"
Curry & Kebabs (The Entrance),3xxlqDCMWYaUzUXAzX_juw,-4.346666666666667,"drink,middle eastern,kebab,indian curry"
Wing World (Wyong),Gp-z6hFrX-y3nph-neVVYw,-6.935901654265365,"fried chicken,wing,burger,comfort food,american,fast food"
Abra Ca Sabra,FL7FsyNvXiSWR0OqYgyQXA,-4.5835897435897435,"middle eastern,italian,drink"
Tandoori Dhaba Tumbi Umbi,0Z76VTQ2VHy3PlRuq3Rhcw,-2.0159633027522936,"indian,vegetarian,asian,seafood"
Little Sentosa,g4ypkFBEUbCWjvxUsQV6qA,-2.554663329161452,"chicken,asian fusion,asian,allergy friendly,salad"
McDonald's® (Haberfield),ie85xR5ATK2NjMM6PTH6Kw,-7.072675438596491,"fast food,family meal,burger,american"
Ben & Jerry's Ice Cream Petersham,t5spfn6NQW6QEqEwF34FKQ,-7.373882743362832,"everyday essential,ice cream and frozen yoghurt,convenience,dessert"
Couchfood (Ashfield) Powered by BP,khPQPNz7SIKpksWDfik-VA,-7.57,"everyday essential,convenience"
The Counter,1Uzwn4YoSpiCgrIcnXccSA,-4.818142160355127,"fast food,comfort food,sandwich"
Couchfood (Haberfield) Powered By BP,1LxB62VMRum9YtX_4-l3YA,-7.57,"everyday essential,convenience"
Mezzapica Cafe,oZaYS_eS7GqwLxTiaJcYg,-4.863295072331254,"cafe,breakfast and brunch,dessert"
Dough Delights,iI90DD-pWv2yr2mKPNmtzw,-5.464406534379667,"middle eastern,italian,affordable meal,pizza,comfort food"
Norton Bakery,lCdOeTykW--2hEEZcuIo3w,-0.81,"roll,bakery,south east asian"
Candle Cafe,_T1rKx-DTF2RyzerJlGHPg,-4.301562367672857,"breakfast and brunch,coffee and tea"
Est.1901,NIk0NvTWJisgl_w1_J1xg,-4.230084012849025,"burger,sandwich,australian,pastry,american"
Snacks by Speedway (Haberfield),EPBDgTTkQcyqoH-n9HPnEg,-7.431177042801556,"everyday essential,convenience,snack,comfort food"
Dessert & Snack Bar Petersham,luAqYBziRV-omfmQtHRdiQ,-7.57,"everyday essential,convenience"
Everyday by BP (Ashfield),jiUCIxLRQOejnhqZx4g24w,-7.57,"everyday essential,convenience"
Wild Bean Cafe (BP Ashfield),72lc6nZlXvyZhXFaN7y1QA,-4.863295072331255,"cafe,dessert,breakfast and brunch"
Youfoodz (BP Ashfield),w9MJXRqjU0SlEQFoS0rCGQ,-6.788236057068741,"everyday essential,convenience,comfort food"
Lunch Box,Qce9NnvaUK-61k5VXQvZpA,-5.072708959918167,"coffee and tea,breakfast and brunch,burger,sandwich,american"
Sunny & Co Cafe,zcUnGQLKQLySg9nBMqWhEw,-5.248281183836429,"juice and smoothy,breakfast and brunch,coffee and tea,american"
Cafe Gioia,BNJjrtxmT5mreysrdmwTJg,-5.393662250346056,"italian,pizza"
Metro (Haberfield),271rZ0sYQiSJKPxdvABU6w,-5.779999999999999,"snack,drink"
Booth St Bakery,hLqsZsMQUZaJfu9qhH-I-g,-0.33,vietnamese
The Oxford Tavern,dhsb9-8MTwSFG7l-4DhpXA,-4.066900584795322,"roll,bbq,burger"
The Daily Operation Ashfield,xRcKMiUbT4KqHrPNJvQaNQ,-3.9293852459016394,"cafe,coffee and tea"
Crazy Lebanese Brother's,CFd7n1vfTRGnwYBVbFBH7A,-5.654902723735408,"fast food,comfort food,modern australian"
Eats 2 U (Leichhardt),0NZNMqyZTguba9ZEhls_Xw,-7.431177042801556,"comfort food,everyday essential,convenience,snack"
Let's Makan,tdggY92KRDODd-RFjPz56A,-1.0433333333333332,"asian fusion,asian,malaysian"
Dessert Store Birchgrove,GifrEuVPRdms5Jn6eL-2wQ,0.0,
Urbanista Cafe Croydon,tf_a7rkcUeSek96YmTc5cg,-2.9629234972677594,"cafe,bakery,coffee and tea"
Urbanista Fast Food Croydon,zVSc2_TQUsOIcRelF1dtSA,-6.651685332642799,"breakfast and brunch,burger,fast food"
FAV FOODS - FIVE DOCK,utAllNxNXE6j7NFOslBpQg,-2.39,"roll,australian,family meal,vietnamese"
Ben & Jerry's Ashfield,cAAwAY-3Vma7l4e2hjX2Pw,-6.885530973451328,dessert
Gong Cha (Ashfield),VeHCVjfkUQWVz_3m4vfWSw,-4.678882743362832,"dessert,asian,bubble tea,juice and smoothy"
Frango (Drummoyne),_fkohH4pU0qmRqU5iCgl0g,-6.462035811623452,"portuguese,chicken,exclusive to eats,wing,burger,comfort food,american,family meal"
Beehive Patisserie,klPqPFTHRKmjG4aqCwq0Kg,-5.813413048219185,"cupcake,dessert,comfort food"
Gustosa Italiano Drummoyne,l77OOp_gSLuQknDguba_UA,-4.375774833564037,"italian,pasta,pizza"
(Summer Hill) Exotic Indian Curries,91BuGZlpQCaxVISL3gDpXw,-3.112354085603113,"indian,comfort food"
Sushi Oh-Oo,OT1iwhCnSR64dBdHah4wNg,0.09999999999999983,"asian fusion,sushi,asian,japanese,family meal"
Andiamo Trattoria Summer Hill,CADCCg2eQnea3SUrvkMysw,-4.547682766808997,"italian,pasta,exclusive to eats,pizza,family meal"
Indian Kitchen,NQAONqAzQJC1LP8kKEtU-Q,-1.0,indian
Chargrill Charlie's (Drummoyne),v2rr2KJRaCunwdY9dcP3w,-5.506004600048307,"chicken,family meal,burger,salad"
Moretti Ristorante Pizzeria,GNn8lLqIRdauXGanaRd2nA,-4.375774833564037,"italian,pasta,pizza"
Kujira,EZoCLuOpRUe_CJ44z9mEFg,-0.33117647058823524,"asian,japanese,salad"
Sai Junction,HxlJBOa-TI63RObeaseF8g,-1.0003912363067293,"south indian,vegetarian friendly,indian curry"
Simply The Best Restaurant,nbnaYngBTvydsy1-pCEnwQ,-0.48333333333333334,"cantonese,asian,chinese"
El Jannah (Burwood),cp1W_vXRSoOiseNRKQuGaw,-5.721139092980125,"vegetarian,middle eastern,chicken,fried chicken,exclusive to eats,burger,salad,comfort food,american,healthy,fast food,family meal"
Love Crepe - Russell Lea,1FPNa3chQ-elKuOYbVZ-Qw,-5.548510324483776,"french,ice cream and frozen yoghurt,dessert"
Bar Italia,VIViPIs6SQ-zSCzB2QCkkw,-4.137503228625765,"italian,pizza,bar food"
KFC (Ashfield),jEog0RscVluHHzdv8f8MhQ,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Thai Garn,DRt6nfSmRaiTKtJklAJFFQ,-0.41500000000000004,"asian,thai"
Filicudi,rpgPkhAYRSmyNLcItbpnsA,-5.393662250346056,"italian,pizza"
Crust Pizza (Drummoyne),d41RZu5SRI6UhwnteVMLUw,-3.5121813344321726,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan"
The Grind House Cafe,Tb5OIWwzS52_9qvgx1cAcg,-5.29095662243292,"burger,breakfast and brunch,coffee and tea,juice and smoothy"
Christopher's Cake Shop (Ashfield),_AkR5o8dQXu7BOo7TLcqDQ,-6.980192307692308,"belgian,italian,greek,american"
Appetite Five Dock,K0Os4eZOSc6drEntriF1_g,-4.1034873690024565,"family meal,sandwich,burger,salad"
KADMUS Lebanese Drummoyne,3hKrM1jAR3efNCY9Bx-B-g,-5.81,"middle eastern,lebanese,family meal"
Sottocasa Trattoria,51IWDmdkR-yfkjc0a3vlJQ,-4.690384615384615,"italian,australian"
Da Vinci's Italian Restaurant,9owFK6TzRde6AWr2LgoESw,-4.729111338237567,"italian,exclusive to eats,pizza,family meal,vegan friendly"
Pane e Vino,MN4Bk6m3QK6Zn9Fov0ED7A,-5.393662250346056,"italian,pizza"
Happyfield,Fy1-HXbkRNa0Te3WhYlHOQ,-5.828118081180811,"healthy,breakfast and brunch,fast food"
Happy Endings (Five Dock),_QtQ2MxnU9CZYn2n1TKMJw,-6.885530973451328,dessert
Andiamo Trattoria Abbotsford,eDwC1r-jQgyOsnniyEcMRg,-5.099603458511245,"exclusive to eats,italian,pizza,family meal"
Twisted Thai,6xUN50R6Qhm59HzT8f4b8g,-0.64,"thai,south east asian"
Brothers Kebabs N Burgers,MI_OSkPsRHKzmoMCR6Pw-g,-7.255350877192983,"turkish,burger"
P'Nut Street Noodles (Balmain),raf02bu7T5OPBCuu-yEsfQ,-2.6651815555588114,"noodle,halal,exclusive to eats,asian,thai,family meal"
Donny's Pizza,6gpZ5bqeSVOl0lPyOd9C5g,-3.899331125173028,"italian,pasta,pizza,allergy friendly"
Fujiyama (Summer Hill),SkAdRTsOQEq5AV4EMatJWw,1.83,japanese
Liquorland (Five Dock),uXHne1r5VXG2RXdAeXdzKw,-8.0,alcohol
Ocean Foods,uFR9n66qTSuhG3gSk2DDcA,-5.343757575757576,"fish and chip,bbq,seafood"
Top Juice Burwood,iGtjZ-V2RF25ihYTGRWcbw,-3.57273581818387,"vegetarian,breakfast and brunch,juice and smoothy"
SuBURGia (Petersham),yUy-VpIeSv6hpmr1vKI5og,-6.513567251461988,"australian,burger,fast food"
Vintage Cellars (Abbotsford),kAzlYus5W7Gdqye0Fi3sKA,-8.0,alcohol
Pho Vien Restaurant,d7Kay8ALTim8KH0v4v_dPg,-0.6736580688232615,"roll,pho,vietnamese"
KFC (Five Dock),gIRWC0dgXjOILg-ykoVvkg,-6.90379488118967,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food"
Vintage Cellars (Leichhardt),y3eUYdGrUYCk6eAop5zgow,-8.0,alcohol
Subway (Rozelle),thF25bHZR0CLCmzftiC21w,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
High N' Dry (Leichhardt),klZotZooS52_VONRwAh8LQ,-4.153333333333333,"chinese,modern australian,american"
BWS (Drummoyne),t0-lg7uJWmSE8hbR-yQ56g,-8.68,"alcohol,snack"
Frango (Petersham),0zCyhLmJQnGP2xWnkOBqvg,-6.135183784712517,"portuguese,chicken,exclusive to eats,burger,comfort food,modern australian,family meal"
Eaton Chinese Restaurant,0vu6Y-6ATt6W6Nfep-4Y_w,-1.47,"asian fusion,congee,asian,seafood"
Norton Asian House,E58OCU5wQCiyoJSjT9uluQ,-1.12,"asian fusion,asian,allergy friendly,chinese"
Crispy Crust Pizza,LweH-9uWTRmmlB1sIOkrJA,-6.082142579023906,"middle eastern,italian,pizza,dessert,family meal,fast food"
Orchid Thai,KskurJJ7QOqvi-WnSOF9DA,-0.0845098039215686,"thai,soup,salad"
Drummoyne Bakehouse Cafe,GJkrir1QSDKrZFtz55Efww,-2.4513123208276206,"dessert,sandwich,bakery,pastry"
Naanstop on Norton,5vIAJU5sQEaZWzTnDXIbSg,-1.0,indian
Capriccio Osteria & Bar,CPgKOAApQOyumfqm_-dEjQ,-5.113008167974585,"italian,pizza,comfort food,gourmet"
Abbotsford Zest Chargrill Chicken,YzzGkiimSWGDuTbAsNwOLQ,-6.432354085603112,"comfort food,american"
Liquorland (Birkenhead),7jPR2mhlTCep6-gUW3O1dA,-8.0,alcohol
The Dosa Hub Authentic Indian Restaurant,iKv9-G3UQZaIQc_maZm-sw,-1.1033333333333335,"indian,indian curry"
Pho Nam Dinh,yJNFUlvaSjCRtKSIjhgooQ,0.4133333333333333,"soup,noodle,vietnamese"
Oporto (Ashfield),QW0ALRutTM6AEQ42ahAzGw,-6.016383804078074,"chicken,family meal,burger,healthy,dessert,vegan,fast food"
Hoshar Sushi and Dumplings,nX-PFNN9SRWCQaIz06lvUw,-0.044999999999999984,"asian fusion,asian,japanese,chinese"
Manmaruya Ashfield,erGRQ1bLTcu-xbIWaGmJSw,0.6900000000000001,"asian,japanese"
Manoosh Pizzeria (Five Dock),VV-gzkmFWeqtl3WR98JDaQ,-5.644411150818938,"exclusive to eats,mediterranean,pizza,lebanese"
Metro One,3UT7JuzTQYu0CLvaMZT1Pg,-5.82,"turkish,mediterranean,halal"
Saigon Summer (Summer Hill),xlbYZKQ5TZGwsMXH27M2NQ,-2.068169014084507,"healthy,vegetarian friendly,vietnamese"
The Kebab Concord,WZBZfE53RSC2SrlrHRzV0Q,-5.612185089974294,"turkish,pizza,family meal"
San Valentino,YkPMCkSSS8-mARnHat1PRA,-6.885530973451328,dessert
Sushi Mate,8XnGWYkOToSUwwDW3zZhRg,3.215,"sushi,japanese"
BWS (Leichhardt Marketplace Drive),9LXSUWY_WYC33AzZQvXkhw,-8.68,"alcohol,snack"
I Love Pizza Rozelle,gzv3EwLvSxihYnsg33grBg,-3.69051407681161,"italian,gluten free friendly,vegetarian friendly,pizza,comfort food,modern australian,family meal"
Brighton the Corner,2gn19w9SRs6ltHo9HUSMDQ,-5.471275496577227,"burger,breakfast and brunch,coffee and tea"
R&B Grillhouse (Drummoyne),B8jGxTclRs6ftueXiZnNWw,-6.566900584795323,"rib,bbq,burger"
Hungry Jacks (Ashfield),A2Sn-v8pTmuLRB1TNhkEzA,-7.042097797685704,"chicken,burger,american,family meal,fast food"
Oporto (Birkenhead Point),yAhvyfGhSDiZhwftHxfdfQ,-6.016383804078074,"chicken,family meal,burger,healthy,dessert,vegan,fast food"
Leichhardt Municipal Cafe,IBILxtDyQYuRn_tmz8Le5Q,-3.841451414514145,"cafe,breakfast and brunch,modern australian"
Thai Number One,9MHWfLoLR_mzKPjf9lWTyw,-0.41500000000000004,"asian,thai"
Hotel Saravana Bhavan,N6w6NjdzQXKTd44DY-zcoQ,-1.1555555555555557,"indian,south indian,indian curry"
L'angolo,Mzov47DyTR696yZfzolFXA,-4.375774833564037,"italian,pasta,pizza"
Red Rooster (Summer Hill),LPYBU2eRg2odRAWRJG82Q,-6.892622247107131,"chicken,family meal,burger,fast food"
ACE Vietnamese Rolls and Bowls,lh2fLRehT6ykpr6-EA-p7Q,-0.615,"south east asian,vietnamese"
Chef's BBQ,lLjrzcyEQ0-iq5Sfm6IqSg,-2.475,"korean,asian"
Zaza Flames,Y2de3RjmTh2kpFYqS6qpUg,-6.424140350877193,"turkish,european,mediterranean,burger,kebab"
Sydney Fresh Seafood (Drummoyne),G2KmkGTkSouaTFZwccaULQ,0.5199999999999999,"sushi,japanese,seafood"
Indian Home Diner Summer Hill,ELbxgrHqQhy4UnRP5cNA6Q,-1.0,indian
Two Jays Premium Burger Bar (Burwood),j4igPJnDS2C6U8e-vBXMnw,-7.57262224710713,"chicken,fast food,burger,american"
Fich at Petersham,6EqSa0K5Sq-COX9BAQwIPQ,-5.654902723735408,"fast food,comfort food,modern australian"
Hungry Wolves Kebabs,NX7R0dUeRJ2aukOrzimvXg,-4.59,"middle eastern,persian"
DAIJOBU,eiI-w3HJRDecTVgtkPblMA,-0.3033333333333333,"asian,japanese,rice and curry"
RIMINI Gregorio,due20MfpT6-_p0CtGTd6cA,-4.074170782491363,"italian,seafood,pasta,pizza,salad"
Wok on Inn (Balmain),nDJ4mUn4S7aScmxnfJ-M3w,-2.857942339372341,"vegetarian friendly,noodle,exclusive to eats,asian fusion,asian,family meal,fast food"
The Riverview Kitchen,5w1pgd6XTEmobehiGmM4vQ,-3.675518423307627,"european,pasta,pizza"
Ultimate Pig at Crowbar,m9jL8MsCSWSoBV4F3lppdA,-5.701324388847172,"bar food,fried chicken,bbq,pub,burger,fried food,comfort food,american"
Honki Haus,TryPFjBcWnqZioVYJgicdw,-2.5773887888057945,"noodle,chinese,chicken,stir​ fried,rice dish"
Tokyo Den Japanese Restaurant,lIDL17KbRMW_Uz2WFdMtng,1.9566666666666663,"asian fusion,sushi,japanese"
The Tiny Giant,MZVO3p_7Q2a4dbaMmVfzDw,-3.841451414514145,"cafe,breakfast and brunch,modern australian"
Village Gourmet Chicken,O1CGcca5T7GTfO49F474Mg,-6.183496329476173,"chicken,burger,modern australian"
Liquorland (Summer Hill),05WKNfLGQ82gFl7mZzz6SQ,-8.0,alcohol
The Twisted Indian,Yh4Dh8DWQtWRS50TzenQXA,-1.7625490196078433,"indian,salad,allergy friendly,indian curry"
Top Juice (Birkenhead),PBey1JU7TXOSbHMEq8Le9w,-5.045,"healthy,juice and smoothy"
Leichhardt Espresso,qKXUKJzxRFy1ug5qjMiLdw,-3.841451414514145,"cafe,breakfast and brunch,modern australian"
Little Venice Pizzeria,yDPBjhpYTJODhrqr-AsVvg,-5.393662250346056,"italian,pizza"
BWS (Ashfield),mghK6ny_Vzukuaj6A9BpRQ,-8.68,"alcohol,snack"
The Peaberry Cafe,rhbmTq9PXpqBGHPWBaQRIA,-4.745018665976133,"breakfast and brunch,burger,drink"
Just Liquor (Ashfield),dr7sgR5BRMeZefaET2cF_A,-7.454249827698804,"alcohol,wine,bottle shop"
Corner Bar,qc20TMBcRPOI9YHU1hpAHA,-6.396814256077212,"pizza,family meal,burger,american"
Summer Hill Hotel,1kptLx6VSRO78O39BiydwA,-5.532622247107129,"chicken,allergy friendly,wing,burger"
KANA SUSHI (Leichhardt),3EKDkD8aQ9a9EPpE1S0quA,0.8566666666666666,"japanese,japanese set item,noodle"
Hokka Hokka ( Birkenhead Point Shopping Centre),or8Ura44TAKFexn9Bl5RKA,0.0,
Bella Puglia nsw,PCuoPHrORGmYkix7apch1g,-5.64821386853586,"italian,pizza,dessert,family meal"
Il Pollo Five Dock,6UtULO4qTSKGYNwsCjUOMw,-6.049745314279891,"chicken,burger,comfort food,fast food,salad"
Subway (Ashfield Mall),DFPmQG12SfO6erEZiK3pZg,-4.742814510680319,"sandwich,breakfast and brunch,healthy,fast food,family meal"
Koutouki,MEBogaaiSAC0TmnSJvsJYw,-6.425,"mediterranean,greek"
The Pizza Maker,w7hpvZ4TaOC4pz25iPOag,-5.393662250346056,"italian,pizza"
Melia,uvEb0qy3SlOtrIX6xZQCLQ,-2.2394962672208116,"bakery,coffee and tea,sandwich"
Lotus Dumpling Bar (Summer Hill),QjQSCInnV-u6oBl5HfLt-Q,-1.9754270427358915,"exclusive to eats,asian,dumpling house,chinese"
BEKYA Summer Hill,yTo4XYEISKiiKxj14Rs6cg,-1.9933333333333334,"middle eastern,arabian,egyptian"
Cafe on Strand,cpVqwuRESlaNFs_HTQO4AA,-6.63,"healthy,bubble tea,fast food"
Liquorland (Burwood Westfield),HYflADitXKOHo25tLXL2aQ,-8.0,alcohol
Xian Restaurant,RXrHZydbSI2dDtyFYvQaGw,-2.3633333333333333,"fast food,japanese,chinese"
Urban Artisans Cafe,8z_GSRXaSxmgUfST-6m8Ig,-5.1716853326428,"cafe,breakfast and brunch,burger"
Satisfying Taiwanese Bento,On_vEDDtSwavMP_1_DhVDA,-3.5699999999999994,"taiwanese,seafood,drink,chinese,asian"
Chatime (Mt Druitt),QB16kisiX9OHgJOm29XunQ,-4.664155076701049,"exclusive to eats,bubble tea,dessert,asian"
KFC (Plumpton),HgmA1wgtUK2I8BY0l35qwA,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Couchfood (Minchinbury) Powered by BP,uNJavE9XQGy_rPP43hsRVw,-7.57,"everyday essential,convenience"
