uber_Name,uber_id,average_health_score,categories
Shorty's Randwick,gGDpYC6QSy6sf0H566H2OA,-4.39135751780053,"sandwich,breakfast and brunch,american"
Pinto Thong,XbwR6ZLnTEOe0GVqdTg3PA,-0.5866666666666668,"asian,thai,noodle"
Manny's Cheesesteaks & Pizza,N_SbxpjUQLG41F6foJhDsA,-6.596786489894265,"chicken,pizza,hot dog,american,cheesesteak"
Manoosh Pizzeria Randwick,2K52eSJJTtSQBP-qDW537w,-5.164957492083722,"mediterranean,exclusive to eats,pizza,lebanese,vegan friendly"
Pinocchio Sushi,4i7VSYN5RD2PJPVzXKklyw,2.0749999999999997,"sushi,asian"
Babas Kebabs,ibiIrGyDT6e8zm__BXu8bA,-6.338469975197397,"middle eastern,comfort food,burger"
Super Cellars (Kingsford),g3gGGEY5XCW6agBnwb4Qlg,-5.629823304401312,"alcohol,wine,drink"
Soho cafe bondi,wjdI6bDWTWOEKn1pEzeRBg,-6.403567251461989,"cafe,burger,fast food"
Chu's Dumpling House,LXULdpuJS4eClS60n3pLlA,-0.5,"congee,chinese"
Andersen's of Denmark Ice Cream Coogee,4bAFAN-cQ0y-lbaEESumoQ,-7.177765486725663,"ice cream and frozen yoghurt,dessert"
Christopher's Cake Shop (Randwick),xofIX-FTTGKTnOwAAcevGA,-6.980192307692308,"belgian,italian,greek,american"
Diver Cafe,q7PFT2ArRc2jqDNgOqZ6Yw,-4.309687471582887,"cafe,breakfast and brunch,comfort food"
Fika Bondi,rHhWdcn5Ry6rDEt4G3O9Ww,-2.566624947069143,"coffee and tea,breakfast and brunch,swedish,cafe,eastern european"
22 Grams,WfeBI_XjUTqjZIJVJNIT9g,-2.2394962672208116,"bakery,coffee and tea,sandwich"
Laurie's Vegetarian,oTgH3MI-WsuqBPGcP3KV5g,-7.994058181959323,"snack,dessert,burger,fast food"
Subway (Kensington),4dvmDZUOSYK6ePkSShVofA,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Oscar's Cafe,xfU-SiCPRHmcA2pWhKAwjw,-3.8521771217712173,"cafe,breakfast and brunch"
Ruby's Diner,5zM3qSAoR6eIzxJFTWbfgw,-3.841451414514145,"cafe,breakfast and brunch,modern australian"
Baccomatto Osteria,pHri1h6MQd6KNPsIbPIGRQ,-4.511831125173028,"italian,pasta,pizza,family meal"
Annie's Restaurant,5ysk4_3_Qim7QAAMFe3vew,-3.8752134781142042,"italian,pasta,pizza,salad"
RND Japanese Izakaya,4eAMy5TWTFmsINYC8YG8nw,0.42333333333333334,"raman,japanese,asian fusion"
Fana's,g7iftrZqSJaiOAutkv06Gw,-5.40200544531639,"italian,mediterranean,pasta,comfort food,pizza,fast food"
Waverley Bakery,pZxV5_v6Ql-UnEQV9R1Q9Q,-1.03,bakery
Yummy Pepper House,R0xgurX2UwyjgwK0crF6uA,-3.589599526149706,"dumpling house,noodle,rice dish,comfort food,healthy,beef noodle,fast food"
Chicken and Grill Bondi,PmKuLiSoRmK0WYnIMhHPKQ,-4.21,"family meal,bbq,modern australian"
Nooks Place,H2fGm2S5TlmxTOI3SPKk2g,-3.1180241844671968,"sandwich,breakfast and brunch,modern australian"
Dessert Store Randwick Belmore Road,o_bvm3ilQcGsbSlNY7SPwQ,-7.373882743362832,"everyday essential,ice cream and frozen yoghurt,convenience,dessert"
Coffeeroooom,2iOKjV7CRyy6qlKsrf2ipA,-2.5683928802170826,"vegetarian,sandwich,allergy friendly,juice and smoothy"
Morning Glory Cafe,IFhYBCi1QHqHDnstRBJXvQ,-4.361159554336502,"comfort food,cafe,coffee and tea"
Dolce Fiori,aOW6o-XETnajf7Ge32thBA,-4.375774833564037,"italian,pasta,pizza"
Subway (University Of NSW),feWFjWu1Shy7gKHlgctwTg,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Indian Paradise,nDREeTbBQZy1IwCbpLAsyA,-1.0,indian
Jesse's Cafe,RURosxuHScaJnyvAtdZ5WQ,-3.344761092213877,"kosher,breakfast and brunch,israeli"
The Walrus Waverley,woXFjQ1eSkuYDxLiqrlnqg,-4.316256830601094,"juice and smoothy,coffee and tea,modern australian"
Vintage Cellars (Bondi Junction),EHDHrXMXWeqwowFQwFxVBQ,-8.0,alcohol
De Nero's,ZkGYF9coTT2jJio5e1HCog,-3.360811930405965,"french,ice cream and frozen yoghurt,sandwich,salad"
WILDMAN PIZZA,ch17wiupS8qziH93prW7Sw,-4.0955184233076265,"pizza,seafood,drink"
Bellagio Tuckshop,6dRYUa3lSIyc3NmrQ8CvhQ,-3.3342641082242643,"bowl,breakfast and brunch,salad"
Chuck Trailers,826-rT-lUj6SuIPOoLZYEg,-7.865175438596491,"fast food,fried chicken,burger,american"
Sushi Yoohee,f4soOVm8Wi-CM-bLvFZiCA,0.6333333333333332,"sushi,roll,drink"
Domino's (Bondi Junction),DAPjgXXJTDKc3tYeu2jOmQ,-4.813213868535859,"italian,gluten free,pizza,dessert"
Up South Bondi,FwbLbnjzSNOzPmCjAdZxFA,-4.51292349726776,"healthy,coffee and tea,modern australian"
Cafe Jacks,0XqCGoKYSfy7iJ60P-yRig,-5.1716853326428,"cafe,breakfast and brunch,burger"
Chaco Ramen (Bondi),GJmDFzIAWl6UxwVOXdV3Kg,-1.1315693904020752,"comfort food,raman,japanese"
Shuk Falafel,OUkOtgfMQaya08LvWZGIWQ,-2.3714754936884606,"sandwich,comfort food,pastry"
Southern Wok,Zh3yOht-W0a2xZkBObTO1w,-1.1900000000000002,"asian,malaysian,chinese"
Pompei's,UtfwdzIMXCC1eNYRed01gg,-5.393662250346056,"italian,pizza"
Wings N Burgers,8NYbSfPZSo65hsaDIrP88Q,-6.793567251461988,"wing,burger,american"
Rocky's Pizza Place,CJmbMW_EQOiTMcdTccIyCA,-4.375774833564037,"italian,pasta,pizza"
Madam Chu's,PpBQYNkPR5K2jfIa5cVqkg,-3.16,"asian fusion,fast food,chinese"
Burgers by Dip,l1Xj0grbTKmYou2nY4lCLg,-6.8835672514619874,"family meal,burger,fast food"
Soramesi Bowl Shack,hi__rFFYRoa4B1kUnr0J0w,-3.319929078014185,"chicken,japanese,seafood"
Mama's Gozleme / Gabby's Cafe,561XwK1HSEG6YK4NOWNtHg,-4.914784747847478,"turkish,breakfast and brunch,modern australian"
Waterview Restaurant,fcbc-I3IReKJlSeKqVZK5g,-5.8185012978078,"fish and chip,burger,salad"
Stable Talk Cafe,688kcGasTqC-uMirWdv54g,-5.645350877192983,"cafe,burger"
Hangover Doctor,CwOp7sf7Uf-YY__1wZkrAw,-4.388210761301218,"breakfast and brunch,sandwich,coffee and tea,american"
Le Rendez Vous Randwick,X1xipLYTRJmWD3xz7fv-bg,-2.3285885608856085,"cafe,breakfast and brunch,bakery,pastry"
Bondi Hardware,KitdEVlfR8O5TJu_z-cbng,-6.131569390402075,"australian,snack,comfort food"
Soul Burger Randwick,rg1ZvRgGTbWq7iymVwepow,-3.957740544020602,"vegetarian,vegan,burger"
"Sanshimai Japanese (Kingsford, NSW)",biW7M3FcS8q6ILW9HGWPtA,0.08882263707768787,"raman,poke,japanese,noodle"
Seahorse Restaurant,QqwjS66FS-umLLLwmHW_Ow,-5.220384615384615,"italian,seafood"
Harry's Bondi,TTf-WrZZUsCCo1VK3aMsCA,-3.7235618999834617,"bar food,breakfast and brunch,comfort food,modern australian"
88 Asian Restaurant,TaFbPGV1RpmrIDr6FSFAyw,-2.263333333333333,"healthy,asian,chinese"
Flave (Bondi),ddiyASJ-VqOI0x1wpm9rEw,-3.755897411950744,"vegetarian,vegan friendly,vegetarian friendly,halal,burger,asian fusion,western,american,fast food,vegan,family meal"
Mojos tapas bar,3xOP7R1RQyCdmK28MZTvow,-5.181843657817109,"dessert,seafood,spanish"
Master of Malatang (Kingsford),nGoh2E5LR8Crfaanpwecrg,-2.14,"fast food,soup,chinese"
XS Espresso UNSW,Pw2DmMaOSrmdi2oPZH6bkw,-4.965229066256255,"halal,exclusive to eats,breakfast and brunch,burger,cafe"
The One That Got Away,A4aWBg4gSMa0-REj66-PXw,-6.070636363636364,"fish and chip,seafood"
TeaPlus (Kingsford),ejJdAoL_T3WpSv0_qpIUEg,-1.0969266055045872,"vegetarian,asian"
Kebab Delight,pT15LfWpTxqG_P4v132wZA,-4.296941634241245,"turkish,european,comfort food,japanese,fast food"
Alevri Kingsford,mFWBmsl1TK2R4LLRZUj05Q,-5.541569390402075,"cafe,comfort food,fast food"
Bar Copo,wqTIKxq3RD2al3JQrCrBFA,-3.4564102142664885,"sandwich,south american,empanada"
bills (Bondi Beach),_jz-84juWaaTYCu4zto7Aw,-5.483295072331255,"healthy,dessert,breakfast and brunch"
Mama Saan,8iYZDlcmRpioyKGB8BG27g,-2.265,"taiwanese,asian fusion,japanese,chinese"
Tasty Eating House,wx8jK0rSQwKU_pxJLY4NCQ,-2.2600000000000002,"affordable meal,asian,chinese"
Sushi Inn Japanese Restaurant,DWLlMj3VSruvvjKOHOlhfg,1.9766666666666666,"sushi,roll,japanese"
Sri's Vegan Kebabs,cEdJnG_MRmWSdeqDOyoUjA,-3.8549027237354085,"healthy,indian,comfort food"
The Great Southern Fried Chicken,1gnMz6SAS7yu_v7lFbdHGg,-4.940899081049755,"chicken,western,comfort food,american,family meal"
Savta,b6vC9mRKSWOftg1GWUKb_Q,-3.8521771217712173,"cafe,breakfast and brunch"
Beach Burrito Coogee,DcnY47auSWSxMgfWL--J6w,-6.875,"mexican,american"
Ultra Convenience (Randwick),qMOjk7kOTjiZYY5N2-6FXQ,-6.506256830601093,"everyday essential,convenience,coffee and tea"
Wing Fling Coogee,Bw6AjdjpURynIUFjBforTw,-5.931569390402075,"comfort food,wing,american"
Belmore Rd Pizzaiola,ZRWPBp3TRLSNuexhJBfnvg,-6.285338778649723,"italian,mediterranean,pizza,comfort food,american,fast food"
Coach and Horses Hotel Bistro,xr71ChAcUzGzBiezs65GvA,-4.012692307692308,"roll,pasta,italian,american"
169 Cafe,Q7yqHRfKVpytlVLdt-1RIQ,-3.700781183836429,"drink,breakfast and brunch,coffee and tea,irish"
Jaffle Me,Gfr_f5eLTSC36AQZnRCpdQ,-5.6527458609903105,"snack,comfort food,salad"
Spitz Kebab & Grill,J-BCd-w0UH-S_Nh-p81vpg,-7.17762224710713,"chicken,middle eastern,burger,kebab"
Il Puntino,bRNANqxoTFGGnWyVmx9-ug,-4.375774833564037,"italian,pasta,pizza"
Foodary (Coogee South) by Ampol,T0j05jlOTgO7Mf6ZslxTDg,-7.57,"everyday essential,convenience"
Soul Origin (Royal Randwick),67_q3vo0SMS7lo80jCZV4w,-3.485811930405965,"healthy,family meal,sandwich,salad"
Sugar and Spoon,uawNDbalRwCKB4kMv_qECQ,-3.910647956628342,"salad,breakfast and brunch,comfort food,modern australian"
Basted (Bondi Beach),S52UMFYIXrSBegrAy35lFA,-8.05262224710713,"portuguese,chicken,burger,fast food"
Sri's Meat Lovers Cuisine,FCjKmNpOQpebG6YNS3_yhw,-3.068888888888889,"indian curry,sri lankan,south asian"
Jamaica Blue (Moore Park),eTA2FmLxVXW27ivVAl6PxA,-5.3736696828978765,"cafe,american,coffee and tea,modern australian,burger,breakfast and brunch,juice and smoothy,dessert"
Chatime (Randwick),tkntEJVIW6-4NSEi03p7gw,-4.267770051134033,"drink,exclusive to eats,bubble tea,asian,dessert,juice and smoothy"
The Boathouse Rose Bay,KR87n7BST1SUSGjSQtMxSQ,-4.517354085603113,"australian,comfort food"
Camperdown Cellars (Double Bay),u3YHSqLgWOCUJPxKHcNJbg,-7.454249827698804,"alcohol,wine,bottle shop"
Soul Origin (Bondi Junction Eastgate),FPuewEUYRtejlwHlYkUabA,-3.485811930405965,"healthy,family meal,sandwich,salad"
Bronte Belo,3yzXPQ5ETayy-Vyt5ukhug,-4.0,"grilledchicken,brazilian"
The Nawabz Restaurant,aasLINCbQ_KkxXzS-XE5vg,-3.172218710493046,"indian,turkish,momo,bangladeshi,dessert,dosa,pakistani"
Roys Famous,u-5iqw7KSs-lOmRX0T_KNw,-3.8201400214150403,"pasta,burger,sandwich"
Easy Drinks (The Spot Cellars),nhPf1zUbTgmuWGIDEv58Dw,-7.454249827698804,"alcohol,wine,bottle shop"
THE ETHIC,sw8nTm68XoC1jo931n-xbQ,-4.39135751780053,"breakfast and brunch,sandwich,american"
Pizza Capers (Rose Bay),0XwaeLt7UGymWoXY16_AOg,-3.684338197177271,"italian,vegetarian friendly,gluten free,pizza,dessert,vegan"
Kibbutz,0xheFvlCQnWAn7ZUhKfiZQ,-4.229597885628389,"middle eastern,vegetarian,vegan friendly,mediterranean,falafel,bowl,salad,israeli,vegan,kebab"
Sri's Indian Vegan,F1LxpYenR1GvxY7hzLvqiQ,-3.0307325467059982,"indian,dessert,indian curry"
Orchard St. (Bronte),NQYydQqJXaSmGYRyBPbCzQ,-5.045,"healthy,juice and smoothy"
Flybridge Cafe,p1ysOU3BQzKks1ifXGwOnQ,-4.4799999999999995,"mediterranean,cafe,modern australian"
Dom & Co Pizzeria,Z7Y9rdTBQl6sklMju37gEA,-4.386951304152272,"italian,pizza,salad"
Subs & Burgers Bondi,WMKo4M8pSKKHNRoX3JRT1Q,-5.644438881935753,"american,chicken,salad"
Koh-Ya,MQ5ahz-lRY2kONcrtY49Lw,0.5352941176470586,"noodle,sushi,asian,japanese,salad"
HOYTS Entertainment Quarter,JRmM0S0dQKmzkqzagwyNeQ,-6.1675597861643885,"family meal,comfort food,dessert,american"
Lanzhou Beef Hand Pulled Noodles,YnWbG-ytS9OQSGdW2tinjQ,-1.9007058823529412,"chinese,noodle,asian,juice and smoothy,salad"
Bondi Vet Hospital,bcN5YCv2Sr2Oll9QrqTjaA,0.0,pet supply
Sharetea (UNSW),M7uP6t64TD2LW9E4hi_MNg,-4.953333333333333,"cafe,bubble tea,juice and smoothy"
Basted (Randwick),PGhvv_KiWqeNcWj6E83XXQ,-8.430233918128655,"portuguese,burger,fast food"
Burgerroo,S9gDjVZsRA6nARPEXJUX2w,-6.723567251461989,"gourmet,burger,fast food"
Xiao Mi's Yogurt,HyUqKbIGTQO9PQXQqRZYUg,-4.526666666666666,"drink,bubble tea,juice and smoothy"
Churchills Bar And Grill,ENTblFauWR6koehPgLwtDQ,-4.393971734892787,"australian,bar food,kid friendly,burger"
Fast & Ezy Convenience Randwick,AuU0--WXSSeS4eAIlBBG3A,-7.57,"everyday essential,convenience"
BEAUTEA KINGSFORD,OZFkfyr9S8iGnOjOGSP_hg,-4.488100488418202,"dessert,coffee and tea,drink"
Ezymart Convenience,8C2j7dpvTFSZ4Bfyxmm2LA,-7.593333333333334,"everyday essential,convenience,american"
Burger Project (Entertainment Quarter),rieU4WvMQlCmOn38imjiyw,-5.0813524813980475,"european,comfort food,burger,modern australian"
Cafe Mia,LygVi0xcVHKDl_bsE2_t-A,-3.1146908511338633,"sandwich,australian,breakfast and brunch"
WizBurgerz (Moore Park Rd),2jL_9ryATzO7tqAKes-RTQ,-5.20208823143348,"coffee and tea,breakfast and brunch,sandwich,burger,sandwich,american,healthy,dessert,fast food"
Ta Ta Ta Pizza,9-NCTzOfQ2qNqYoZfMA9QA,-6.235774833564037,"italian,pizza,fast food"
Coogee Randwick Grocer,Gis_-c0RUa6slOOlGXbJPw,-7.6,convenience
Les Thym,6dOozqRwRnWJvuXc6SMX5Q,-6.966666666666666,"healthy,fast food,american"
Easy Drinks (Paddington Fine Wines),av_d7y8WS9-oGrPtPR-0DA,-7.454249827698804,"alcohol,wine,bottle shop"
Spaghetteria (Randwick),Uu5O_v0SRvuGQbVoRxSlvg,-3.4280995475113123,"italian,pasta,salad"
RJ's Veggie Burgers (Coogee),IlD1S-dXX3y444HndByW4A,-3.5546251544353846,"vegan,burger,vegetarian friendly"
Burgers Gone Wild(Coogee),wuj3VrEZWuqxNsICzNgyUA,-7.57262224710713,"chicken,fast food,burger,american"
Jack's Convenience Grocery,kQbZ-tVkTPiUfcs8wOygsg,-7.57,"everyday essential,convenience"
Locale Bronte,JrqsZZ5ESASvmsHKE7xNMA,-5.3214514145141445,"fast food,breakfast and brunch,modern australian"
Oakberry Açai (Bondi Beach),LhPsGxvbR3StkihAenJldw,-3.864250336059479,"bowl,açaí,juice and smoothy"
Mad Mex (Randwick),AY3ZwhmaSgSP9J1qzmmXgQ,-5.654285714285715,"healthy,fast food,mexican,vegan friendly"
Lakes Gourmet Deli,TkqwO08uSxyd-5WhL9yqnA,-2.286923076923077,"italian,deli,spanish"
Astakos Fish Market (Marrickville),WJ4Q1ExKVyWen-jfCkeiHA,-5.845,"specialty food,grocery"
Bar Lucio,as5EmboVaq8RGu-4s0qfg,-4.16472245519482,"italian,coffee and tea,breakfast and brunch,sandwich,healthy"
Fabbrica,jqOg-_pcQyq_fQXrmDkKtQ,-3.420153846153846,"italian,pasta,grocery,specialty food,deli"
Cold Rock Ice Creamery (Randwick),wo3vgz6GSQqthrqXe7l4Pg,-6.3685103244837755,"ice cream and frozen yogurt,dessert,juice and smoothy"
"Boost Juice (Level 2, Westfield Bondi Junction)",zD3YY9NwQ1yk1bcfuzS9LA,-5.003333333333333,"healthy,family meal,juice and smoothy"
"It's Pho Girls - Randwick, NSW",defTa-xrU4i7ixgtvzt6Kw,-1.836666666666667,"asian fusion,korean,asian"
RAW BAR,kXBajFgzToC5e2XogiB-cA,1.9933333333333332,"sushi,asian,japanese"
"Society Pizza Bar, Bondi Beach",it3zrROmS4O8W8u0h45w5w,-3.418595831055381,"italian,pasta,pizza,gluten free friendly"
McDonald's® (Bondi Junction Westfield),qbDThA0TQi-hqrqzrO05yQ,-7.072675438596491,"fast food,family meal,burger,american"
Vintage Cellars (Bondi North),3AA-ADjoVnmdC2OlCfDvRQ,-8.0,alcohol
McDonald's® (Randwick),cd-D0AOhR_ydJ9YVo1SmIQ,-7.072675438596491,"fast food,family meal,burger,american"
Karma Bowl,ACdyK89dQNKkh86wtMmMCA,-3.653557422969188,"healthy,vegan friendly,salad"
Wogga Wogga Cafe,tut7rOVbX0aUJZGEbk-bjw,-5.004971304248441,"dessert,breakfast and brunch,greek,drink"
Soy Japanese,dv1JZCgpTgumz0seFKYZrg,1.9933333333333332,"sushi,asian,japanese"
Vintage Cellars (Double Bay),sgbQtfZgVGq7-u0XuwYNKQ,-8.0,alcohol
Thai Riffic Randwick,stb07qB1QUKoyP2cSQgTew,-0.64,"thai,south east asian"
Gelato Messina (Surry Hills),kE0IN5loS0-wS4FRKDDi5g,-6.348873435601399,"exclusive to eats,ice cream and frozen yogurt,dessert"
Sushi Train (Bondi Beach),doTczJlqQqCLHGbz2rGbHw,0.5033333333333333,"sushi,japanese,family meal"
Sushi Train (Bondi Junction),N-W2SDSrR6qPfejlP_Vk7A,0.5033333333333333,"sushi,japanese,family meal"
Pizzavelly Italian Kitchen,Lx3RNnM9R8Cubdn_ixaYuA,-5.393662250346056,"italian,pizza"
Fishbowl (Bondi),ZvF7JMEmSoeC-VQ0hOGGjg,-1.9293993205793696,"vegetarian,plant based,gluten free,organicproduct,keto,vegan"
Rosso Pomodoro,6z4XZl49TMCX6-f4C1fr3Q,-5.159471278014993,"exclusive to eats,italian,pizza"
Gelato Messina (Rosebery),ifKC7mk4Qm6iQEmnJouDgA,-6.348873435601399,"exclusive to eats,ice cream and frozen yogurt,dessert"
Grab Thai,whoUU6nYTKGVOFMonauYpQ,-0.5766666666666667,"thai,asian,south east asian"
China Diner Double Bay,bLEeaHYsTli-xajnZz22yA,-2.2249027237354086,"comfort food,asian,chinese"
BWS (Paddington Oxford St),MBO9RPl_WlabykawribRxA,-8.0,alcohol
Gelato Messina (Randwick),B5AdTHj0Rbebra0APpmo6g,-6.348873435601399,"exclusive to eats,ice cream and frozen yogurt,dessert"
Indigo Double Bay,tVng40zSSOuB-1X5FMNRlw,-4.053860894223826,"exclusive to eats,cafe,breakfast and brunch,modern australian"
Spice Thai Cuisine (Coogee),XIflhV2WTweBEimSeHUzsg,-1.2847058823529411,"noodle,asian,rice and curry,thai,salad"
Four Frogs Creperie (Randwick),BPkoXOtbQsm62EE3xY1MgQ,-3.331451414514145,"french,cafe,breakfast and brunch"
Sushi Train (Randwick),6wI8-hVMSa-0ArZgpbVG7Q,0.5033333333333333,"sushi,japanese,family meal"
Cali Press (Bondi Junction),kvDRhgOPVpOGjfq2IiiBeg,-3.443311930405965,"healthy,juice and smoothy,salad,sandwich"
Chat Thai (Randwick),0ej4TCpNR1Gad5R59_jsMQ,-0.8653914664457332,"gluten free friendly,thai,vegetarian friendly,organicproduct"
Myoko Sushi Bar,Q7w1IAZlTj6Osccq38eJAQ,1.9933333333333332,"sushi,asian,japanese"
Jack's Pizzas,KcHh5zNeS1CtS2WNgOPQSQ,-5.337344223966113,"comfort food,italian,pizza"
Kukthai,71cY9moCTs2OlnFkscJhRA,-0.41500000000000004,"asian,thai"
Charing Cross Pizza,LapvgNOwQG-9g2wmk0H-mw,-5.393662250346056,"italian,pizza"
Lebanon and Beyond,QzUkZnhuReq-hiOb027vMw,-6.255000000000001,"middle eastern,lebanese"
Mogo Mogo,BqbmYeHASWmv-gqMvmUlcw,-0.9792238134690499,"gluten free friendly,korean,vegan friendly,vegetarian friendly,sushi,japanese,asian,healthy,rice bowl,salad"
Bonanza Thai,Ij8q6ebyQYaBZVoSNifk8A,-0.41500000000000004,"asian,thai"
Kinjo Japanese Restaurant & Sushi Bar,Ui6DWjMUSc-A0jGW-ubDcw,0.27749999999999986,"sushi,asian,japanese,seafood"
Saigon Summer Randwick,82MElcxqU7KUxKzjzHZ0cA,-2.1999999999999997,"healthy,noodle,vietnamese"
KFC (Randwick),8ZfEDw6uUHGmsp_AzQGTQg,-6.90379488118967,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food"
Bare Naked Bowls (Bondi Beach),ls8DVj_QSL25FMpukd6czQ,-3.4436653560506776,"healthy,vegetarian,vegan friendly"
Golden Bowl (Randwick),X0HoGs4lQ_Ch7q0MTIm5Ww,-0.725,"asian,chinese"
Sugarbaby Cafe Randwick,K2Z7dJPvS4mVHcPKmtBTvg,-5.645350877192983,"cafe,burger"
Maybe Frank Randwick,afT3wktBSdy-5lhb1nzJHw,-5.393662250346056,"italian,pizza"
Chim Chim,q4sb8OCKSRix_C2MB2YWkg,-0.6466666666666666,"asian fusion,thai,chinese"
Akira Sushi,X3OcCzNJWTeiCav0lZeycw,0.8891176470588235,"roll,sushi,japanese,salad"
Funhouse Malatang,NMWdMXTRQvKtAu5ld5IQ0g,-1.9742985144764342,"asian,fish and seafood,chinese"
Pepe's Kitchen,ZvNQqfk9UGKGwWiJaBM1gA,-4.307721097739306,"drink,snack,wrap,sandwich"
Dipsy Bondi,rYw33rluV76h-T3yoYwAsg,-2.429906103286385,"middle eastern,sandwich,african"
Luxe Bar Cafe,htW6WH2mXiWOxZ4bD4sJNg,-5.2816853326428,"australian,breakfast and brunch,burger"
Vigneto Woollahra,2C3OEoQBS72lcIVL2euk-Q,-2.864929577464789,"healthy,pasta,sandwich,allergy friendly"
Johnny Gio's Big Italian Sandwiches (Waterloo),N7uijH7KW96uL1-Gr7OFtw,-3.566829180209462,"italian,modern australian,sandwich"
Baskin Robbins @ HOYTS Entertainment Quarter,rsllS1n4SsyKtbw7eq_aDA,-7.177765486725663,"ice cream and frozen yoghurt,dessert"
Bondi Ramen,_89mLmTHQbO1C172LXvriQ,1.83,japanese
Ezymart (Bronte),dBwEvGKGSnaVMyZu9KSI-A,-7.57,"convenience,everyday essential"
Budget Petrol Eastlakes,uPQvwMfrQzmFZDYwXD6aTg,-7.57,"everyday essential,convenience"
MISHKAT PIZZA & FALAFEL,36FeAF83RsWdzTaArVfnrA,-5.650906536718572,"cheese,pizza,lebanese"
BUN Bondi Junction,XRy2fwxeQ5WZkeZWdRo96Q,-0.39,"asian,vietnamese"
Bitcoffee,GBugIk0aR_CE0hzbhKM_OQ,-6.682553521831569,"hot dog,burger,empanada,mexican"
Luxe Bakery,DI7FvLZZToKFoGarTUWSBg,-3.957765486725664,"dessert,bakery"
Latin Corner,KfDkOosHQ6OTyuk8pCw4cw,-3.504902723735409,"comfort food,latin fusion,street food"
Coogee Bay Supermarket,gScVUGmXRNafLkDjK7WM7A,0.0,
34bondi,h1KGBMVlRxq05hjk5wIfEA,-4.855,"european,australian,tex mex,american"
Spring Street Nook,RH-RQSDPWY6dKdmdnfyNhg,-1.3365727699530516,"drink,roll,sandwich"
Berry 'N' Beans,2XrE6YVVSXKyoDDjDcZV4Q,-4.1960885608856096,"healthy,breakfast and brunch,allergy friendly,juice and smoothy"
Ezymart (Bondi Beach),jqzImTANTf-LTkvmSDkp6Q,-7.57,"convenience,everyday essential"
IGA Xpress Mascot,3TdU02fDTnuGYVUqkWM4fQ,-7.6,convenience
Pho and Go - Vietnamese Street Food,qbIJGwjHSEyhmNMScGEajw,-0.5700000000000001,"asian,noodle,vietnamese"
Jarn Charm Thai Cuisine,C8bIINV1Tqu8MjTe-bAC0A,-0.41500000000000004,"asian,thai"
Can Cava Pintxos,62Neo9mNTgahrZGOenESgQ,-2.598169014084507,"european,spanish,vegetarian friendly"
Somethin'Sweet,5BLxrwqNTXCrJzOaIslauw,-5.518510324483775,"ice cream and frozen yoghurt,dessert,drink"
7 Feasts,mI3SCbdPS6WoLBM-AuxKFg,-3.08,"fast food,allergy friendly,noodle,chinese"
Salsas Fresh Mex (Bondi),nCqIrLzETXq0t8fku2Mxuw,-4.425843042691949,"vegetarian friendly,comfort food,healthy,mexican,family meal"
North Indian Flavour (Bondi Junction),YyTJpt20Q3KfvuZd7ebRuQ,-2.3755555555555556,"indian,family meal,indian curry"
Hom Thai,ZHqnhFU5QvmmZNGk6o2AYA,-0.41500000000000004,"asian,thai"
Thai Tanic 2 U,brIraozCT1CfMbd2WAzCKg,-1.6536770428015564,"asian fusion,asian,comfort food,thai"
Taste Fine Food & Chicken,fozEe8lDSFGbH0sOIgih6w,-5.701339466731075,"chicken,burger,salad"
Taqiza Mexican,8TtRoq27TYeQjf3cwsE7Qw,-3.5366666666666666,"tex mex,taco,mexican"
Tiktok Burgers - Bondi,GTWnyBX7Sq-F41wa2MoP2A,-6.460175438596492,"fast food,allergy friendly,burger,american"
Bondi Junction Cosmopolitan Café,zx3cKhXVRKeb6OZQ33Ytzw,-4.43663881748072,"pizza,cafe,pasta,greek"
Amore Espresso,mytkn27fRqGhM-nNn56JQg,-4.048118081180811,"cafe,breakfast and brunch,gourmet"
Char&Co,eRV2m0BtSSyCNW5XOg8KmQ,-4.371569390402075,"bbq,comfort food,brazilian"
Asia Panda Waterloo,MCfiDampQM-bTrzwQJffnA,-0.735,"asian fusion,asian,noodle,chinese"
Brekkie Green(Coogee),0tp3spcoUNuePmrgBl221Q,-4.224354243542435,breakfast and brunch
Chatime (Bondi Junction Westfields),VqC1uOgBQ_K4Kiq4fq1E-A,-4.664155076701049,"exclusive to eats,bubble tea,dessert,asian"
Shalom Sydney Restaurant (Kingsford),j84Es737RqS41XXgpTXBKA,-2.309957446808511,"indonesian,noodle,chicken,allergy friendly,rice bowl"
Mikeys Burgers and Phillys,Gt5Doo7PQ3qFpaAvvG4dVg,-6.218799289908686,"chicken,comfort food,burger,family meal"
China Baba,cCDOvudaSHeg0EpvqKjZrg,-2.2249027237354086,"asian,comfort food,chinese"
The Ribshack,cXiJz4LRSkum3UVM0eDCOw,-4.430233918128655,"australian,steak,burger"
HD Chinese BBQ,zgPEF4cVTW-jznGbW-c55Q,-2.2249027237354086,"comfort food,asian,chinese"
"Siam Bowls (Randwick, NSW)",6_WrwRnAWzqnRV7GnzoLFw,-0.6699999999999999,"asian fusion,asian,chinese"
Carbon Mexican Woodfire,zYC2Gce4TRGoGAX-f5zrMA,-3.7782360570687423,"taco,comfort food,mexican"
