uber_Name,google_Name,jelly,fuzzy,uber_full_address,google_full_address,google_cid,uber_id
Eastgardens Burgers,Hillsdale Burgers,1.0,100.0,"152 bunnerong rd, eastgardens, NSW 2036","39 rhodes st, hillsdale, NSW 2036",a12422630750572024588,GYxKFgihQjKC_QsYVsqxCA
Soul Origin (Marrickville Metro),Soul Origin Marrickville Metro,1.0,100.0,"12345 soul origin marrickville, marrickville, NSW 2204","kiosk 3/34 victoria rd, marrickville, NSW 2204",a12397366602917787514,1EmK95U4TCy1yWSGZYL--w
Rose Valley Canteen,Rose Valley Canteen,1.0,100.0,"6 rose valley way, zetland, NSW 2017","12345 rose vly wy, zetland, NSW 2017",a11536713250358827383,YfDSAQluRTy2xmmYu7wq1g
Ginza Izakaya,Ginza Izakaya Parramatta,1.0,100.0,"330 church st, parramatta, NSW 2150","330 church street shop8(ground floor of meriton suites, parramatta, NSW 2150",a10144687635361183144,Lfn3GMMZTbeAr94F7zieuw
Oliver Brown (Auburn),Oliver Brown Auburn,1.0,100.0,"12345 oliver brown auburn, auburn, NSW 2144","12345 auburn central shopping centre, auburn, NSW 2144",a4663188655748608829,qLoMqG_DTRS7PCgY2jB25Q
KFC (Rosehill),KFC Rosehill,1.0,100.0,"12345 corner hassall st & james ruse drive, rosehill, NSW 2142","111 hassall st, rosehill, NSW 2142",a13942565472043941271,xqalOAe9VF-x_vxMhgMHog
Thai La-Ong Parramatta,Thai La-Ong - Parramatta,1.0,100.0,"279-281 church street, parramatta, NSW 2150","shop 3/140 marsden st, parramatta, NSW 2150",a12172897496803535564,Ymu4jjQVRh2v0eVjEU4KGw
Sushi Hub (Parramatta),Sushi Hub Parramatta,1.0,100.0,"kiosk 547, parramatta, NSW 2150","kiosk k547/159-175 church st, parramatta, NSW 2150",a3059789875648411517,wKCbcGugR9mw8XO-mrIwFg
Urban Dessert House,Urban Dessert House,1.0,100.0,"shop q4, auburn, NSW 2144","shop 4/57-59 queen st, auburn, NSW 2144",a10817629154546504937,KrN7pbRXSEaWRgMUWhUYrg
Sushi Musa Parramatta,Sushi Musa Parramatta,1.0,100.0,"shop 2183, parramatta, NSW 2150","159/175 church st, parramatta, NSW 2150",a2172209771678879832,iWoy8UhYToyYg-4_0zWHnw
Couchfood (Rydalmere) Powered by BP,bp Truckstop,1.0,100.0,"12345 bp rydalmere, rydalmere, NSW 2116","12345 clyde st, rydalmere, NSW 2116",a17931598969705890037,D2YlNBKpRyCTJzWmXIDYiQ
No.1 Malatang (Parramatta),NO.1 Malatang Parramatta,1.0,100.0,"159 church street westfield parramatta shop 1153, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a2795499809016740671,gZJAEPH0TaKn3z90qS2d6A
The Gozleme Co (Merrylands),The Gozleme Co Merrylands,1.0,100.0,"12345 stockland merrylands shop ping centre, merrylands, NSW 2160","42 neil st, merrylands, NSW 2160",a3253409464552613007,aCgNzOOcQV6V7dz0NF6aUQ
Thai Away,Thai Away,1.0,100.0,"shop q4, auburn, NSW 2144","shop 4/57-59 queen st, auburn, NSW 2144",a3896731579772001545,NCwj3wOhTCSitvg4B32Aog
Na Thai Town,Na Thai Town,1.0,100.0,"12345 westfield parramatta, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a9228267712936989349,CzfyVSeNTwytBAspWH596A
Betty's Burgers (Parramatta),Betty's Burgers,1.0,100.0,"12 darcy st, parramatta, NSW 2150","tenancy 4/01 12 darcy st, parramatta, NSW 2150",a14444864660804144021,zyXLGVwjQ8SOyDWEWQmLVg
Dessert Store Mays Hill,7-Eleven Pendle Hill,1.0,100.0,"149 great western hwy, sydney, NSW 2145","12345 bungaree rd, pendle hill, NSW 2145",a4357175005139337425,MmR4Sbb8T12fb9mCqxLG6g
Dessert Store Greystanes,7-Eleven Pendle Hill,1.0,100.0,"2-4 kippas street, greystanes, NSW 2145","12345 bungaree rd, pendle hill, NSW 2145",a4357175005139337425,BF0NtMEXQaeLFvS_HASgMg
Hot Star Large Fried Chicken (Auburn),Hot Star Large Fried Chicken,1.0,100.0,"12345 auburn central, auburn, NSW 2144","12345 queen st, auburn, NSW 2144",a6219141410541639039,BdyqIOezTPimYEKQZoO0Hg
Sharetea (Parramatta WSU),Sharetea Parramatta,1.0,100.0,"retail 3, parramatta, NSW 2150","1169/159-175 church st, parramatta, NSW 2150",a1515062815230183878,S9rdY5wYRQa1LAjRI_FgPQ
Universal Burger Co,Universal Burger Co. Auburn,1.0,100.0,"12345 reading cinemas auburn, auburn, NSW 2144","1a/100 parramatta rd, auburn, NSW 2144",a13119807672532343571,wlb-3LWORRK_4EPVeQbz0g
Max Brenner - Parramatta,Max Brenner - Parramatta,1.0,100.0,"shop 2187, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a7287443510140556722,mfstmdZLS7Guv54VHHD-2g
Chawpatee Food Corner,Chawpatee Food Corner,1.0,100.0,"79 marion street, harris park, NSW 2150","12345 les burnett ln, harris park, NSW 2150",a2760992374146964663,sdLLVOFTXvaYZ_fCiF336A
Coffee House Granville,Coffee House Granville,1.0,100.0,"12345 granville nsw, granville, NSW 2142","12345 memorial dr, granville, NSW 2142",a2667010082481097655,NOPdRrkbSViYEmvnNhazdA
Mr Bing,Mr Bing,1.0,100.0,"57-59 queen street, auburn, NSW 2144","12345 auburn central shopping centre, auburn, NSW 2144",a9564579265147673733,vun5GyLeU6q2z4Ne-AvLwQ
KERVAN CAFE & GRILL,KERVAN CAFE & GRILL,1.0,100.0,"272 woodville road shop #5, guildford, NSW 2161","272/274 woodville rd, guildford, NSW 2161",a3738670446259001781,EnOW99pTR-a8pzkyMo2Vtw
Bakers Delight (Merrylands),Bakers Delight Merrylands,1.0,100.0,"shop 1046, merrylands, NSW 2160","199-201 pitt st, merrylands, NSW 2160",a419121416209222943,vVEsZ41OWPyynk3cumdaRA
JEMMAS Convenience Store,Jemmas Convenience Store,1.0,100.0,"shop 3, telopea, NSW 2117","shop 3/1-6 benaud pl, telopea, NSW 2117",a8410480556735239810,gUzUDKOCXw6iCSydkc-JRA
Nene Chicken (Parramatta),Nene Chicken Parramatta,1.0,100.0,"shop 4071 westfield parramatta, parramatta, NSW 2150","shop 4071 westfield, parramatta, NSW 2150",a4829806096944080409,SGhlPQHCVsmGNrmZnmGo8w
Eat Indian,Eat Indian,1.0,100.0,"175 church street, parramatta, NSW 2150","13 marsden st, parramatta, NSW 2150",a17294592671510775738,b03Ya5SmXT-HBWC-imr8FA
Ezymart (Parramatta),EzyMart,1.0,100.0,"30 hunter st, parramatta, NSW 2150","5/186 church st, parramatta, NSW 2150",a14285164284415344256,dH4JxYZ_RJWYx93mp1LSfw
Ezymart (Westmead),EzyMart,1.0,100.0,"12345 ezymart westmead, westmead, NSW 2150","5/186 church st, parramatta, NSW 2150",a14285164284415344256,wnLJu2_xTP-q-EauU0kLaw
Yees Yogurt,Yees Yogurt Westfield Parramatta,1.0,100.0,"175 church st, parramatta, NSW 2150","1172a /26 westfield, parramatta, NSW 2150",a14596615428952203218,GID4rsVDQFKL-ysYeY8MoA
Sehaj Indian Food and Sweets Westmead,Sehaj Indian Food and Sweets,1.0,100.0,"2/163 hawkesbury rd, westmead, NSW 2145","336 great western hwy, wentworthville, NSW 2145",a2551017037971201326,FGUSGxYgTaGCDc6Q-OWw7g
Sehaj Indian Food and Sweets Wentworthville,Sehaj Indian Food and Sweets,1.0,100.0,"103 lane st, wentworthville, NSW 2145","336 great western hwy, wentworthville, NSW 2145",a2551017037971201326,v8QFVApeR2aBj3ftFHXNEw
Soul Origin (Parramatta Westfield L5),Soul Origin Parramatta Westfield L5,1.0,100.0,"shop 5066, parramatta, NSW 2150","shop 5066/159 church st, parramatta, NSW 2150",a1351746062600318011,f2fJluqmQ1K31uWRFWRVdw
Roll'd (Parramatta),Roll'd Parramatta,1.0,100.0,"shop 4071 westfield parramatta, parramatta, NSW 2150","shop 4071/158-175 church st, parramatta, NSW 2150",a12884736275682239806,3syKWAufTJCf6EYa_tL75Q
Subway (WSU Parramatta),Subway,1.0,100.0,"12345 james ruse dr, rydalmere, NSW 2116","1 brodie st, rydalmere, NSW 2116",a16704720332308731385,owAjeRBKRWu93XOaKV_ngg
Top Taste Thai,Top Taste Thai,1.0,100.0,"12345 pitt st, merrylands, NSW 2160","12345 stockland mall, merrylands, NSW 2160",a10930017332032645213,K0uzaEyGQk-7HrEraU2bbA
Starbucks (Parramatta),Starbucks Parramatta,1.0,100.0,"shop 2174, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a5162756935112612917,WFZYHZLrRq6bcqgA7DIu8w
The Coffee Emporium (Merrylands),The Coffee Emporium Merrylands,1.0,100.0,"12345 stockland merrylands, merrylands, NSW 2160","12345 mcfarlane st, merrylands, NSW 2160",a226370861589866060,dUPHJiV6S_mBubNTQ0CwXg
Baked & Co Merrylands,BAKED &CO,1.0,100.0,"12345 merrylands nsw, merrylands, NSW 2160","1 pitt st, merrylands, NSW 2160",a679284755630537198,HG88JUpITxOKOL2efSYmfw
Mumbai Express Parramatta,Mumbai Express,1.0,100.0,"level 5, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a12885301656313628986,KIOkhNa-XYeojjT6V6ZWzw
PEIJIE HOTPOT,Peijie Hotpot Auburn 珮姐火锅,1.0,100.0,"57-59 queen street, auburn, NSW 2144","12345 auburn central shopping centre, auburn, NSW 2144",a11327053730702511176,XqT8nmLdSDSvraSUGk_3ow
Premium BBQ Station,Premium BBQ Station,1.0,100.0,"shop 5059 westfield parramatta level 5 food court, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a16770147088605385199,ENEOXayIRrmfg_1E5W2CTQ
No 1 Malatang,NO.1 Malatang Merrylands,1.0,100.0,"12345 ground, merrylands, NSW 2160","1068 mcfarlane st, merrylands, NSW 2160",a10239598091289890263,ZW2Dy4M-WKej7z0hPgbOAg
Lime Line Cafe,Lime Line Cafe Parramatta,1.0,100.0,"shop 2, parramatta, NSW 2150","1 smith st, parramatta, NSW 2150",a954216992825805194,ERN4UHFiVhGsTWae6JNHKQ
Master Hot Pot Auburn,麻辣大圣 Master Hot Pot Auburn,1.0,100.0,"150 south parade, auburn, NSW 2144","150 s parade, auburn, NSW 2144",a5614022279499729474,7Jxi7lXHTX6WapiGsM6EJA
Meze Turkish Street Food,Meze Turkish Street Food Merrylands,1.0,100.0,"1 mcfarlane st, merrylands, NSW 2160","303 merrylands rd, merrylands, NSW 2160",a3376004254999361913,wGGs8WPVTr2T7ihimY3Uzw
Pila Pila Restaurant,Pila Pila Restaurant Merrylands,1.0,100.0,"11/254 terminal pitt street, merrylands, NSW 2160","11/254 pitt st, merrylands, NSW 2160",a3883203564251822611,_cKNg9N7Vmmz0iimeDCWXA
Master Jalebi,Master Jalebi,1.0,100.0,"61 marion street, harris park, NSW 2150","70 wigram st, harris park, NSW 2150",a5603964342505869003,HlsvYlkySmCD2awmPCI5Ug
Xcel Roll - Parramatta,Xcel Roll,1.0,100.0,"42 george street, parramatta, NSW 2150","52 macquarie st, parramatta, NSW 2150",a4451602875497610103,yrY7qbOGU1CEFXRiW6CXSw
LeWrap (Merrylands),LeWrap Merrylands,1.0,100.0,"12345 merrylands stockland shop ping centre, merrylands, NSW 2160","12345 mcfarlane st, merrylands, NSW 2160",a8316307736176194040,UhcVZPmGSZq85KifB7QOAg
Mamak (Parramatta),Mamak Parramatta,1.0,100.0,"shop 6.02 parramatta square, parramatta, NSW 2150","10 darcy st, parramatta, NSW 2150",a9834177072911936457,7E-rDdoyQs2_CqlqHIYlHA
Piccolo Me (Silverwater),Piccolo Me Silverwater,1.0,100.0,"13, silverwater, NSW 2128","13/1 millennium ct, silverwater, NSW 2128",a5932128202591733116,CZyEsthTRM-U1qoG91TE6w
Fish & Chix (Merrylands),Fish & Chix - Merrylands,1.0,100.0,"12345 pitt street & mcfarlane street, merrylands, NSW 2160","1090 mcfarlane st, merrylands, NSW 2160",a18352444681569671624,VHpLFLv9QKWe43wzfcWTGQ
Soul Origin (Merrylands Stockland),Soul Origin Merrylands Stockland,1.0,100.0,"12345 stocklands merrylands, merrylands, NSW 2160","1 mcfarlane st, merrylands, NSW 2160",a11147660294781673151,HcMFbMxqUWKoTa0Ays1o4g
Dundas Pizza,Telopea Pizza,1.0,100.0,"20 station st, dundas, NSW 2117","6 benaud pl, telopea, NSW 2117",a5048270332249860861,8u3nA6hQQx6dLOGJI8hmMA
River Cafe (Parramatta),River Cafe Parramatta,1.0,100.0,"shop 9, parramatta, NSW 2150","9/330 church st, parramatta, NSW 2150",a7305147633734325586,WFXYk3MAVU-FCIg8K3M0hA
Piccolo Me (Woodville Rd),"Piccolo Me, Woodville Rd",1.0,100.0,"shop 4, guildford, NSW 2161","shop 6/274 woodville rd, guildford, NSW 2161",a10513530473306159314,tpJFYErCXZmiCiz-mdBbXQ
Urban Jungle Cafe Parramatta,Urban Jungle Cafe,1.0,100.0,"shop 1149, parramatta, NSW 2150","159-175 church st, parramatta, NSW 2150",a4390174122894106254,YPdcngXrXJuaJCqWJ-Lc_Q
The Escape Cafe,The Escape Cafe Merrylands,1.0,100.0,"12345 stockland mall, merrylands, NSW 2160","shop 1059/1 mcfarlane st, merrylands, NSW 2160",a17274328734672385536,afliKG8yR06Labt0uXaf8g
Yummy Rolls,Yummy Rolls,1.0,100.0,"shop 146, silverwater, NSW 2128","79-87 beaconsfield st, silverwater, NSW 2128",a6787570363940349255,zVmYY-ufU3epa0tHyslUzw
Two Jays Premium Burger Bar (Parramatta),Two Jays Premium Burger Bar Parramatta,1.0,100.0,"shop 2a, parramatta, NSW 2150","12345 union st, parramatta, NSW 2150",a2800138156028587529,qNAaQ003QfimaJdkNyHzqQ
Atlantic Fish and Chips (Parramatta),Atlantic Fish & Chips,1.0,100.0,"12345 westfield parramatta, parramatta, NSW 2150","1132a/159-175 church st, parramatta, NSW 2150",a16627466271392677365,7F4qy8TnTG-H5Pp0U1O_tw
Into Laksa (Mascot),"Into Laksa, Mascot",1.0,100.0,"256 coward street shop 5, mascot, NSW 2020","shop 5/256 coward st, mascot, NSW 2020",a17129769505065879882,GmrJJVS-SEq-Nw2_5EydIg
Yan Restaurant,Yan Restaurant,1.0,100.0,"2 willis st, wolli creek, NSW 2205","g03/19 arncliffe st, wolli creek, NSW 2205",a10374574307792112930,bGUuhJSqSSur2Xy3GvZb0w
CoCo Fresh Tea & Juice (Wolli Creek),CoCo Fresh Tea & Juice Wolli Creek,1.0,100.0,"shop 13, wolli creek, NSW 2205","shop 13/5 brodie spark dr, wolli creek, NSW 2205",a112516940529879326,LsqUONE-Vku29U1eMaMVBg
Bexley Wraps and Burgers,Bexley Wraps & Burgers,1.0,100.0,"469 forest rd, bexley, NSW 2207","3 stoney creek rd, bexley, NSW 2207",a9766200418812589015,irXkOCcRl-E-MTaYtXogw
Ampere Coffee,Ampere Coffee Arncliffe,1.0,100.0,"12345 arncliffe nsw, arncliffe, NSW 2205","1 firth st, arncliffe, NSW 2205",a2688897763035365153,c4hSXG8PRTKe34XHLQFWGQ
McDonald'sÂ® (Cremorne),McDonald's,1.0,100.0,"12345 cnr military road & winnie street, cremorne, NSW 2090","12345 winnie st, cremorne, NSW 2090",a11817039774711376815,AmAXTMEoTlqhs0qwUPNlyw
Grill'd (Neutral Bay),Grill'd Neutral Bay,1.0,100.0,"24 young st, neutral bay, NSW 2089","24 grosvenor st, neutral bay, NSW 2089",a15940108524818884871,9qASpsEfQJqfKuFXCwKrWw
Couchfood (Mosman Connect) Powered by BP,bp,1.0,100.0,"12345 bp mosman connect cnr avenue rd, mosman, NSW 2088","12345 cowles rd, mosman, NSW 2088",a4065003414385987134,shdch6XxRg6oESEuiLEY7A
Everyday by BP (Mosman Connect),bp,1.0,100.0,"12345 bp mosman connect, mosman, NSW 2088","12345 cowles rd, mosman, NSW 2088",a4065003414385987134,ZTFkIfEvRLONp6sDZ1GB2g
Couchfood (Mosman Ourimbah Rd) Powered by BP,bp,1.0,100.0,"12345 bp mosman express ourimbah rd, mosman, NSW 2088","12345 cowles rd, mosman, NSW 2088",a4065003414385987134,Y7F2f0SWQkiSRLJc0dliGw
Gelatissimo (Kirribilli),Gelatissimo Kirribilli,1.0,100.0,"12345 gelatissimo kirribilli, kirribilli, NSW 2061","shop 1/19 broughton st, kirribilli, NSW 2061",a11976290564143770653,2zS_uGEtQeuQd5YHw4StjQ
Din Tai Fung (North Sydney),Din Tai Fung,1.0,100.0,"shop p45, north sydney, NSW 2060","36 blue st, north sydney, NSW 2060",a11056338859473079419,Kqz0VsXMR4esJy5C1De_Bw
Bangkok On Walker,Bangkok on walker,1.0,100.0,"shop 2, north sydney, NSW 2060","shop 2/107 walker st, north sydney, NSW 2060",a10262901705789875368,wxeYJtHOTQmUjZQvuWCEgA
Mirchi North Sydney,Mirchi,1.0,100.0,"36 blue st, north sydney, NSW 2060","36 greenwood plaza, north sydney, NSW 2060",a5177140429474995078,kH9LvYtFTV2j6wS6kCG8Zg
Sunny Seafood Restaurant (North Sydney),Sunny Seafood Restaurant North Sydney 偉洋海鮮酒樓,1.0,100.0,"shop 18, north sydney, NSW 2060","12345 northpoint tower, north sydney, NSW 2060",a6786537841871292601,i57C7x9kU4i7Tqh34U79kA
Thai Nine,Thai Nine,1.0,100.0,"3 myahgah rd corner of vista st, mosman, NSW 2088","8/3 vista st, mosman, NSW 2088",a12540351306248026382,dGLEOUkZRT-Z7PX1U2ZU3g
Chat Thai (Neutral Bay),Chat Thai - Neutral Bay,1.0,100.0,"shop 4 the grove, neutral bay, NSW 2089","5/166-174 military rd, neutral bay, NSW 2089",a11398729679842421228,ehJBxmG6RTKcNVT-YbgosA
Sushi Hub (Neutral Bay),Sushi Hub Neutral Bay,1.0,100.0,"shop 2, neutral bay, NSW 2089","shop 2/116 military rd, neutral bay, NSW 2089",a10237253727191713242,NuOOXVJWXZawZUOpRoBCiA
Mani Restaurant,Mani Restaurant,1.0,100.0,"shop 1, milsons point, NSW 2061","shop 1/118 alfred st s, milsons point, NSW 2061",a15923666830115383107,9xFekUl0S66mBK1nHRz8NA
Fishbowl (Northpoint),FISHBOWL - Northpoint,1.0,100.0,"12345 northpoint, north sydney, NSW 2060","100 miller st, north sydney, NSW 2060",a4411130028264501710,cwjopzd0TeGGRQkDH_tzUA
Oporto (Greenwood Plaza),Oporto Greenwood Plaza,1.0,100.0,"shop fc07 greenwood plaza 36 blue st north sydney, north sydney, NSW 2060","36 blue st, north sydney, NSW 2060",a17090663460709782752,zXL7jKjBX0-1LY2oxcWPCA
Bakers Delight (Neutral Bay),Bakers Delight Neutral Bay,1.0,100.0,"12345 bakers delight neutral bay, neutral bay, NSW 2089","14/202-212 military rd, neutral bay, NSW 2089",a13957429114312062358,ZxhD2wrRS_SPyCqkgJfimg
Noodle Chef King,Noodle Chef King,1.0,100.0,"shop 10fc, north sydney, NSW 2060","fc10/36 blue st, north sydney, NSW 2060",a16707924703694154984,8IIHWptAW06WvHmZl7tpIg
Muffin Break (Greenwood Plaza),Muffin Break Greenwood Plaza,1.0,100.0,"12345 greenwood plaza, north sydney, NSW 2060","36 blue st, north sydney, NSW 2060",a6485722738626377595,LYO-K_MTRhqwQdkErnVn4A
Banana Blossom (Neutral Bay),Banana Blossom Neutral Bay,1.0,100.0,"shop g02, neutral bay, NSW 2089","shop g02/136 military rd, neutral bay, NSW 2089",a13159529411815056805,6Bb8h0VYUEGtRD7WXGnnRg
Top Juice (Greenwood),Top Juice Greenwood,1.0,100.0,"greenwood plazakiosk mm09/36 blue streetnorth sydney, north sydney, NSW 2060","mm09/36 blue st, north sydney, NSW 2060",a4232662083424997015,5njZ9XysTB2H1QTDeEgrwQ
Sharetea (North Sydney),Sharetea North Sydney,1.0,100.0,"36 blue st, north sydney, NSW 2060","36 blue st shop m42, north sydney, NSW 2060",a12588886854479104273,ZlZBz1PTRCyYC0NP14mjKg
Miller's Kitchen Cammeray,Miller's Kitchen Cammeray,1.0,100.0,"shop 17 & 18, cammeray, NSW 2062","shop 18/450 miller st, cammeray, NSW 2062",a8222564407833443139,G0hQSaFVRPy-f09CZX12rw
Grill'd (Charlestown),Grill'd Charlestown,1.0,100.0,"12345 grill'd charlestown, charlestown, NSW 2290","30 pearson st, charlestown, NSW 2290",a7951570629584597238,aF7IcM0TT06jyEnDamOr_g
Pizza Hut (Jesmond),Pizza Hut Jesmond,1.0,100.0,"18 bluegum road, jesmond, NSW 2299","18 blue gum rd, jesmond, NSW 2299",a16167133474168207578,ReOk37EqQSSa1o0N5OWENw
Sushi Musa Charlestown,Sushi Musa,1.0,100.0,"shop l1/1030, charlestown, NSW 2290","shop 1030/level 1/30 pearson st, charlestown, NSW 2290",a1698698984139109152,dcuBouAyQqmBSJq7E7bdHw
Lees Yum Cha,Lee's Yum Cha,1.0,100.0,"30 pearson street, charlestown, NSW 2290","30 pearson street l 2001-2002 (the corner) (opposite the chemist warehouse, charlestown, NSW 2290",a15892575214309954533,I7G7K_0U7aGp83qLNgsiA
San Churro (Kotara),San Churro Kotara,1.0,100.0,"12345 westfield kotara, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a9013220446218616599,jKtiGiU1SqOkEUb3cErCYw
Boss Burgers,Boss Burgers,1.0,100.0,"88 lambton road, broadmeadow, NSW 2292","12345 broadmeadow rd, broadmeadow, NSW 2292",a11327746417875544629,CTlNsDFgT7-8jWK_WXI1IQ
Foodary (Hamilton Tudor St) by Ampol,Ampol Woolworths MetroGo Hamilton,1.0,100.0,"59-63 tudor st cnr gordon ave, hamilton, NSW 2303","12345 gordon ave, hamilton, NSW 2303",a18049797490443591497,Znkt1eS2TU2CEvAsYeYGDQ
Dumpling Land Wallsend,Dumpling Land,1.0,100.0,"24 kokera street, wallsend, NSW 2287","wallsend village（shop11b next to greater bank, wallsend, NSW 2287",a8642063208180172436,FhI-mMTDQdWfziBqOtIHnA
Chicken Mate Gourmet Bar,Chicken Mate gourmet bar,1.0,100.0,"1053 westfield cnr park ave & nottcott drive, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a13546868303152667649,W1ngmiraS72Uroaa39-NcQ
Kinn Thai Restaurant Kotara,Kinn Thai Restaurant Kotara,1.0,100.0,"12345 westfield kotara, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a13230560866048168900,_UvSfDAfTXicbkNhBcCL8g
Pie Face (BP Wallsend),Pie Face,1.0,100.0,"12345 pie face bp wallsend, wallsend, NSW 2287","103 newcastle rd, wallsend, NSW 2287",a12224756476767719234,Teg8d5EMRlKNrXTBi-ORyA
Burger Project (Charlestown),Burger Project Charlestown,1.0,100.0,"12345 the bavarian charlestown, charlestown, NSW 2290","shop l01/103/30 pearson st, charlestown, NSW 2290",a4074118501117380440,ltzd4FDrSkeMSD6OOME0xw
Krispy Kreme (Charlestown Square),Krispy Kreme,1.0,100.0,"l01, empty, NSW 0000","sydney nsw 2020, australia, NSW 0000",a10007385280837618119,HLuxh1IyVOGiZOo2DrTfmQ
Taco Bell (Jesmond),Taco Bell Jesmond,1.0,100.0,"shop 60, jesmond, NSW 2299","28 blue gum rd, jesmond, NSW 2299",a14799037597713795529,Wap51kt3VWeqt2t8xjX-yg
Criniti's (Kotara),Criniti's Kotara,1.0,100.0,"3/75-89 park ave, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a16223438350193183312,c0yN_lqMT-2L4pLgevMJiA
The Grateful Thai,The Grateful Thai,1.0,100.0,"level 1, charlestown, NSW 2290","30 pearson st, charlestown, NSW 2290",a2773375555008248078,5sA7ur-wXQmrxAdt_0StZA
Oliver Brown (Charlestown),Oliver Brown Charlestown Square,1.0,100.0,"12345 charlestown square, charlestown, NSW 2290","30 pearson st, charlestown, NSW 2290",a7181539765002117257,nQN9n6z6U1i-Peb-F6gELg
Bakers Delight (Lake Macquarie),Bakers Delight Lake Macquarie,1.0,100.0,"12345 bakers delight lake macquarie, mount hutton, NSW 2290","14 wilsons rd, mount hutton, NSW 2290",a2799999287528104304,jP3EGbuITLegOzMWaBybDQ
Absolute Thai (Kotara),Absolute Thai Kotara,1.0,100.0,"kiosk fc k05 corner park avenue &, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a9669978040139759969,F524-v7tQI26RBki_QoNGg
R-HARN THAI EATERY,R-Harn Thai Eatery,1.0,100.0,"14 blue gum road jesmond, jesmond, NSW 2299","14 blue gum rd, jesmond, NSW 2299",a15687486537608348095,b_dGVG20ShGuQbwMcFd1-g
Kai Dumpling Restaurant,Kai Dumpling Restaurant,1.0,100.0,"shop 12, newcastle west, NSW 2302","12345 parry st, newcastle west, NSW 2302",a9350321214632264462,UMpNCDcyRaGdHvpgVUcJIA
Liquorland (Broadmeadow),Liquorland,1.0,100.0,"12345 corner belford street and blackall street, broadmeadow, NSW 2292","12345 blackall st, broadmeadow, NSW 2292",a8459685651065712207,c-XKpXXAWX6vn6ZrAQ0_qg
Yogurberry (Glendale),Yogurberry Glendale,1.0,100.0,"shop 036, glendale, NSW 2285","shop 36/387 lake rd, glendale, NSW 2285",a10157425142978895228,ToqT6I3EU5-0jUcPc4qtzQ
Burg Street,Burg Street,1.0,100.0,"shop 75, jesmond, NSW 2299","shop75/28 blue gum rd, jesmond, NSW 2299",a12659777054227323149,2IAEcQ1sQc20PTDYOL4zLw
DiRoma Pizzeria (Merewether),DiRoma Pizzeria (Merewether),1.0,100.0,"144 glebe road diroma pizzeria, merewether, NSW 2291","144 glebe rd, merewether, NSW 2291",a482093573775230070,H-1CJn_IRWqEuCNID6lfoQ
Nando's (Kotara),Nando's Kotara,1.0,100.0,"3003 northcott dr & parkavenue, kotara, NSW 2289","shop 3003 park ave, kotara, NSW 2289",a8145939065126013019,t4C_43iQSwi1qxlaJirdTQ
Cafe CINO,Cafe CINO,1.0,100.0,"shop 23b 24 corner of kokera and, wallsend, NSW 2287","12345 cowper st, wallsend, NSW 2287",a6679496627632657682,wRVnqnSvUNKIxNhEqj0-iA
Schnitz (Charlestown Square),Schnitz Charlestown Square,1.0,100.0,"12345 charlestown square, charlestown, NSW 2290","l02/2046 pearson st, charlestown, NSW 2290",a9121125081207534373,c0yNKr2OT4WenPA87krUdw
Donut King (Glendale),Donut King,1.0,100.0,"kiosk 2 stocklands glendale, glendale, NSW 2285","387 lake rd, glendale, NSW 2285",a6581202496938452995,x8WSf2KzUeSW8KrgraLpNw
Oporto (Charlestown Square),Oporto Charlestown,1.0,100.0,"12345 charlestown square shop ping centre, charlestown, NSW 2290","shop/2040 smart st, charlestown, NSW 2290",a898940266446351781,4IGEXidZR7KUUNLqXOVI7g
Bao Brothers Kotara,Bao Brothers Kotara,1.0,100.0,"shop fck002/89 park avenue, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a2714380750082253056,wBqLUqWkS5KeBo2W5QF3Cw
Zambrero (Kotara),Zambrero Kotara,1.0,100.0,"fc02 westfield kotara cnr northcott dr & park ave, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a13202529675540474201,5pZTdYqYSR6pY0QSGn2NXw
Supreme Espresso,Supreme Espresso,1.0,100.0,"shop 1029 a/30 pearson street, charlestown, NSW 2290","shop 1029a/30 pearson st, charlestown, NSW 2290",a7829586724414626799,qpnZGh4ZWKKTogLLhGKa0Q
Chatime (Charlestown),Chatime,1.0,100.0,"shop no. l02 k209, charlestown, NSW 2290","30 pearson st, charlestown, NSW 2290",a9667544771997514195,2HeelnNnRRCEPTL7yMR6kg
Fifi La Femme,Fifi La Femme,1.0,100.0,"12345 westfield kotara, kotara, NSW 2289","12345 northcott dr, kotara, NSW 2289",a4057723842929748580,kc-J7A9qQH-tD260Tnut9g
