uber_Name,google_Name,jelly,fuzzy,uber_full_address,google_full_address,google_cid,uber_id
Stuzzichino At La Piazza,Stuzzichino,0.8916666666666666,62.85714285714285,"8 greenfield parade, bankstown, NSW 2200","8 greenfield parade, bankstown, NSW 2200",a8844588175346904825,4DAkRG9iSFWOUnL4LbSSHw
Al Aseel Bankstown,Al Aseel Restaurant Bankstown,0.8842105263157894,59.25925925925925,"8 greenfield parade, bankstown, NSW 2200","8 greenfield parade, bankstown, NSW 2200",a18064914701755792464,GP8E4cj_UyyxULVl6VoVRA
Sweet City,Sweet City Cafe,0.9333333333333332,80.0,"232 south terrace, bankstown, NSW 2200","shop 1/232 south terrace, bankstown, NSW 2200",a17913444823523419844,NlPLlIfcQaiI5SRusdjV9g
Pho Song Huong (formerly Gia Hoi),Pho Song Huong Bankstown,0.8903225806451613,62.22222222222222,"299 chapel rd, bankstown, NSW 2200","299 chapel rd, bankstown, NSW 2200",a2239307635832460790,y5NeXayGQz6UNRM4ayOcPw
SeaSweet Patisserie (Bankstown),SeaSweet Patisserie,0.9310344827586208,79.16666666666666,"100 waterloo road, greenacre, NSW 2190","100 waterloo rd, greenacre, NSW 2190",a15494609971740062485,1MSctShPR7qBIy6nWbW_eg
Iki Sushi Bankstown,IKI Sushi & Grill,0.8947368421052632,64.28571428571428,"462 chapel rd, bankstown, NSW 2200","shop g20/462 chapel rd, bankstown, NSW 2200",a11910968339434257479,i78svrrQRgSN8LrXzznRMQ
Hot Pot City,Hotpot City,0.9381313131313131,95.65217391304348,"462 chapel rd, bankstown, NSW 2200","ground floor shop 22/462 chapel rd, bankstown, NSW 2200",a12236351234694963172,DM5nHQPFQaa2CEkBVleNyQ
Chef's Dynasty,Chef's Dynasty Yum Cha,0.923809523809524,76.47058823529412,"301/462 chapel rd, bankstown, NSW 2200","301/462 chapel rd, bankstown, NSW 2200",a14115962402597920360,gEUqj2HRSWWgehsLZEmbyA
Al Aseel Greenacre,Al Aseel Restaurant Greenacre,0.8842105263157894,59.25925925925925,"183 waterloo rd, greenacre, NSW 2190","183 waterloo rd, greenacre, NSW 2190",a1145601776718746037,C69lL_J-Su6NLYCfhlbntA
AL ASALA BAKERY,Asala Bakery,0.865,88.88888888888889,"207a miller rd, bass hill, NSW 2197","207a miller rd, bass hill, NSW 2197",a18232231591004362928,ZZXc-UMOQKe32rFC2Ls-ow
Lazeez Lebanese Restaurant,Lazeez Lebanese Cuisine,0.9177591973244148,61.224489795918366,"753 hume highway, bass hill, NSW 2197","753 hume hwy, bass hill, NSW 2197",a9631266548067762802,EqYMrQp1TJG-ZJShGRdotg
Mafi Metlo Pizzeria (Bass Hill),Mafi Metlo Bass Hill,0.9052631578947368,68.96551724137932,"753 hume hwy, bass hill, NSW 2197","5/753 hume hwy, bass hill, NSW 2197",a2546983346853531678,NCDqtg3uQyWGovN-GfjdyA
Sharetea (Bass Hill Plaza),Sharetea Bass Hill,0.9142857142857144,72.72727272727273,"753 hume highway, bass hill, NSW 2197","753 hume hwy, bass hill, NSW 2197",a2836312325876959648,Rpti1bN5SDmHvuA_-2RPRA
Basted (Bass Hill),Broaster Bass hill,0.8375000000000001,71.42857142857143,"shp 4/753 hume highway, bass hill, NSW 2197","shop 72/753 hume hwy, bass hill, NSW 2197",a15828942445743114119,p2CkqzEaWYyvnRC9xtBMEw
Wendy's Milk Bar (Bass Hill),Wendy's Bass Hill,0.88,57.14285714285714,"753 hume hwy, bass hill, NSW 2197","kiosk 6/753 hume hwy, bass hill, NSW 2197",a1210012195160597913,NRhPrDrASVCt0Fa5KzxYZQ
Tanomi,Tanomi Japanese Restaurant,0.8461538461538461,37.5,"9 john st, lidcombe, NSW 2141","9 john st, lidcombe, NSW 2141",a12118314921924346472,elRW9hlNTkuN1lVtr44_Eg
Suhhtan Pizza Bakery - Bass Hill,Suhhtan Bakery,0.9257142857142856,82.35294117647058,"786 hume highway, bass hill, NSW 2197","786 hume hwy, bass hill, NSW 2197",a2098953545379145206,NL44JW3RtSaeOAPTEszOA
Riz,Riz Cafe,0.8541666666666666,54.54545454545454,"159 rodd st, sefton, NSW 2162","159 rodd st, sefton, NSW 2162",a16734648675272783222,X-Lzh_CSSdOIYLHongJjBw
Suliya Gogiya,Suliya Bistro Lidcombe,0.8547008547008548,61.53846153846154,"40 railway st, lidcombe, NSW 2141","40 railway st, lidcombe, NSW 2141",a16453674455162444802,nAMR2QmFT9SetvSO6tfdkQ
Cuppa Coffee Café,Cuppa Coffee Cafe,0.9882352941176472,96.96969696969695,"259-261 hector street, bass hill, NSW 2197","259-261 hector st, bass hill, NSW 2197",a9473911420528753139,zfeEYNGXTfSPup6EOqhLIg
BK'S Bankstown Kebabs and Burgers,BK’s Bankstown Kebab & Burger,0.883059163059163,93.02325581395348,"226 chapel road, bankstown, NSW 2200","226 chapel rd, bankstown, NSW 2200",a9707348788542840948,lqN9y22BQHiFAVhUrBVYxA
Suhhtan Pizza Bakery Bankstown,Suhhtan bakery,0.9257142857142856,82.35294117647058,"226 chapel rd, bankstown, NSW 2200","226 chapel rd, bankstown, NSW 2200",a4122000941168829205,AxD5cfOqTrSwZJ-xQ2F_4g
HPS Adam's Pizza & Kebabs,HPS Adam's Kebab & Pizza,0.9523076923076924,98.0392156862745,"360 hector st, bass hill, NSW 2197","3/360 hector st, bass hill, NSW 2197",a10482963489882325727,RCaTn70lRAedes3-O0AQug
V Bites,VBites,0.9571428571428572,76.92307692307692,"313 chapel rd, bankstown, NSW 2200","shop 3/313 chapel rd, bankstown, NSW 2200",a12174042713097761017,x1NIT6VJQH-iLQOokYu7Ig
Mam Mam Bankstown,Mam Mam Bankstown Restaurant,0.8777777777777778,56.00000000000001,"1/313 chapel road, bankstown, NSW 2200","shop 1/313 chapel rd, bankstown, NSW 2200",a14564267748001616444,yc4vBwqoT6yNDMqRtqlCbw
Grind House Cafe & Co,Grind House Café & Co,0.9913043478260868,97.77777777777776,"89 auburn rd, birrong, NSW 2143","89 auburn rd, birrong, NSW 2143",a4349104515933149679,F9PwMYPHTAWilvPkkCxr_g
Bankstown Burgers,Bankstown Burger and Kebabs,0.925925925925926,77.27272727272727,"416 hume hwy, yagoona, NSW 2199","416 hume hwy, yagoona, NSW 2199",a7597152823062456114,geicPtnlT_Gw-Io5F0c95g
Bankstown Burgers,Bankstown Burger and Kebabs,0.925925925925926,77.27272727272727,"416 hume hwy, yagoona, NSW 2199","416 hume hwy, yagoona, NSW 2199",a7597152823062456114,_pbAqaQiS2GFYHd5M7yltg
Pure Thai Restaurant and Cafe,Pure Thai Restaurant Berala,0.9379310344827586,81.63265306122449,"160 woodburn road, berala, NSW 2141","160 woodburn rd, berala, NSW 2141",a11008359775882562434,Xc5XAH13R6qEYYzLLk7qIQ
PALBOK BBQ Korean Restaurant,Palbok BBQ Lidcombe,0.8714285714285714,52.63157894736843,"2 bridge st, lidcombe, NSW 2141","2 bridge st, lidcombe, NSW 2141",a15144483914617412969,pR9G7zsbQFSB89aZkItGdg
Firefly Burgers,FireFly Burger,0.9866666666666668,96.55172413793105,"1 restwell street, bankstown, NSW 2200","1 restwell st, bankstown, NSW 2200",a6370583960904959855,c-8am2JtQl6y-o_J-z6kwQ
Domino's (Greenacre),Domino's Pizza Greenacre,0.9076923076923076,70.0,"195b waterloo rd, greenacre, NSW 2190","195b waterloo rd, greenacre, NSW 2190",a10329348572081422642,OMq2n-P6S52M05RIPctTQA
LITTLE TRIPOLI,Little Tripoli Lebanese Breakfast Restaurant,0.8636363636363638,48.27586206896552,"195 waterloo road, greenacre, NSW 2190","195 waterloo rd, greenacre, NSW 2190",a8228126650261484105,ieNQBjcoRjuIPcaSTTPCtQ
Chehade El Bahsa and Sons,Chehade El Bahsa & Sons Sweets,0.95625,87.71929824561404,"288 chapel road, bankstown, NSW 2200","288 chapel rd, bankstown, NSW 2200",a6776501336291224278,9HUZ3DA6WMC7PrjExh4Y6w
Dee's burgers & pizza,Dee’s burgers & pizza,0.915612648221344,93.33333333333331,"87 auburn road, birrong, NSW 2143","87 auburn rd, birrong, NSW 2143",a8885660275182154802,b2_dc0PZRYWD0MseXdJE6Q
The Coffee Club (Bankstown RSL),The Coffee Club Café - Bankstown RSL,0.9578947368421054,88.23529411764706,"1 meredith street, bankstown, NSW 2200","tenancy 1 meredith st, bankstown, NSW 2200",a13143761891694347397,DLyrD-60XgidAl0iGS296Q
Ogong Korean BBQ,OGONG BBQ Lidcombe,0.9125,72.0,"50 joseph st, lidcombe, NSW 2141","50 joseph st, lidcombe, NSW 2141",a3928381966899307422,PUXL-cZgQCeRDCQDEgiC6A
Sydney Star Kebab & Pizza,Sydney Star Kebab Bankstown,0.9,66.66666666666667,"12 marion street, bankstown, NSW 2200","12 marion st, bankstown, NSW 2200",a869627834939902338,63JVjpnJQpaJVdyDBCdItg
The Bakery's King,The Bakery's King Patisserie,0.9185185185185184,74.4186046511628,"860 hume hwy, bass hill, NSW 2197","860 hume hwy, bass hill, NSW 2197",a11813747480635784668,k2K6amxlTou3_Gx976uKYA
Mount Lewis Pizzeria,Mt Lewis Pizzeria,0.955,91.89189189189187,"165 wattle st, bankstown, NSW 2200","165 wattle st, bankstown, NSW 2200",a14522503536376772977,mc29CTWxSgqIoZrQYPFvpQ
Urbanista Fast Food Yagoona,Urbanista Cafe & Convenience Yagoona,0.8312280701754386,57.14285714285714,"740 hume highway, yagoona, NSW 2199","740 hume hwy, yagoona, NSW 2199",a587876789556072469,XW8wnl7HR1itW8tmGIYlHA
The Pitstop,The Pitstop Foodtruck,0.9047619047619048,68.75,"252 chapel road, bankstown, NSW 2200","252 chapel rd, bankstown, NSW 2200",a13352846576738691587,wO_7TDWrX6KNj9We8jDHPw
Window's Coffee,Window's Cafe Bankstown,0.9404761904761904,84.61538461538461,"256 chapel road, bankstown, NSW 2200","256 chapel rd, bankstown, NSW 2200",a17249395541890891067,BLTv-SLnSi2qEsUrwe7GWw
Wild Bean Cafe (BP Wiley Park),Wild Bean Cafe,0.9647058823529412,90.32258064516128,"24-42 king georges rd, wiley park, NSW 2195","24-42 king georges rd, wiley park, NSW 2195",a10421430764871553459,gZy2ZPo9Uw2I98Go5CX8Nw
GS Cafe,GS CAFÉ,0.9714285714285714,92.3076923076923,"220 waldron road, chester hill, NSW 2162","220 waldron rd, chester hill, NSW 2162",a5167159911626263262,XsvTrTH9QO2TGTGuH8pn4Q
Yagoona Tavern Bistro,Yagoona Tavern,0.8923076923076924,63.1578947368421,"299 cooper road, yagoona, NSW 2199","299 cooper rd, yagoona, NSW 2199",a5632617763190203134,E2X8_6t_Q7u687ls0D1WyQ
Able and Cane,Able & Cane Cafe,0.9444444444444444,83.87096774193549,"83 north terrace, bankstown, NSW 2200","shop 3/83 north terrace, bankstown, NSW 2200",a8338652857999239648,uLe-uPonT3qrWrObnrrK5A
Wonderful Noodle Bar,Wonderful noodle bar & restaurant,0.9142857142857144,72.72727272727273,"168 woodburn rd, berala, NSW 2141","168 woodburn rd, berala, NSW 2141",a8394015025034075999,XWPk3ikDQLOTLebKQN4NPw
Yellowday Cafe,YELLOW DAY COFFEE ROASTERS,0.8648351648351648,50.0,"18 bridge street, lidcombe, NSW 2141","18 bridge st, lidcombe, NSW 2141",a4741751325703519612,5wPI6sh6X6qb-2NbvWwwkQ
Fionix Thai Restaurant,Fionix Thai,0.9,66.66666666666667,"129 waldron rd, chester hill, NSW 2162","shop 11/129 waldron rd, chester hill, NSW 2162",a4516235002784646483,i46aP3zATPmXjEgjtEk5rQ
Cheso Espress,Cheso Espresso,0.9857142857142858,96.2962962962963,"129 waldron road, chester hill, NSW 2162","1/129 waldron rd, chester hill, NSW 2162",a14426462999964929016,Ok7JXjMFXjeMdF-c0YlGGA
Arabian Lebanese Bakery,Arabian Lebanese Restaurant/pizzeria,0.875024154589372,54.23728813559322,"82 waldron road, chester hill, NSW 2162","82 waldron rd, chester hill, NSW 2162",a16401414605877275226,VbTkzcURRoiU410S8G9upA
Arabian Lebanese Restaurant,Arabian Lebanese Restaurant/pizzeria,0.95,85.71428571428572,"82 waldron road, chester hill, NSW 2162","82 waldron rd, chester hill, NSW 2162",a16401414605877275226,vTaBG2UDQOS0l9t8ybOijw
Extra Crispy Chicken (Greenacre),Extra Crispy - Greenacre,0.92,75.0,"173 waterloo rd, greenacre, NSW 2190","shop2/173 waterloo rd, greenacre, NSW 2190",a556806088879187880,f44J6aqLQkeGQJsFYNHPjQ
Yennora Hotel Bistro,Yennora Oasis Hotel,0.9018885448916408,66.66666666666667,"140 fairfield st, fairfield east, NSW 2165","140 fairfield st, fairfield east, NSW 2165",a7913117043596905033,kfadB2E7RVSqYXlLQaI0QQ
"BK's Auburn Kebabs, Burgers & Chicken",BK’s Auburn Kebabs & Burgers Chickens,0.8944444444444444,93.5483870967742,"344 chisholm rd, auburn, NSW 2144","344 chisholm rd, auburn, NSW 2144",a16738793631446753268,zoG6tDQDTtu8eC96SqxH6Q
Sizzling Fillo Restaurant,Sizzling Fillo Lidcombe,0.912,71.7948717948718,"36 railway st, lidcombe, NSW 2141","36 railway st, lidcombe, NSW 2141",a11440317955273529390,b6BNnThMR-q5d9jqLasc5w
Regents Park Coffee Lounge,Regents Park Coffee Lounge Takeaway,0.9181818181818182,74.28571428571429,"28 amy st, regents park, NSW 2143","28 amy st, regents park, NSW 2143",a16732557997379855186,LtBQO2FIQVml3aPZSPib3A
Crescent Star Kebabs Burgers,Cresent Star Kebabs Burgers Pizza,0.9564935064935064,88.52459016393442,"55 helen st, sefton, NSW 2162","55 helen st, sefton, NSW 2162",a4682560642980217939,UnGbCt-sQHqIpdPSlBbm8w
Albeik Crispy,Al Beik Crispy,0.93992673992674,96.2962962962963,"217 miller road, bass hill, NSW 2197","217 miller rd, bass hill, NSW 2197",a8537653916972020092,wS0gmwOYR2mtOZkfA76wpw
GRILL CENTRAL - BANKSTOWN BRANCH,Grill Central,0.93,78.78787878787878,"41 northam avenue, bankstown, NSW 2200","41 northam ave, bankstown, NSW 2200",a9440195867195486073,bS-hZz6ZTzSS38jHzuw78g
Mini Melts Icecream,Mini Melts Ice Cream,0.99,82.05128205128204,"1a quentin street, bass hill, NSW 2197","1a quentin st, bass hill, NSW 2197",a5560288136306621246,IiiynG7pXr-IxjdtJ4r3QA
Primo Foods (Chullora),Primo Deli Chullora,0.8672727272727273,66.66666666666667,"18 hume highway, chullora, NSW 2190","18 hume hwy, chullora, NSW 2190",a13560745844055759704,rlte5hr8Tvu7kAm4IK114Q
Wholefarms Market Enfield,Whole Farms Market,0.95359477124183,68.57142857142857,"27 mitchell street, enfield, NSW 2133","27 mitchell st, enfield, NSW 2133",a16754237783687833710,Ie5PHL2BS-KuoBl3U1E4Vg
Wholefarms Market Milperra,Whole Farms Market Milperra,0.95359477124183,68.57142857142857,"479 henry lawson drive, milperra, NSW 2214","479 henry lawson dr, milperra, NSW 2214",a2489572807397121468,lKfF2CsBSJ6MDRiHVfifCw
Popeye Bakery Pizza,Popeyes bakery,0.9225563909774436,78.78787878787878,"47 arlewis street, chester hill, NSW 2162","47 arlewis st, chester hill, NSW 2162",a2462072921129322868,J2N1wlifQLm-jUKh54whhA
Asal Sweet (Carramar),Asal Sweet Patisserie Carramar,0.8952380952380953,64.51612903225806,"48 the horsley dr, carramar, NSW 2163","shop 7/48-66 the horsley dr, carramar, NSW 2163",a17636415070318980165,xrEdBwkwSIiP3E_tTFXLWQ
Rogue Cafe,ROGUE café,0.98,94.73684210526316,"35 crawford street, berala, NSW 2141","35 crawford st, berala, NSW 2141",a1431173571208829220,A7gSbRthWVOVlRv3NIr1zA
Gina's,Gina’s Coffee,0.8769230769230769,55.55555555555556,"52 helen street, sefton, NSW 2162","52 helen st, sefton, NSW 2162",a6361292630097766457,i2vi8tokTxqrhOdhL8vIug
La Moosh Bakery,LA Moosh Bakery Cafe,0.95,85.71428571428572,"11/9 bankstown city plaza, bankstown, NSW 2200","1/9-11 bankstown city plaza, bankstown, NSW 2200",a8111019103688869250,EB8FmvlpQF2-ndgsCr0HmQ
Raw Prawn Fresh Fish Market,Raw Prawn Fish Market,0.9174603174603174,87.5,"138 dutton st, yagoona, NSW 2199","138 dutton st, yagoona, NSW 2199",a1022463397153334965,UACxE-IPQEuXsy8wAqsiJA
Shanglish Lebanese Cuisine,Shanglish Lebanese Breakfast & Brunch,0.8910256410256411,64.61538461538461,"392 chapel road, bankstown, NSW 2200","392 chapel rd, bankstown, NSW 2200",a10420799323902337208,DlrptAXbTFaLIGAnkH1mnA
Elreda Butchery,El Reda Butchery,0.9477777777777778,96.7741935483871,"25a hector st, sefton, NSW 2162","25a hector st, sefton, NSW 2162",a11266820018099715882,nXe-knUdRAKUPtNuWGSx8g
Khalil's Lebanese Pizza,Khalil Lebanese Pizza,0.9528138528138528,97.67441860465117,"119 bankstown city plaza, bankstown, NSW 2200","118/119 bankstown city plaza, bankstown, NSW 2200",a6187250661585038016,kA3t-tVBTZqnRF_3GQHGOA
Mango Coco Thai Dessert,Mango Coco,0.8869565217391304,60.60606060606061,"421 pitt st, haymarket, NSW 2000","421 pitt st, haymarket, NSW 2000",a16688039670340120204,n9X4mfzCQNO-7qOlJJj4QA
Malabar,Malabar South Indian Restaurant,0.8451612903225806,36.8421052631579,"274 victoria st, darlinghurst, NSW 2010","1/274 victoria st, darlinghurst, NSW 2010",a17364058145369970619,5f-0k0UzSOiSikV0i5DtXw
Lenny Briskets,Lenny Briskets Store,0.94,82.35294117647058,"274-290 victoria street, darlinghurst, NSW 2010","3/274-290 victoria st, darlinghurst, NSW 2010",a18381062848080526510,bkYU0o8IWQCz7Ky5ibEa7g
Phamish,Phamish Vietnamese Restaurant,0.8482758620689655,38.888888888888886,"248 palmer st, darlinghurst, NSW 2010","248 palmer st, darlinghurst, NSW 2010",a359828993597182920,LuEUFPSFTdyBQjsUqg-TLA
Kindness Cafe,Kindness Vegan,0.9081918081918082,59.25925925925925,"248 palmer st, darlinghurst, NSW 2010","6/248 palmer st, darlinghurst, NSW 2010",a17108972863902410871,AA2CyClhRHC7yYkMSgFQ5A
Grill'd (Crown St),Grill'd Darlinghurst,0.88,57.14285714285714,"241-247 crown st, darlinghurst, NSW 2010","241 crown st, darlinghurst, NSW 2010",a6124428878747954180,g3GATjqcQlmfnKbQ5ih0-w
Mad Mex (Crown St),Mad Mex Fresh Mexican - Crown St.,0.8691666666666666,69.56521739130434,"241 crown st, darlinghurst, NSW 2010","shop 2/241 crown st, darlinghurst, NSW 2010",a13114409267644230441,0qb9hz4rR7ywgJu-5Uvqmg
Mangkon RD (Haymarket),Mangkon Road Chinese-Thai Restaurant Haymarket,0.8555555555555555,43.47826086956522,"shop 3/710 george st, haymarket, NSW 2000","shop 3/710 george st, haymarket, NSW 2000",a9081237848794108204,5sev_27bVXa3Sf6QLhqI0g
Caffe Roma,Caffè Roma,0.98,94.73684210526316,"9 kellett st, potts point, NSW 2011","9 kellett st, potts point, NSW 2011",a17140804318363475725,0fNscrztS16KYuiR0rL6rg
Basax Korean Pitt Street,Basax,0.8416666666666667,34.48275862068966,"415 pitt st, haymarket, NSW 2000","415 pitt st, haymarket, NSW 2000",a12342510161345856452,LvxXtP0ZSAO2Alw64GHEeQ
Boon Café Thai,Boon Cafe & Restaurant,0.8427156177156176,59.45945945945945,"425 pitt st, haymarket, NSW 2000","1/425 pitt st, haymarket, NSW 2000",a15681057760006125491,6ydLY9eMSrG1p9vH7DYvig
Squid Pocha X Chicken V,Squid Pocha × Chicken V,0.9445134575569358,95.45454545454544,"730-742 george st, haymarket, NSW 2000","ground floor/730-742 george st, haymarket, NSW 2000",a2263786392537950218,iQr7a5esTk2Q340lS8E0ZA
Satang Thai Infinity @ V Bar,Satang Infinity,0.8753846153846154,73.17073170731707,"91 liverpool st, sydney, NSW 2000","15/91 liverpool street, sydney, NSW 2000",a16134347091875156202,ZwyvpBfZRiKWB-4p2o8gZQ
Coronation Hotel,Hotel Coronation,0.7211538461538461,100.0,"5-7 park st, sydney, NSW 2000","5-7 park st, sydney, NSW 2000",a5376608504702076173,iVvI-rs2Wo6s0MQuiSJNJA
Oporto (Kings Cross),Oporto,0.8666666666666666,50.0,"58 darlinghurst road, potts point, NSW 2011","1/58 darlinghurst rd, potts point, NSW 2011",a11255067226119607458,1N0lzToiRoCiJtwrTOizIw
Christo's Five Ways Pizzeria,Christo's Five Way Pizzeria,0.9925925925925926,98.1132075471698,"224 glenmore rd, paddington, NSW 2021","224 glenmore rd, paddington, NSW 2021",a4449297192342106869,rFrP_7SMSA22jftNYb6J_A
Nando's (Clarence St 155),Nando's Clarence St,0.9636363636363636,90.0,"155 clarence st, sydney, NSW 2000","155 clarence st, sydney, NSW 2000",a3025434634522062899,4i9TfujwSP648a_tCQ4Csw
Crown Square Convenience Store,Crown square Convenience Store Tobbaconist Irish Uk British American Brazil,0.88,57.14285714285714,"6 potter street, waterloo, NSW 2017","shop 263/6 potter st, waterloo, NSW 2017",a8992861864029139202,JVMAtaOYRtylPucN1SsA9w
Hungry Jacks (Kings Cross),Hungry Jack's Burgers Kings Cross,0.9083333333333332,85.71428571428572,"111 darlinghurst rd, potts point, NSW 2011","111 darlinghurst rd, potts point, NSW 2011",a4152032580539809019,c_U0nvlrTayvCh2gEJGqRQ
Baba Wu (Dumpling Hut),Baba Wu’s Dumpling Hut,0.9418181818181818,95.23809523809524,"250 pitt st, sydney, NSW 2000","shop 4/250 pitt st, sydney, NSW 2000",a31545612713797196,SMSNV_vuR_m_DmN9wprprQ
Thanon Khao San,Thanon Khaosan,0.9866666666666668,96.55172413793105,"413 pitt st, haymarket, NSW 2000","413 pitt st, haymarket, NSW 2000",a14549373928903819770,YgP_GZjjSl-KZT45ODoUGw
Dumpling & Noodle House (Darlinghust),Dumpling & Noodle House,0.935135135135135,80.64516129032258,"68 stanley st, darlinghurst, NSW 2010","68 stanley st, darlinghurst, NSW 2010",a15617359868182581174,jHASUeYRR2yAsGzTB72Upg
Big Daddy's Burger Bar (Kings Cross),Big Daddy's Burger Bar,0.9272727272727272,77.77777777777779,"80 darlinghurst rd, potts point, NSW 2011","80 darlinghurst rd, potts point, NSW 2011",a8033499831519614560,VB0ppzOKRsG3SLNE5mWPiQ
Ogalo Darlinghurst,Ogalo Darlinghurst Oxford street,0.8526315789473684,41.66666666666666,"149 oxford street, darlinghurst, NSW 2010","149 oxford st, darlinghurst, NSW 2010",a8510449712412348047,gmaUdC7PRousxWw4jyfiEA
Fermento,Fermento food & wine bar,0.8615384615384615,47.05882352941176,"379 liverpool street, darlinghurst, NSW 2010","379 liverpool st, darlinghurst, NSW 2010",a2400316603624939598,nK3rLatXS-u3lBc5WqWJ3A
Pepper Lunch George St,Pepper Lunch,0.9090909090909092,70.58823529411764,"537 george st, sydney, NSW 2000","shop 10/537 george st, sydney, NSW 2000",a10163570752560741913,FdLT9_tZQfi0bPKHcUKKXw
Macchiato Woodfire Pizza & Coffee Roastery,Macchiato Wood Fire Pizza and Coffee Roasters,0.9447051914493776,87.64044943820225,"2/338 pitt st, sydney, NSW 2000","shop 2/338 pitt st, sydney, NSW 2000",a7197904193292043948,shPjCDKBS8yniR6O24Xyng
Iconic Kebabs,ICONIC KEBABS AND RESTAURANT,0.8928571428571429,63.41463414634146,"312 crown street, darlinghurst, NSW 2010","312 crown st, darlinghurst, NSW 2010",a14048922848554799725,DC8-d6ezWHe7CNutg11LcQ
iPhở,iPHO,0.9416666666666668,85.71428571428572,"197 darlinghurst rd, darlinghurst, NSW 2010","197 darlinghurst rd, darlinghurst, NSW 2010",a17579389702852425434,KnZqtb4xTbuMVzBU5vS8AQ
Crystal Mart Waterloo,CrystalMart Waterloo,0.9833333333333332,95.65217391304348,"22 crystal st, waterloo, NSW 2017","5/22 crystal st, waterloo, NSW 2017",a3774740695887287713,N_PXVMBkROm7EwOZ9jg7jQ
Johnny Gio's Big Italian Sandwiches (Waterloo),Johnny Gio's Waterloo,0.8647058823529411,48.88888888888889,"6/22 crystal street, waterloo, NSW 2017","6/22 crystal st, waterloo, NSW 2017",a2512810574641897026,N7uijH7KW96uL1-Gr7OFtw
Johnny Gio's Pizza (Waterloo),Johnny Gio's Waterloo,0.9294117647058824,78.57142857142857,"6/22 crystal street, waterloo, NSW 2017","6/22 crystal st, waterloo, NSW 2017",a2512810574641897026,bvEXMzCPRKy2FG7ft9vbgg
Spice Hub Indian & Pakistani Restaurant,SpiceHub,0.8390243902439025,20.40816326530612,"456 cleveland street, surry hills, NSW 2010","456 cleveland st, surry hills, NSW 2010",a13076554148928920567,Scv5iEi8Rq2IDiVK-hfaQA
Spice Hut ( Surry Hills),SpiceHub,0.9305555555555556,58.82352941176471,"456 cleveland st, surry hills, NSW 2010","456 cleveland st, surry hills, NSW 2010",a13076554148928920567,WmyjdOHXXnGVSxKz-dIsZw
Ankara Restaurant,ANKARA FAMILY RESTAURANT,0.8946078431372549,82.92682926829268,"139 oxford street, darlinghurst, NSW 2010","139 oxford st, darlinghurst, NSW 2010",a16703198763124637577,u_1t4NX-QS-4YMkSN3t4kQ
Hot Star Large Fried Chicken (Liverpool St),Hot Star Large Fried Chicken,0.9365853658536586,81.15942028985508,"96 liverpool st, sydney, NSW 2000","96 liverpool st, sydney, NSW 2000",a15760668692281843864,meNJ9OAjRHK4pgwccakEdQ
Oh My Pho!,Oh My Pho Pitt !,0.9285714285714286,78.26086956521739,"377 pitt st, sydney, NSW 2000","377 pitt st, sydney, NSW 2000",a17305607624209915406,g9BdGnePSe6wx2h880SzEQ
Stacked (Sydney),Stacked Hunter Street,0.8666666666666666,50.0,"20 hunter street, sydney, NSW 2000","20 hunter st, sydney, NSW 2000",a15865964358852424903,YfYhHzH7S-KasjTSFL-UWA
Manjits @ The Wharf,Manjits Wharf,0.9375565610859729,86.66666666666667,"49 lime st, sydney, NSW 2000","10/49 lime st, sydney, NSW 2000",a118413374835969791,LDP7Kh0VQPyX0_4zMEQBog
Little Hunan (Asian Flavour Haymarket),Little Hunan,0.8923076923076924,63.1578947368421,"17-19 goulburn st, haymarket, NSW 2000","17 goulburn st, haymarket, NSW 2000",a6824095786585886388,M0gdZh4dRcacUFqbZBYiyQ
Sindbad Kebab,Sindbad's Kebab & Pizza,0.9083333333333332,70.27027027027026,"25 market st, sydney, NSW 2000","25 market st, sydney, NSW 2000",a15175918958627922329,AeEaCTipSDOSnvKbWnPZAg
White + Wong's - Martin Place,White + Wong's Sydney,0.8916666666666666,62.85714285714285,"25 martin place, sydney, NSW 2000","level 8/25 martin pl, sydney, NSW 2000",a13961885369688311109,yscjhQt7UJWs8AqQ-anCag
Ed Ae' Unique Thai cafe & Restaurant 1982,Ed Ae' Unique Thai cafe 1982,0.9285714285714286,78.26086956521739,"704a george street, haymarket, NSW 2000","704a george st, haymarket, NSW 2000",a7214267655602811192,sDV25cteRZifQwk_6sBpYg
Manny's Pizza Diner,Manny's Diner Phillys & Pizza,0.8344444444444444,75.0,"66-70 regent st, chippendale, NSW 2008","66-70 regent st, chippendale, NSW 2008",a4717857634449860418,huwsmAGyQ8e09A8RA2jT9Q
Eastbank,Eastbank Cafe.bar.pizzeria,0.8615384615384615,47.05882352941176,"61-69 macquarie st, sydney, NSW 2000","61-69 macquarie st, sydney, NSW 2000",a14487986750836431712,fZJULgshUra2elxClZj1QQ
Chicken V (Sussex Street),Chicken V Sydney,0.8782608695652174,56.25,"345b sussex st, sydney, NSW 2000","345b sussex st, sydney, NSW 2000",a9207612757506357320,ToC5XUlGQ8OFhtAV7fLF1g
Bengong Metro Town Hall,Bengong Metro,0.9130434782608696,72.22222222222221,"pavilion on george 580 george st, sydney, NSW 2000","580 george st, sydney, NSW 2000",a12745551011546393845,bNnd_DlyQseqx32yioLXvw
